mz__rtMin,putative_mw,mz,rtMin,ion,lcms_run
208.84474__1.112,209.85201,208.84474,1.112,[M-H]-1,low-select
200.9172__8.037,201.92447,200.9172,8.037,[M-H]-1,low-select
111.95605__1.582,112.96333,111.95605,1.582,[M-H]-1,low-select
168.91573__1.561,169.923,168.91573,1.561,[M-H]-1,low-select
90.98449__7.905,91.99177,90.98449,7.905,[M-H]-1,low-select
554.82306__1.159,555.83035,554.82306,1.159,[M-H]-1,low-select
149.05976__7.814,150.06705,149.05976,7.814,[M-H]-1,low-select
186.93805__1.086,187.94564,186.93805,1.086,[M-H]-1,low-select
96.96827__0.339,97.97552,96.96827,0.339,[M-H]-1,low-select
370.84388__1.1,371.85116,370.84388,1.1,[M-H]-1,low-select
329.94912__1.226,330.95639,329.94912,1.226,[M-H]-1,low-select
96.91472__8.684,97.922,96.91472,8.684,[M-H]-1,low-select
125.87201__1.737,126.87934,125.87201,1.737,[M-H]-1,low-select
114.0006__7.544,115.00787,114.0006,7.544,[M-H]-1,low-select
672.85958__1.06,673.86686,672.85958,1.06,[M-H]-1,low-select
352.86148__1.192,353.86878,352.86148,1.192,[M-H]-1,low-select
164.83505__1.431,165.84232,164.83505,1.431,[M-H]-1,low-select
271.02196__7.319,272.02924,271.02196,7.319,[M-H]-1,low-select
389.27101__8.795,390.27814,389.27101,8.795,[M-H]-1,low-select
207.83631__1.732,208.84358,207.83631,1.732,[M-H]-1,low-select
578.86972__1.08,579.877,578.86972,1.08,[M-H]-1,low-select
172.84171__1.435,173.84899,172.84171,1.435,[M-H]-1,low-select
271.02201__6.716,272.02929,271.02201,6.716,[M-H]-1,low-select
266.88975__8.695,267.89703,266.88975,8.695,[M-H]-1,low-select
274.88734__1.248,275.89452,274.88734,1.248,[M-H]-1,low-select
232.90209__1.152,233.90944,232.90209,1.152,[M-H]-1,low-select
311.99283__1.222,313.0001,311.99283,1.222,[M-H]-1,low-select
256.87648__1.157,257.88376,256.87648,1.157,[M-H]-1,low-select
64.95109__7.125,65.95837,64.95109,7.125,[M-H]-1,low-select
331.24933__8.26,286.25111,331.24933,8.26,[M+FA-H]-1,low-select
76.95112__5.581,77.95848,76.95112,5.581,[M-H]-1,low-select
78.96676__7.546,79.97404,78.96676,7.546,[M-H]-1,low-select
216.9607__5.365,217.96798,216.9607,5.365,[M-H]-1,low-select
174.02228__4.287,175.02955,174.02228,4.287,[M-H]-1,low-select
164.07084__2.56,165.07812,164.07084,2.56,[M-H]-1,low-select
64.95108__7.7,65.95836,64.95108,7.7,[M-H]-1,low-select
473.2821__8.572,474.28938,473.2821,8.572,[M-H]-1,low-select
158.95461__7.118,159.96188,158.95461,7.118,[M-H]-1,low-select
217.10775__7.182,218.11503,217.10775,7.182,[M-H]-1,low-select
298.86185__8.875,299.86913,298.86185,8.875,[M-H]-1,low-select
262.94894__7.685,217.95073,262.94894,7.685,[M+FA-H]-1,low-select
98.00566__4.295,99.01294,98.00566,4.295,[M-H]-1,low-select
187.03693__6.685,188.04461,187.03693,6.685,[M-H]-1,low-select
64.95108__7.858,65.95836,64.95108,7.858,[M-H]-1,low-select
163.90326__8.874,164.91054,163.90326,8.874,[M-H]-1,low-select
131.07022__6.006,132.0775,131.07022,6.006,[M-H]-1,low-select
127.9231__1.206,128.93038,127.9231,1.206,[M-H]-1,low-select
231.97171__1.225,232.97899,231.97171,1.225,[M-H]-1,low-select
322.91418__1.124,131.95017,322.91418,1.124,[2M-H+HAc]-1,low-select
245.98757__1.721,246.99485,245.98757,1.721,[M-H]-1,low-select
211.93331__7.546,212.94059,211.93331,7.546,[M-H]-1,low-select
58.99458__1.222,60.00192,58.99458,1.222,[M-H]-1,low-select
245.98746__1.244,246.99473,245.98746,1.244,[M-H]-1,low-select
333.01992__1.121,334.0272,333.01992,1.121,[M-H]-1,low-select
259.80826__1.227,260.81554,259.80826,1.227,[M-H]-1,low-select
255.9779__2.991,256.98517,255.9779,2.991,[M-H]-1,low-select
313.10878__7.608,314.11606,313.10878,7.608,[M-H]-1,low-select
297.02196__1.221,149.01446,297.02196,1.221,[2M-H]-1,low-select
87.94327__8.689,88.95047,87.94327,8.689,[M-H]-1,low-select
143.88271__1.737,144.88983,143.88271,1.737,[M-H]-1,low-select
290.01079__1.223,230.99689,290.01079,1.223,[M-H+HAc]-1,low-select
240.00044__1.226,241.00771,240.00044,1.226,[M-H]-1,low-select
319.17677__7.847,320.18404,319.17677,7.847,[M-H]-1,low-select
122.93902__6.582,123.9463,122.93902,6.582,[M-H]-1,low-select
283.97292__6.704,284.98019,283.97292,6.704,[M-H]-1,low-select
170.90126__1.15,171.90854,170.90126,1.15,[M-H]-1,low-select
318.87678__1.256,319.88405,318.87678,1.256,[M-H]-1,low-select
216.93011__2.98,217.93739,216.93011,2.98,[M-H]-1,low-select
297.11426__7.872,596.24308,297.11426,7.872,[M-2H]-2,low-select
349.0028__7.937,350.01008,349.0028,7.937,[M-H]-1,low-select
454.29214__8.506,455.29941,454.29214,8.506,[M-H]-1,low-select
341.96066__7.919,342.96794,341.96066,7.919,[M-H]-1,low-select
120.9411__7.121,121.94837,120.9411,7.121,[M-H]-1,low-select
271.02206__5.156,272.02934,271.02206,5.156,[M-H]-1,low-select
297.02196__1.22,298.02924,297.02196,1.22,[M-H]-1,low-select
221.83407__1.402,222.84142,221.83407,1.402,[M-H]-1,low-select
292.90555__7.37,293.91283,292.90555,7.37,[M-H]-1,low-select
354.82781__1.13,355.83511,354.82781,1.13,[M-H]-1,low-select
315.1246__7.431,316.13188,315.1246,7.431,[M-H]-1,low-select
248.93306__7.119,249.94035,248.93306,7.119,[M-H]-1,low-select
241.00224__1.23,181.98836,241.00224,1.23,[M-H+HAc]-1,low-select
98.00567__4.27,117.02351,98.00567,4.27,[M-H-H2O]-1,low-select
90.98452__7.176,91.9918,90.98452,7.176,[M-H]-1,low-select
171.00482__4.806,172.01209,171.00482,4.806,[M-H]-1,low-select
111.95606__1.34,112.96333,111.95606,1.34,[M-H]-1,low-select
343.96451__1.245,344.97178,343.96451,1.245,[M-H]-1,low-select
293.17642__8.623,294.18369,293.17642,8.623,[M-H]-1,low-select
152.00124__1.226,153.00847,152.00124,1.226,[M-H]-1,low-select
576.80529__1.15,577.81257,576.80529,1.15,[M-H]-1,low-select
416.82811__1.141,417.83538,416.82811,1.141,[M-H]-1,low-select
77.00527__5.289,78.01252,77.00527,5.289,[M-H]-1,low-select
173.11751__8.143,174.12517,173.11751,8.143,[M-H]-1,low-select
327.99927__4.173,329.00655,327.99927,4.173,[M-H]-1,low-select
331.95914__1.217,332.96642,331.95914,1.217,[M-H]-1,low-select
313.10875__7.447,314.1161,313.10875,7.447,[M-H]-1,low-select
157.99083__4.028,158.9981,157.99083,4.028,[M-H]-1,low-select
79.95592__1.393,80.9632,79.95592,1.393,[M-H]-1,low-select
292.90554__7.736,293.91281,292.90554,7.736,[M-H]-1,low-select
160.00651__4.252,161.01373,160.00651,4.252,[M-H]-1,low-select
209.98952__1.226,229.00744,209.98952,1.226,[M-H-H2O]-1,low-select
256.87644__1.14,221.90681,256.87644,1.14,[M+Cl]-1,low-select
317.0103__7.295,318.01758,317.0103,7.295,[M-H]-1,low-select
90.96677__7.133,91.97405,90.96677,7.133,[M-H]-1,low-select
153.01838__4.142,154.02566,153.01838,4.142,[M-H]-1,low-select
173.1175__8.358,174.12478,173.1175,8.358,[M-H]-1,low-select
174.83881__1.442,175.84609,174.83881,1.442,[M-H]-1,low-select
207.9307__0.396,208.93798,207.9307,0.396,[M-H]-1,low-select
287.18665__6.695,288.19392,287.18665,6.695,[M-H]-1,low-select
94.97946__1.364,95.98678,94.97946,1.364,[M-H]-1,low-select
143.90037__1.39,144.90764,143.90037,1.39,[M-H]-1,low-select
141.9958__4.288,143.00307,141.9958,4.288,[M-H]-1,low-select
191.97884__4.687,192.98616,191.97884,4.687,[M-H]-1,low-select
272.84211__1.122,273.84938,272.84211,1.122,[M-H]-1,low-select
270.98893__1.13,271.99619,270.98893,1.13,[M-H]-1,low-select
291.14523__8.795,292.15265,291.14523,8.795,[M-H]-1,low-select
456.84628__1.253,421.87671,456.84628,1.253,[M+Cl]-1,low-select
110.0235__1.936,111.03077,110.0235,1.936,[M-H]-1,low-select
127.8691__1.728,128.87638,127.8691,1.728,[M-H]-1,low-select
232.94413__1.1,233.9516,232.94413,1.1,[M-H]-1,low-select
114.00065__2.373,115.00818,114.00065,2.373,[M-H]-1,low-select
88.96891__3.703,89.97619,88.96891,3.703,[M-H]-1,low-select
88.95113__8.03,89.95849,88.95113,8.03,[M-H]-1,low-select
284.84443__1.313,285.85171,284.84443,1.313,[M-H]-1,low-select
158.9241__2.997,159.93138,158.9241,2.997,[M-H]-1,low-select
126.98232__5.359,127.9896,126.98232,5.359,[M-H]-1,low-select
380.95764__1.13,381.96492,380.95764,1.13,[M-H]-1,low-select
176.89342__8.691,177.90069,176.89342,8.691,[M-H]-1,low-select
295.19215__8.38,296.19933,295.19215,8.38,[M-H]-1,low-select
160.00648__2.288,161.01376,160.00648,2.288,[M-H]-1,low-select
228.94665__7.118,229.95392,228.94665,7.118,[M-H]-1,low-select
147.98863__4.674,148.9959,147.98863,4.674,[M-H]-1,low-select
354.82782__1.122,319.85839,354.82782,1.122,[M+Cl]-1,low-select
266.01636__1.236,267.02363,266.01636,1.236,[M-H]-1,low-select
154.92899__8.171,155.93626,154.92899,8.171,[M-H]-1,low-select
401.29097__8.291,402.29881,401.29097,8.291,[M-H]-1,low-select
172.00658__7.317,173.01386,172.00658,7.317,[M-H]-1,low-select
293.02737__1.229,294.03465,293.02737,1.229,[M-H]-1,low-select
64.95108__6.889,65.95836,64.95108,6.889,[M-H]-1,low-select
212.88639__1.246,213.89367,212.88639,1.246,[M-H]-1,low-select
138.96951__1.222,139.97678,138.96951,1.222,[M-H]-1,low-select
114.00065__4.029,115.00793,114.00065,4.029,[M-H]-1,low-select
120.01122__1.727,75.01297,120.01122,1.727,[M+FA-H]-1,low-select
259.80816__1.398,260.81543,259.80816,1.398,[M-H]-1,low-select
190.05034__6.039,191.05761,190.05034,6.039,[M-H]-1,low-select
363.20278__7.895,364.21009,363.20278,7.895,[M-H]-1,low-select
273.7967__1.479,274.80397,273.7967,1.479,[M-H]-1,low-select
257.81092__1.382,212.81268,257.81092,1.382,[M+FA-H]-1,low-select
157.99083__2.396,158.9981,157.99083,2.396,[M-H]-1,low-select
137.0597__4.681,138.06698,137.0597,4.681,[M-H]-1,low-select
296.89461__1.148,297.90188,296.89461,1.148,[M-H]-1,low-select
381.33774__8.461,382.345,381.33774,8.461,[M-H]-1,low-select
230.91655__1.553,231.92383,230.91655,1.553,[M-H]-1,low-select
209.83331__1.719,210.84059,209.83331,1.719,[M-H]-1,low-select
465.23347__7.9,466.24175,465.23347,7.9,[M-H]-1,low-select
248.91547__7.741,249.92275,248.91547,7.741,[M-H]-1,low-select
359.97136__6.01,360.97863,359.97136,6.01,[M-H]-1,low-select
209.99802__6.855,211.00529,209.99802,6.855,[M-H]-1,low-select
133.01308__1.233,134.02044,133.01308,1.233,[M-H]-1,low-select
239.90293__0.47,240.91026,239.90293,0.47,[M-H]-1,low-select
248.9154__7.595,249.92268,248.9154,7.595,[M-H]-1,low-select
196.95014__1.233,197.95734,196.95014,1.233,[M-H]-1,low-select
365.1817__7.688,366.18896,365.1817,7.688,[M-H]-1,low-select
290.86134__1.143,291.86862,290.86134,1.143,[M-H]-1,low-select
114.00067__4.682,115.00794,114.00067,4.682,[M-H]-1,low-select
269.95878__1.221,270.96606,269.95878,1.221,[M-H]-1,low-select
190.92723__7.833,191.93451,190.92723,7.833,[M-H]-1,low-select
203.1283__8.767,204.13583,203.1283,8.767,[M-H]-1,low-select
157.9908__1.911,158.99808,157.9908,1.911,[M-H]-1,low-select
209.08115__7.583,210.08934,209.08115,7.583,[M-H]-1,low-select
91.05391__7.167,92.06119,91.05391,7.167,[M-H]-1,low-select
293.1763__8.614,258.20695,293.1763,8.614,[M+Cl]-1,low-select
254.98166__1.219,255.98894,254.98166,1.219,[M-H]-1,low-select
200.91711__8.459,201.92439,200.91711,8.459,[M-H]-1,low-select
105.00026__3.005,60.00205,105.00026,3.005,[M+FA-H]-1,low-select
257.81057__1.389,258.81785,257.81057,1.389,[M-H]-1,low-select
161.84898__1.71,162.85625,161.84898,1.71,[M-H]-1,low-select
290.85407__0.326,291.86086,290.85407,0.326,[M-H]-1,low-select
105.00028__3.025,106.00755,105.00028,3.025,[M-H]-1,low-select
221.94648__9.767,222.95375,221.94648,9.767,[M-H]-1,low-select
285.171__6.002,286.17827,285.171,6.002,[M-H]-1,low-select
532.8412__1.259,473.82726,532.8412,1.259,[M-H+HAc]-1,low-select
213.11287__7.72,168.1145,213.11287,7.72,[M+FA-H]-1,low-select
282.0114__4.585,283.01867,282.0114,4.585,[M-H]-1,low-select
437.29109__8.824,438.29839,437.29109,8.824,[M-H]-1,low-select
296.61728__8.217,595.24911,296.61728,8.217,[M-2H]-2,low-select
151.02519__2.215,152.03247,151.02519,2.215,[M-H]-1,low-select
171.00482__4.333,172.01209,171.00482,4.333,[M-H]-1,low-select
327.08783__7.421,328.09507,327.08783,7.421,[M-H]-1,low-select
102.9845__1.214,122.00237,102.9845,1.214,[M-H-H2O]-1,low-select
102.98453__1.189,103.9918,102.98453,1.189,[M-H]-1,low-select
122.97453__1.22,123.98202,122.97453,1.22,[M-H]-1,low-select
77.00526__3.686,78.01254,77.00526,3.686,[M-H]-1,low-select
481.22935__7.877,482.23696,481.22935,7.877,[M-H]-1,low-select
349.18708__7.659,350.19436,349.18708,7.659,[M-H]-1,low-select
192.95715__1.222,193.96443,192.95715,1.222,[M-H]-1,low-select
189.9996__4.299,191.00688,189.9996,4.299,[M-H]-1,low-select
163.84603__1.734,164.8533,163.84603,1.734,[M-H]-1,low-select
257.8094__1.407,258.81668,257.8094,1.407,[M-H]-1,low-select
154.89148__8.865,155.89876,154.89148,8.865,[M-H]-1,low-select
423.38472__8.616,424.39196,423.38472,8.616,[M-H]-1,low-select
202.9143__1.324,203.92157,202.9143,1.324,[M-H]-1,low-select
162.05515__5.065,163.06243,162.05515,5.065,[M-H]-1,low-select
122.95681__5.533,123.96409,122.95681,5.533,[M-H]-1,low-select
88.95112__7.243,89.95842,88.95112,7.243,[M-H]-1,low-select
122.95682__7.15,123.96409,122.95682,7.15,[M-H]-1,low-select
178.93922__1.276,179.94649,178.93922,1.276,[M-H]-1,low-select
364.99763__9.136,366.00491,364.99763,9.136,[M-H]-1,low-select
271.22816__8.192,272.23541,271.22816,8.192,[M-H]-1,low-select
269.1296__8.752,270.13687,269.1296,8.752,[M-H]-1,low-select
209.98946__1.416,210.99674,209.98946,1.416,[M-H]-1,low-select
158.84574__1.501,159.85302,158.84574,1.501,[M-H]-1,low-select
152.98538__1.231,172.00326,152.98538,1.231,[M-H-H2O]-1,low-select
142.94671__1.385,143.95399,142.94671,1.385,[M-H]-1,low-select
359.97144__5.533,360.97872,359.97144,5.533,[M-H]-1,low-select
327.08768__7.419,346.10556,327.08768,7.419,[M-H-H2O]-1,low-select
212.03495__7.929,213.04222,212.03495,7.929,[M-H]-1,low-select
417.21316__7.875,418.22058,417.21316,7.875,[M-H]-1,low-select
236.83054__1.418,237.83782,236.83054,1.418,[M-H]-1,low-select
279.15841__8.459,280.1662,279.15841,8.459,[M-H]-1,low-select
198.80779__1.52,199.81507,198.80779,1.52,[M-H]-1,low-select
178.87776__1.476,179.88502,178.87776,1.476,[M-H]-1,low-select
407.22883__7.937,408.23615,407.22883,7.937,[M-H]-1,low-select
389.2717__8.29,408.28948,389.2717,8.29,[M-H-H2O]-1,low-select
76.9511__6.907,77.95846,76.9511,6.907,[M-H]-1,low-select
209.07959__7.663,210.08687,209.07959,7.663,[M-H]-1,low-select
313.98369__2.989,314.99097,313.98369,2.989,[M-H]-1,low-select
297.11875__9.056,596.25205,297.11875,9.056,[M-2H]-2,low-select
125.87194__1.415,126.87922,125.87194,1.415,[M-H]-1,low-select
152.98531__1.239,153.99277,152.98531,1.239,[M-H]-1,low-select
233.10292__5.499,234.1102,233.10292,5.499,[M-H]-1,low-select
108.97746__5.79,109.98472,108.97746,5.79,[M-H]-1,low-select
479.25016__8.023,480.2574,479.25016,8.023,[M-H]-1,low-select
207.04889__5.025,208.05617,207.04889,5.025,[M-H]-1,low-select
150.88254__1.478,151.88982,150.88254,1.478,[M-H]-1,low-select
287.95016__5.043,288.95744,287.95016,5.043,[M-H]-1,low-select
181.97568__0.996,182.98295,181.97568,0.996,[M-H]-1,low-select
210.86789__1.49,211.87516,210.86789,1.49,[M-H]-1,low-select
90.98457__5.398,91.99184,90.98457,5.398,[M-H]-1,low-select
128.93098__1.785,129.93826,128.93098,1.785,[M-H]-1,low-select
144.90826__1.388,145.91563,144.90826,1.388,[M-H]-1,low-select
86.02337__4.23,87.03064,86.02337,4.23,[M-H]-1,low-select
116.0163__2.348,117.02357,116.0163,2.348,[M-H]-1,low-select
192.95722__1.228,156.00849,192.95722,1.228,[M-2H+K]-1,low-select
200.80481__1.475,201.81209,200.80481,1.475,[M-H]-1,low-select
467.37435__8.593,468.38162,467.37435,8.593,[M-H]-1,low-select
315.0119__6.702,316.01918,315.0119,6.702,[M-H]-1,low-select
224.86592__1.616,225.87319,224.86592,1.616,[M-H]-1,low-select
263.91367__1.357,264.92094,263.91367,1.357,[M-H]-1,low-select
338.9109__7.233,339.91817,338.9109,7.233,[M-H]-1,low-select
429.17711__7.888,430.18438,429.17711,7.888,[M-H]-1,low-select
151.98357__2.067,152.99085,151.98357,2.067,[M-H]-1,low-select
211.99935__1.436,213.00688,211.99935,1.436,[M-H]-1,low-select
203.03207__7.171,204.03935,203.03207,7.171,[M-H]-1,low-select
202.94491__3.698,203.95218,202.94491,3.698,[M-H]-1,low-select
467.37421__8.584,486.39199,467.37421,8.584,[M-H-H2O]-1,low-select
194.87285__1.498,195.88013,194.87285,1.498,[M-H]-1,low-select
365.19764__8.187,366.20446,365.19764,8.187,[M-H]-1,low-select
176.00138__1.235,177.00867,176.00138,1.235,[M-H]-1,low-select
167.99634__1.184,122.9981,167.99634,1.184,[M+FA-H]-1,low-select
215.86817__1.819,216.87545,215.86817,1.819,[M-H]-1,low-select
102.98457__1.608,103.99185,102.98457,1.608,[M-H]-1,low-select
227.99462__4.235,229.00187,227.99462,4.235,[M-H]-1,low-select
126.95163__1.386,127.95892,126.95163,1.386,[M-H]-1,low-select
279.1585__8.439,298.17662,279.1585,8.439,[M-H-H2O]-1,low-select
327.94505__7.518,328.95233,327.94505,7.518,[M-H]-1,low-select
170.84614__1.452,171.85342,170.84614,1.452,[M-H]-1,low-select
181.04992__4.663,182.05719,181.04992,4.663,[M-H]-1,low-select
151.98352__1.728,152.9908,151.98352,1.728,[M-H]-1,low-select
315.01187__6.696,270.01361,315.01187,6.696,[M+FA-H]-1,low-select
170.02732__5.836,171.0346,170.02732,5.836,[M-H]-1,low-select
398.01578__1.532,399.02305,398.01578,1.532,[M-H]-1,low-select
315.12466__7.438,632.26388,315.12466,7.438,[M-2H]-2,low-select
228.86062__1.143,229.8679,228.86062,1.143,[M-H]-1,low-select
78.91751__1.357,79.92479,78.91751,1.357,[M-H]-1,low-select
278.85825__1.132,279.86568,278.85825,1.132,[M-H]-1,low-select
190.01731__4.173,191.02459,190.01731,4.173,[M-H]-1,low-select
277.95998__2.999,278.96726,277.95998,2.999,[M-H]-1,low-select
159.10172__8.261,160.10898,159.10172,8.261,[M-H]-1,low-select
167.97856__1.218,168.98583,167.97856,1.218,[M-H]-1,low-select
327.94503__7.569,346.96283,327.94503,7.569,[M-H-H2O]-1,low-select
88.98661__1.221,89.99389,88.98661,1.221,[M-H]-1,low-select
237.1115__8.067,238.11878,237.1115,8.067,[M-H]-1,low-select
105.00026__6.873,106.00754,105.00026,6.873,[M-H]-1,low-select
529.30378__8.394,530.31096,529.30378,8.394,[M-H]-1,low-select
290.8614__1.148,253.91269,290.8614,1.148,[M-2H+K]-1,low-select
145.92974__0.346,164.94761,145.92974,0.346,[M-H-H2O]-1,low-select
725.37417__0.971,1452.76288,725.37417,0.971,[M-2H]-2,low-select
120.92345__7.777,121.93077,120.92345,7.777,[M-H]-1,low-select
407.9535__1.233,408.96077,407.9535,1.233,[M-H]-1,low-select
79.96183__1.274,80.96911,79.96183,1.274,[M-H]-1,low-select
64.95108__7.38,65.95835,64.95108,7.38,[M-H]-1,low-select
319.81157__1.4,284.8421,319.81157,1.4,[M+Cl]-1,low-select
253.97939__1.244,254.98666,253.97939,1.244,[M-H]-1,low-select
261.8051__1.395,262.81238,261.8051,1.395,[M-H]-1,low-select
329.10339__6.768,330.11071,329.10339,6.768,[M-H]-1,low-select
107.04894__5.577,108.05622,107.04894,5.577,[M-H]-1,low-select
297.20747__8.276,298.21475,297.20747,8.276,[M-H]-1,low-select
385.09318__7.02,386.10046,385.09318,7.02,[M-H]-1,low-select
102.98458__5.394,103.99186,102.98458,5.394,[M-H]-1,low-select
177.84404__1.74,178.85132,177.84404,1.74,[M-H]-1,low-select
488.24089__8.926,489.24817,488.24089,8.926,[M-H]-1,low-select
147.06526__2.488,148.07254,147.06526,2.488,[M-H]-1,low-select
321.98322__1.239,208.9978,321.98322,1.239,[M-H+TFA]-1,low-select
248.91547__7.366,249.92274,248.91547,7.366,[M-H]-1,low-select
248.98725__5.272,249.99452,248.98725,5.272,[M-H]-1,low-select
359.97148__5.099,360.97876,359.97148,5.099,[M-H]-1,low-select
391.94338__7.146,392.95066,391.94338,7.146,[M-H]-1,low-select
307.15537__8.319,308.1626,307.15537,8.319,[M-H]-1,low-select
385.09299__7.248,386.10026,385.09299,7.248,[M-H]-1,low-select
196.81082__1.58,197.8181,196.81082,1.58,[M-H]-1,low-select
58.99467__5.319,60.00199,58.99467,5.319,[M-H]-1,low-select
313.10886__7.437,134.05573,313.10886,7.437,[2M+FA-H]-1,low-select
459.2599__8.132,460.26738,459.2599,8.132,[M-H]-1,low-select
114.98461__3.472,115.99189,114.98461,3.472,[M-H]-1,low-select
319.81144__1.386,320.81871,319.81144,1.386,[M-H]-1,low-select
287.99518__1.418,289.00245,287.99518,1.418,[M-H]-1,low-select
319.17831__7.857,320.18559,319.17831,7.857,[M-H]-1,low-select
190.01733__2.982,191.0246,190.01733,2.982,[M-H]-1,low-select
141.867__1.762,142.87453,141.867,1.762,[M-H]-1,low-select
261.00766__4.052,262.01494,261.00766,4.052,[M-H]-1,low-select
122.97449__1.369,123.98201,122.97449,1.369,[M-H]-1,low-select
325.09007__7.419,326.09735,325.09007,7.419,[M-H]-1,low-select
193.08633__8.964,194.09398,193.08633,8.964,[M-H]-1,low-select
259.80783__1.157,224.83831,259.80783,1.157,[M+Cl]-1,low-select
428.85507__1.17,429.86235,428.85507,1.17,[M-H]-1,low-select
487.25379__8.552,488.26125,487.25379,8.552,[M-H]-1,low-select
180.89901__1.916,181.90629,180.89901,1.916,[M-H]-1,low-select
172.09714__6.236,173.10441,172.09714,6.236,[M-H]-1,low-select
203.79854__1.445,204.80582,203.79854,1.445,[M-H]-1,low-select
220.14668__8.398,221.1534,220.14668,8.398,[M-H]-1,low-select
383.00513__5.402,384.01241,383.00513,5.402,[M-H]-1,low-select
190.01731__6.008,191.02459,190.01731,6.008,[M-H]-1,low-select
76.951__7.644,77.95828,76.951,7.644,[M-H]-1,low-select
168.98906__5.589,169.99633,168.98906,5.589,[M-H]-1,low-select
425.36379__8.58,426.37101,425.36379,8.58,[M-H]-1,low-select
176.89522__1.187,177.9025,176.89522,1.187,[M-H]-1,low-select
437.36386__8.579,438.37112,437.36386,8.579,[M-H]-1,low-select
227.12865__6.411,228.13593,227.12865,6.411,[M-H]-1,low-select
208.85592__1.364,209.86319,208.85592,1.364,[M-H]-1,low-select
486.28662__8.725,487.29389,486.28662,8.725,[M-H]-1,low-select
311.00162__1.6,312.0089,311.00162,1.6,[M-H]-1,low-select
207.08696__3.111,208.09424,207.08696,3.111,[M-H]-1,low-select
208.93437__1.331,209.94164,208.93437,1.331,[M-H]-1,low-select
151.98358__2.997,152.99085,151.98358,2.997,[M-H]-1,low-select
298.96394__6.857,299.97122,298.96394,6.857,[M-H]-1,low-select
313.98367__6.468,314.99086,313.98367,6.468,[M-H]-1,low-select
373.25927__8.808,374.26655,373.25927,8.808,[M-H]-1,low-select
251.11372__3.929,252.12099,251.11372,3.929,[M-H]-1,low-select
