mz__rtMin,putative_mw,mz,rtMin,ion,lcms_run
427.26241__2.775,428.26969,427.26241,2.775,[M-H]-1,high-wk40
392.80163__0.725,393.80891,392.80163,0.725,[M-H]-1,high-wk40
206.99615__0.681,208.00342,206.99615,0.681,[M-H]-1,high-wk40
338.88761__1.068,339.89489,338.88761,1.068,[M-H]-1,high-wk40
192.96277__0.666,147.96447,192.96277,0.666,[M+FA-H]-1,high-wk40
294.80398__0.809,295.81126,294.80398,0.809,[M-H]-1,high-wk40
292.80755__0.81,293.81483,292.80755,0.81,[M-H]-1,high-wk40
200.8972__2.204,201.90448,200.8972,2.204,[M-H]-1,high-wk40
102.95541__0.387,103.96268,102.95541,0.387,[M-H]-1,high-wk40
282.7779__0.758,283.78518,282.7779,0.758,[M-H]-1,high-wk40
540.75091__0.83,541.75826,540.75091,0.83,[M-H]-1,high-wk40
480.90484__2.33,481.91211,480.90484,2.33,[M-H]-1,high-wk40
312.8647__0.913,313.87198,312.8647,0.913,[M-H]-1,high-wk40
604.87187__1.022,605.87914,604.87187,1.022,[M-H]-1,high-wk40
558.81167__0.903,559.81894,558.81167,0.903,[M-H]-1,high-wk40
412.88307__0.992,413.89104,412.88307,0.992,[M-H]-1,high-wk40
300.93193__1.046,301.93893,300.93193,1.046,[M-H]-1,high-wk40
318.85082__0.826,319.8581,318.85082,0.826,[M-H]-1,high-wk40
97.00043__0.655,98.00772,97.00043,0.655,[M-H]-1,high-wk40
560.80855__0.914,561.81632,560.80855,0.914,[M-H]-1,high-wk40
102.94745__0.576,103.95473,102.94745,0.576,[M-H]-1,high-wk40
402.77875__0.787,403.78603,402.77875,0.787,[M-H]-1,high-wk40
304.91117__2.061,305.91845,304.91117,2.061,[M-H]-1,high-wk40
458.86655__0.967,459.87382,458.86655,0.967,[M-H]-1,high-wk40
398.81166__2.201,399.81893,398.81166,2.201,[M-H]-1,high-wk40
192.96309__0.65,193.97037,192.96309,0.65,[M-H]-1,high-wk40
434.76834__0.781,435.77561,434.76834,0.781,[M-H]-1,high-wk40
548.85771__0.992,549.86486,548.85771,0.992,[M-H]-1,high-wk40
390.87979__0.964,391.88706,390.87979,0.964,[M-H]-1,high-wk40
104.94608__1.179,105.95336,104.94608,1.179,[M-H]-1,high-wk40
402.00645__2.68,403.01372,402.00645,2.68,[M-H]-1,high-wk40
95.91537__1.258,96.92265,95.91537,1.258,[M-H]-1,high-wk40
327.12725__2.871,328.1343,327.12725,2.871,[M-H]-1,high-wk40
132.01129__1.107,133.01856,132.01129,1.107,[M-H]-1,high-wk40
368.75682__0.785,369.76409,368.75682,0.785,[M-H]-1,high-wk40
465.30449__3.114,466.31176,465.30449,3.114,[M-H]-1,high-wk40
178.93927__0.671,197.95718,178.93927,0.671,[M-H-H2O]-1,high-wk40
122.93899__1.985,123.94627,122.93899,1.985,[M-H]-1,high-wk40
366.75981__0.782,367.76708,366.75981,0.782,[M-H]-1,high-wk40
538.82909__0.957,539.83623,538.82909,0.957,[M-H]-1,high-wk40
406.26791__2.571,407.27541,406.26791,2.571,[M-H]-1,high-wk40
188.86524__0.656,189.87252,188.86524,0.656,[M-H]-1,high-wk40
485.2914__2.538,486.29869,485.2914,2.538,[M-H]-1,high-wk40
187.94108__2.029,188.94836,187.94108,2.029,[M-H]-1,high-wk40
496.10373__3.558,497.11101,496.10373,3.558,[M-H]-1,high-wk40
308.80141__0.795,309.80869,308.80141,0.795,[M-H]-1,high-wk40
328.85879__0.928,329.86606,328.85879,0.928,[M-H]-1,high-wk40
318.83006__0.851,319.83733,318.83006,0.851,[M-H]-1,high-wk40
284.91586__0.842,285.92317,284.91586,0.842,[M-H]-1,high-wk40
154.94681__0.64,155.95409,154.94681,0.64,[M-H]-1,high-wk40
594.8417__0.98,595.84897,594.8417,0.98,[M-H]-1,high-wk40
126.99594__1.216,128.00322,126.99594,1.216,[M-H]-1,high-wk40
530.27957__2.265,531.28684,530.27957,2.265,[M-H]-1,high-wk40
406.87552__1.061,407.8828,406.87552,1.061,[M-H]-1,high-wk40
241.08678__2.563,242.09405,241.08678,2.563,[M-H]-1,high-wk40
157.99066__0.816,177.00849,157.99066,0.816,[M-H-H2O]-1,high-wk40
480.87023__0.998,481.87784,480.87023,0.998,[M-H]-1,high-wk40
295.60916__2.195,296.61645,295.60916,2.195,[M-H]-1,high-wk40
606.81747__0.966,607.82472,606.81747,0.966,[M-H]-1,high-wk40
470.84158__0.937,471.84923,470.84158,0.937,[M-H]-1,high-wk40
465.32189__2.571,466.32925,465.32189,2.571,[M-H]-1,high-wk40
528.80086__0.914,529.80811,528.80086,0.914,[M-H]-1,high-wk40
487.30691__2.533,488.31419,487.30691,2.533,[M-H]-1,high-wk40
608.73839__0.851,609.74567,608.73839,0.851,[M-H]-1,high-wk40
471.2418__2.528,472.24907,471.2418,2.528,[M-H]-1,high-wk40
553.28412__2.535,554.29142,553.28412,2.535,[M-H]-1,high-wk40
284.91581__0.804,239.91773,284.91581,0.804,[M+FA-H]-1,high-wk40
646.85651__0.976,647.86379,646.85651,0.976,[M-H]-1,high-wk40
490.89945__1.045,491.90666,490.89945,1.045,[M-H]-1,high-wk40
266.88974__2.193,267.89702,266.88974,2.193,[M-H]-1,high-wk40
379.24926__2.504,380.25659,379.24926,2.504,[M-H]-1,high-wk40
323.12495__2.246,648.26445,323.12495,2.246,[M-2H]-2,high-wk40
203.03188__1.154,204.03915,203.03188,1.154,[M-H]-1,high-wk40
459.27272__2.754,460.28,459.27272,2.754,[M-H]-1,high-wk40
447.31181__2.633,448.31908,447.31181,2.633,[M-H]-1,high-wk40
626.799__0.919,627.80628,626.799,0.919,[M-H]-1,high-wk40
449.32752__2.689,450.33478,449.32752,2.689,[M-H]-1,high-wk40
414.89978__0.97,415.90706,414.89978,0.97,[M-H]-1,high-wk40
465.23945__2.571,466.24673,465.23945,2.571,[M-H]-1,high-wk40
191.85972__0.356,192.867,191.85972,0.356,[M-H]-1,high-wk40
276.97237__1.136,277.97964,276.97237,1.136,[M-H]-1,high-wk40
474.86416__1.026,475.87144,474.86416,1.026,[M-H]-1,high-wk40
596.78807__0.939,597.79535,596.78807,0.939,[M-H]-1,high-wk40
91.0539__1.285,92.06117,91.0539,1.285,[M-H]-1,high-wk40
196.94623__1.058,197.95282,196.94623,1.058,[M-H]-1,high-wk40
122.93897__1.168,123.94625,122.93897,1.168,[M-H]-1,high-wk40
333.13462__2.166,334.14209,333.13462,2.166,[M-H]-1,high-wk40
63.943__2.21,64.95028,63.943,2.21,[M-H]-1,high-wk40
564.83192__1.029,527.88389,564.83192,1.029,[M-2H+K]-1,high-wk40
359.18996__2.353,360.19723,359.18996,2.353,[M-H]-1,high-wk40
407.26491__3.68,408.27254,407.26491,3.68,[M-H]-1,high-wk40
136.97248__2.048,137.97975,136.97248,2.048,[M-H]-1,high-wk40
324.13277__2.214,650.28009,324.13277,2.214,[M-2H]-2,high-wk40
167.03271__1.173,168.03946,167.03271,1.173,[M-H]-1,high-wk40
231.93138__4.903,232.93866,231.93138,4.903,[M-H]-1,high-wk40
232.05896__1.177,233.06624,232.05896,1.177,[M-H]-1,high-wk40
567.30044__2.464,568.30772,567.30044,2.464,[M-H]-1,high-wk40
129.93521__0.596,130.94251,129.93521,0.596,[M-H]-1,high-wk40
351.25195__3.158,352.25922,351.25195,3.158,[M-H]-1,high-wk40
482.88619__0.98,483.89347,482.88619,0.98,[M-H]-1,high-wk40
506.87412__1.07,507.8817,506.87412,1.07,[M-H]-1,high-wk40
449.88322__2.563,450.89049,449.88322,2.563,[M-H]-1,high-wk40
238.07187__2.572,239.07915,238.07187,2.572,[M-H]-1,high-wk40
180.89874__0.611,181.90602,180.89874,0.611,[M-H]-1,high-wk40
632.81981__1.036,633.82709,632.81981,1.036,[M-H]-1,high-wk40
662.8309__0.986,663.83817,662.8309,0.986,[M-H]-1,high-wk40
359.19__2.525,360.19727,359.19,2.525,[M-H]-1,high-wk40
413.9067__2.575,414.91397,413.9067,2.575,[M-H]-1,high-wk40
256.86045__2.19,257.86773,256.86045,2.19,[M-H]-1,high-wk40
447.88622__2.585,448.89349,447.88622,2.585,[M-H]-1,high-wk40
302.01297__2.08,303.02025,302.01297,2.08,[M-H]-1,high-wk40
137.00888__2.086,138.01614,137.00888,2.086,[M-H]-1,high-wk40
170.86995__0.975,171.87722,170.86995,0.975,[M-H]-1,high-wk40
367.21226__2.318,368.21977,367.21226,2.318,[M-H]-1,high-wk40
74.96045__0.957,75.96773,74.96045,0.957,[M-H]-1,high-wk40
194.94579__1.291,195.953,194.94579,1.291,[M-H]-1,high-wk40
170.0272__1.298,171.03447,170.0272,1.298,[M-H]-1,high-wk40
361.74083__2.218,362.74811,361.74083,2.218,[M-H]-1,high-wk40
107.04881__2.145,108.05653,107.04881,2.145,[M-H]-1,high-wk40
114.00058__2.075,115.00785,114.00058,2.075,[M-H]-1,high-wk40
564.3448__3.855,565.35207,564.3448,3.855,[M-H]-1,high-wk40
211.93333__2.067,212.94061,211.93333,2.067,[M-H]-1,high-wk40
76.96862__0.368,77.97598,76.96862,0.368,[M-H]-1,high-wk40
145.94064__0.542,146.94791,145.94064,0.542,[M-H]-1,high-wk40
192.92798__0.554,193.93526,192.92798,0.554,[M-H]-1,high-wk40
215.05355__1.154,216.0608,215.05355,1.154,[M-H]-1,high-wk40
696.29986__4.137,697.30714,696.29986,4.137,[M-H]-1,high-wk40
468.15125__1.35,469.15853,468.15125,1.35,[M-H]-1,high-wk40
145.94066__0.571,146.94794,145.94066,0.571,[M-H]-1,high-wk40
123.9008__0.49,124.90807,123.9008,0.49,[M-H]-1,high-wk40
346.10134__2.865,347.10862,346.10134,2.865,[M-H]-1,high-wk40
389.12443__1.985,390.13171,389.12443,1.985,[M-H]-1,high-wk40
322.21532__2.782,323.2226,322.21532,2.782,[M-H]-1,high-wk40
337.03899__2.119,338.04627,337.03899,2.119,[M-H]-1,high-wk40
123.90079__0.541,88.93128,123.90079,0.541,[M+Cl]-1,high-wk40
621.43745__4.795,622.44473,621.43745,4.795,[M-H]-1,high-wk40
147.92017__0.559,148.92747,147.92017,0.559,[M-H]-1,high-wk40
167.03397__0.381,168.04104,167.03397,0.381,[M-H]-1,high-wk40
253.06929__1.173,254.07664,253.06929,1.173,[M-H]-1,high-wk40
126.95171__2.209,127.95897,126.95171,2.209,[M-H]-1,high-wk40
127.01373__0.358,128.02101,127.01373,0.358,[M-H]-1,high-wk40
216.92796__0.45,217.93518,216.92796,0.45,[M-H]-1,high-wk40
164.06361__0.444,165.07087,164.06361,0.444,[M-H]-1,high-wk40
276.90849__0.454,277.91566,276.90849,0.454,[M-H]-1,high-wk40
102.01829__0.516,103.02556,102.01829,0.516,[M-H]-1,high-wk40
283.26441__8.623,284.2717,283.26441,8.623,[M-H]-1,low-select
283.26449__8.787,284.27184,283.26449,8.787,[M-H]-1,low-select
119.04899__6.691,120.05663,119.04899,6.691,[M-H]-1,low-select
236.10528__8.401,237.11256,236.10528,8.401,[M-H]-1,low-select
389.12451__7.702,390.13179,389.12451,7.702,[M-H]-1,low-select
301.16585__7.377,302.17313,301.16585,7.377,[M-H]-1,low-select
273.07709__7.917,274.08437,273.07709,7.917,[M-H]-1,low-select
117.01808__1.854,118.02535,117.01808,1.854,[M-H]-1,low-select
94.97948__1.222,95.98678,94.97948,1.222,[M-H]-1,low-select
316.94788__1.047,317.95515,316.94788,1.047,[M-H]-1,low-select
239.0164__1.129,240.02368,239.0164,1.129,[M-H]-1,low-select
257.08206__8.063,258.08933,257.08206,8.063,[M-H]-1,low-select
391.28591__8.833,392.29316,391.28591,8.833,[M-H]-1,low-select
391.28571__8.863,196.14643,391.28571,8.863,[2M-H]-1,low-select
253.05068__7.894,254.05796,253.05068,7.894,[M-H]-1,low-select
407.2809__8.501,408.28853,407.2809,8.501,[M-H]-1,low-select
154.92723__1.255,155.93449,154.92723,1.255,[M-H]-1,low-select
121.06466__6.69,122.07194,121.06466,6.69,[M-H]-1,low-select
120.01122__1.711,121.0185,120.01122,1.711,[M-H]-1,low-select
265.18112__8.292,266.18855,265.18112,8.292,[M-H]-1,low-select
232.05898__2.561,233.06625,232.05898,2.561,[M-H]-1,low-select
120.01118__1.224,75.01296,120.01118,1.224,[M+FA-H]-1,low-select
384.93553__1.043,385.9428,384.93553,1.043,[M-H]-1,low-select
332.92203__1.071,333.92931,332.92203,1.071,[M-H]-1,low-select
452.92306__1.04,453.93034,452.92306,1.04,[M-H]-1,low-select
199.96863__1.168,200.97591,199.96863,1.168,[M-H]-1,low-select
194.94583__1.166,195.95307,194.94583,1.166,[M-H]-1,low-select
194.94584__1.281,195.95305,194.94584,1.281,[M-H]-1,low-select
146.06013__6.034,147.06741,146.06013,6.034,[M-H]-1,low-select
242.01043__4.285,243.01771,242.01043,4.285,[M-H]-1,low-select
236.97735__4.357,237.98463,236.97735,4.357,[M-H]-1,low-select
120.94115__5.576,121.94843,120.94115,5.576,[M-H]-1,low-select
317.0036__8.274,318.01085,317.0036,8.274,[M-H]-1,low-select
251.09261__8.261,252.09999,251.09261,8.261,[M-H]-1,low-select
453.28791__8.516,454.29516,453.28791,8.516,[M-H]-1,low-select
453.28797__8.493,394.27411,453.28797,8.493,[M-H+HAc]-1,low-select
249.02269__7.295,250.02997,249.02269,7.295,[M-H]-1,low-select
165.05483__6.685,166.06211,165.05483,6.685,[M-H]-1,low-select
329.10358__7.853,330.11086,329.10358,7.853,[M-H]-1,low-select
295.14003__4.653,296.14731,295.14003,4.653,[M-H]-1,low-select
305.06999__6.375,306.07727,305.06999,6.375,[M-H]-1,low-select
96.96823__1.164,97.9755,96.96823,1.164,[M-H]-1,low-select
110.9567__1.335,111.96397,110.9567,1.335,[M-H]-1,low-select
90.96679__8.683,91.97406,90.96679,8.683,[M-H]-1,low-select
96.96822__1.281,97.97549,96.96822,1.281,[M-H]-1,low-select
122.93903__8.866,123.94631,122.93903,8.866,[M-H]-1,low-select
110.9567__1.585,111.96398,110.9567,1.585,[M-H]-1,low-select
112.98428__1.057,113.99156,112.98428,1.057,[M-H]-1,low-select
176.93511__1.168,177.94238,176.93511,1.168,[M-H]-1,low-select
78.95761__1.179,79.96489,78.95761,1.179,[M-H]-1,low-select
176.9351__1.28,177.94237,176.9351,1.28,[M-H]-1,low-select
248.96033__1.05,249.96761,248.96033,1.05,[M-H]-1,low-select
190.01726__1.224,191.02453,190.01726,1.224,[M-H]-1,low-select
197.80741__1.461,198.81468,197.80741,1.461,[M-H]-1,low-select
95.9154__8.679,96.92268,95.9154,8.679,[M-H]-1,low-select
112.93594__1.456,113.94322,112.93594,1.456,[M-H]-1,low-select
186.88363__8.866,187.8909,186.88363,8.866,[M-H]-1,low-select
208.02795__1.219,209.03511,208.02795,1.219,[M-H]-1,low-select
231.94113__1.228,232.94841,231.94113,1.228,[M-H]-1,low-select
97.9112__8.865,98.91848,97.9112,8.865,[M-H]-1,low-select
240.96678__7.693,241.97406,240.96678,7.693,[M-H]-1,low-select
95.91541__8.867,96.92268,95.91541,8.867,[M-H]-1,low-select
154.92721__1.141,155.93447,154.92721,1.141,[M-H]-1,low-select
272.93927__8.04,273.94655,272.93927,8.04,[M-H]-1,low-select
124.93481__8.866,125.94209,124.93481,8.866,[M-H]-1,low-select
520.9104__1.037,521.91767,520.9104,1.037,[M-H]-1,low-select
180.97215__1.052,181.97942,180.97215,1.052,[M-H]-1,low-select
154.9113__8.681,155.91858,154.9113,8.681,[M-H]-1,low-select
216.92803__1.262,217.93526,216.92803,1.262,[M-H]-1,low-select
208.99432__6.864,210.00159,208.99432,6.864,[M-H]-1,low-select
168.94487__8.04,169.9521,168.94487,8.04,[M-H]-1,low-select
88.95114__8.866,89.95841,88.95114,8.866,[M-H]-1,low-select
58.99467__7.847,60.00198,58.99467,7.847,[M-H]-1,low-select
146.02706__1.222,147.03446,146.02706,1.222,[M-H]-1,low-select
588.89803__1.032,589.90531,588.89803,1.032,[M-H]-1,low-select
76.9511__7.694,77.95867,76.9511,7.694,[M-H]-1,low-select
90.96676__7.854,109.9846,90.96676,7.854,[M-H-H2O]-1,low-select
287.99505__1.224,289.00233,287.99505,1.224,[M-H]-1,low-select
420.79398__8.686,421.80125,420.79398,8.686,[M-H]-1,low-select
198.90139__8.683,199.90875,198.90139,8.683,[M-H]-1,low-select
314.90563__1.266,315.91289,314.90563,1.266,[M-H]-1,low-select
260.99858__1.111,262.00586,260.99858,1.111,[M-H]-1,low-select
90.96679__7.695,91.97429,90.96679,7.695,[M-H]-1,low-select
254.92636__1.084,255.93363,254.92636,1.084,[M-H]-1,low-select
199.80438__1.469,200.81166,199.80438,1.469,[M-H]-1,low-select
97.91118__8.684,98.91846,97.91118,8.684,[M-H]-1,low-select
168.94484__8.04,123.94662,168.94484,8.04,[M+FA-H]-1,low-select
132.94507__1.179,133.95235,132.94507,1.179,[M-H]-1,low-select
105.00026__6.863,60.00203,105.00026,6.863,[M+FA-H]-1,low-select
484.73808__8.869,485.74535,484.73808,8.869,[M-H]-1,low-select
76.9511__7.118,77.95856,76.9511,7.118,[M-H]-1,low-select
120.01119__1.229,121.0185,120.01119,1.229,[M-H]-1,low-select
136.97252__7.698,137.9798,136.97252,7.698,[M-H]-1,low-select
198.91718__1.146,199.92445,198.91718,1.146,[M-H]-1,low-select
224.00532__1.235,225.0126,224.00532,1.235,[M-H]-1,low-select
154.92726__1.26,173.9451,154.92726,1.26,[M-H-H2O]-1,low-select
164.9561__1.095,165.96337,164.9561,1.095,[M-H]-1,low-select
134.95686__7.63,135.96498,134.95686,7.63,[M-H]-1,low-select
209.98949__1.225,210.99676,209.98949,1.225,[M-H]-1,low-select
80.91543__1.198,81.92269,80.91543,1.198,[M-H]-1,low-select
311.03794__1.141,312.04522,311.03794,1.141,[M-H]-1,low-select
160.84111__1.438,161.84838,160.84111,1.438,[M-H]-1,low-select
90.96678__7.852,91.97407,90.96678,7.852,[M-H]-1,low-select
160.03943__5.111,161.04723,160.03943,5.111,[M-H]-1,low-select
128.93097__1.202,129.93824,128.93097,1.202,[M-H]-1,low-select
328.98608__1.091,329.99336,328.98608,1.091,[M-H]-1,low-select
168.92704__7.852,169.93431,168.92704,7.852,[M-H]-1,low-select
255.23263__8.578,256.24007,255.23263,8.578,[M-H]-1,low-select
198.91718__1.258,199.92446,198.91718,1.258,[M-H]-1,low-select
224.86582__1.227,225.8731,224.86582,1.227,[M-H]-1,low-select
343.00982__1.172,344.0171,343.00982,1.172,[M-H]-1,low-select
309.97708__1.227,310.98435,309.97708,1.227,[M-H]-1,low-select
244.89746__1.093,245.90474,244.89746,1.093,[M-H]-1,low-select
120.01115__1.127,75.01293,120.01115,1.127,[M+FA-H]-1,low-select
100.93229__0.335,101.93951,100.93229,0.335,[M-H]-1,low-select
88.95114__8.686,89.95842,88.95114,8.686,[M-H]-1,low-select
92.92665__1.465,93.93393,92.92665,1.465,[M-H]-1,low-select
226.95102__7.118,227.9583,226.95102,7.118,[M-H]-1,low-select
656.88552__1.021,657.8928,656.88552,1.021,[M-H]-1,low-select
88.96891__5.368,89.97619,88.96891,5.368,[M-H]-1,low-select
89.95898__8.684,90.96626,89.95898,8.684,[M-H]-1,low-select
162.83807__1.375,163.84534,162.83807,1.375,[M-H]-1,low-select
274.88732__1.138,275.89452,274.88732,1.138,[M-H]-1,low-select
336.88761__1.252,337.89484,336.88761,1.252,[M-H]-1,low-select
267.19676__8.433,268.20426,267.19676,8.433,[M-H]-1,low-select
158.92438__1.248,159.93166,158.92438,1.248,[M-H]-1,low-select
292.92362__1.164,293.93094,292.92362,1.164,[M-H]-1,low-select
136.97253__6.864,137.97981,136.97253,6.864,[M-H]-1,low-select
105.00022__7.748,106.00749,105.00022,7.748,[M-H]-1,low-select
87.9433__8.865,88.95058,87.9433,8.865,[M-H]-1,low-select
90.96679__7.604,91.97407,90.96679,7.604,[M-H]-1,low-select
58.99467__7.379,60.00199,58.99467,7.379,[M-H]-1,low-select
200.91727__8.271,201.92455,200.91727,8.271,[M-H]-1,low-select
468.89673__1.067,469.90401,468.89673,1.067,[M-H]-1,low-select
58.99468__7.118,60.00198,58.99468,7.118,[M-H]-1,low-select
58.99467__8.866,60.00195,58.99467,8.866,[M-H]-1,low-select
85.0645__5.998,86.07199,85.0645,5.998,[M-H]-1,low-select
484.73811__8.871,971.49078,484.73811,8.871,[M-2H]-2,low-select
95.93317__1.323,96.94044,95.93317,1.323,[M-H]-1,low-select
242.17605__8.266,243.18333,242.17605,8.266,[M-H]-1,low-select
136.9724__7.136,137.97968,136.9724,7.136,[M-H]-1,low-select
212.88637__1.133,213.89366,212.88637,1.133,[M-H]-1,low-select
96.91477__8.866,97.92205,96.91477,8.866,[M-H]-1,low-select
241.00222__1.225,242.00949,241.00222,1.225,[M-H]-1,low-select
255.0664__7.705,256.07368,255.0664,7.705,[M-H]-1,low-select
105.00027__5.37,106.00755,105.00027,5.37,[M-H]-1,low-select
152.89569__8.86,153.90296,152.89569,8.86,[M-H]-1,low-select
206.04543__5.111,207.0527,206.04543,5.111,[M-H]-1,low-select
108.92327__8.683,109.93054,108.92327,8.683,[M-H]-1,low-select
398.01566__1.226,399.02294,398.01566,1.226,[M-H]-1,low-select
86.0233__1.132,87.03079,86.0233,1.132,[M-H]-1,low-select
396.97334__1.082,397.98061,396.97334,1.082,[M-H]-1,low-select
312.88516__1.087,313.89244,312.88516,1.087,[M-H]-1,low-select
234.86856__1.119,235.8759,234.86856,1.119,[M-H]-1,low-select
176.90912__1.129,177.91701,176.90912,1.129,[M-H]-1,low-select
309.97707__1.216,328.99492,309.97707,1.216,[M-H-H2O]-1,low-select
456.84648__1.15,457.85376,456.84648,1.15,[M-H]-1,low-select
451.2707__8.531,452.27798,451.2707,8.531,[M-H]-1,low-select
58.99468__6.582,60.00196,58.99468,6.582,[M-H]-1,low-select
221.15442__8.4,222.1617,221.15442,8.4,[M-H]-1,low-select
274.93473__8.04,275.942,274.93473,8.04,[M-H]-1,low-select
230.97649__6.863,231.98377,230.97649,6.863,[M-H]-1,low-select
400.90927__1.069,401.91655,400.90927,1.069,[M-H]-1,low-select
258.92345__7.829,259.93074,258.92345,7.829,[M-H]-1,low-select
222.88651__1.397,177.8883,222.88651,1.397,[M+FA-H]-1,low-select
224.00536__1.721,225.01264,224.00536,1.721,[M-H]-1,low-select
142.94675__1.223,143.95402,142.94675,1.223,[M-H]-1,low-select
156.90706__8.684,157.91434,156.90706,8.684,[M-H]-1,low-select
604.8721__1.061,605.87937,604.8721,1.061,[M-H]-1,low-select
242.96235__7.694,243.96962,242.96235,7.694,[M-H]-1,low-select
336.88762__1.252,301.91815,336.88762,1.252,[M+Cl]-1,low-select
724.87306__1.014,725.88034,724.87306,1.014,[M-H]-1,low-select
79.95591__1.256,80.96319,79.95591,1.256,[M-H]-1,low-select
168.94487__7.782,169.95215,168.94487,7.782,[M-H]-1,low-select
110.95675__1.568,65.95854,110.95675,1.568,[M+FA-H]-1,low-select
233.93668__1.229,234.94396,233.93668,1.229,[M-H]-1,low-select
110.97442__1.245,111.9817,110.97442,1.245,[M-H]-1,low-select
201.80139__1.485,202.80867,201.80139,1.485,[M-H]-1,low-select
95.93317__1.584,96.94044,95.93317,1.584,[M-H]-1,low-select
224.88222__1.359,225.8895,224.88222,1.359,[M-H]-1,low-select
331.2494__8.263,332.25669,331.2494,8.263,[M-H]-1,low-select
247.97649__1.224,213.0069,247.97649,1.224,[M+Cl]-1,low-select
123.93836__8.866,124.94564,123.93836,8.866,[M-H]-1,low-select
309.98864__7.323,310.99591,309.98864,7.323,[M-H]-1,low-select
90.98457__3.711,91.99184,90.98457,3.711,[M-H]-1,low-select
318.87674__1.147,319.88399,318.87674,1.147,[M-H]-1,low-select
154.92725__1.482,155.93453,154.92725,1.482,[M-H]-1,low-select
241.00215__1.221,196.00382,241.00215,1.221,[M+FA-H]-1,low-select
94.92365__1.464,95.93095,94.92365,1.464,[M-H]-1,low-select
292.8276__1.12,293.83487,292.8276,1.12,[M-H]-1,low-select
510.88163__1.082,511.88891,510.88163,1.082,[M-H]-1,low-select
64.9511__8.867,65.95837,64.9511,8.867,[M-H]-1,low-select
394.84597__1.14,359.8766,394.84597,1.14,[M+Cl]-1,low-select
124.00615__1.12,125.01342,124.00615,1.12,[M-H]-1,low-select
102.98459__7.382,103.9919,102.98459,7.382,[M-H]-1,low-select
76.95111__7.83,77.9584,76.95111,7.83,[M-H]-1,low-select
90.9668__6.703,91.97407,90.9668,6.703,[M-H]-1,low-select
262.9489__7.693,263.95618,262.9489,7.693,[M-H]-1,low-select
304.91126__8.269,305.91853,304.91126,8.269,[M-H]-1,low-select
117.92742__0.334,118.93469,117.92742,0.334,[M-H]-1,low-select
315.94491__7.667,316.95219,315.94491,7.667,[M-H]-1,low-select
88.96883__1.22,89.9761,88.96883,1.22,[M-H]-1,low-select
296.61711__8.072,595.24878,296.61711,8.072,[M-2H]-2,low-select
394.84598__1.137,395.85326,394.84598,1.137,[M-H]-1,low-select
389.27136__8.321,390.27863,389.27136,8.321,[M-H]-1,low-select
248.90258__5.761,249.90986,248.90258,5.761,[M-H]-1,low-select
296.86911__1.132,297.87641,296.86911,1.132,[M-H]-1,low-select
78.98449__1.532,79.99176,78.98449,1.532,[M-H]-1,low-select
292.92367__1.283,293.93105,292.92367,1.283,[M-H]-1,low-select
102.98457__8.048,103.99185,102.98457,8.048,[M-H]-1,low-select
464.96078__1.082,465.96806,464.96078,1.082,[M-H]-1,low-select
302.85627__1.099,303.86355,302.85627,1.099,[M-H]-1,low-select
267.01148__1.224,268.01876,267.01148,1.224,[M-H]-1,low-select
317.95117__1.037,318.95845,317.95117,1.037,[M-H]-1,low-select
247.97641__1.222,248.98369,247.97641,1.222,[M-H]-1,low-select
102.9846__7.381,57.98639,102.9846,7.381,[M+FA-H]-1,low-select
472.81999__1.153,473.82729,472.81999,1.153,[M-H]-1,low-select
194.97854__5.367,195.98581,194.97854,5.367,[M-H]-1,low-select
205.83926__1.718,206.84654,205.83926,1.718,[M-H]-1,low-select
380.87268__1.083,381.87996,380.87268,1.083,[M-H]-1,low-select
108.97747__7.237,109.98474,108.97747,7.237,[M-H]-1,low-select
200.91728__8.264,155.91903,200.91728,8.264,[M+FA-H]-1,low-select
56.97901__8.681,57.98629,56.97901,8.681,[M-H]-1,low-select
91.96615__8.689,92.97343,91.96615,8.689,[M-H]-1,low-select
264.93446__1.069,265.94174,264.93446,1.069,[M-H]-1,low-select
200.89723__8.675,201.90451,200.89723,8.675,[M-H]-1,low-select
76.95111__7.994,77.95857,76.95111,7.994,[M-H]-1,low-select
147.98859__7.547,148.99586,147.98859,7.547,[M-H]-1,low-select
294.82445__1.119,295.83178,294.82445,1.119,[M-H]-1,low-select
64.95109__8.682,65.95836,64.95109,8.682,[M-H]-1,low-select
412.88275__1.268,413.88998,412.88275,1.268,[M-H]-1,low-select
270.84573__1.133,271.85312,270.84573,1.133,[M-H]-1,low-select
144.90824__1.224,145.91551,144.90824,1.224,[M-H]-1,low-select
332.84588__1.135,333.85316,332.84588,1.135,[M-H]-1,low-select
221.83409__1.225,222.84151,221.83409,1.225,[M-H]-1,low-select
170.9407__8.04,171.94798,170.9407,8.04,[M-H]-1,low-select
73.0281__1.858,74.03537,73.0281,1.858,[M-H]-1,low-select
63.96102__1.537,64.9683,63.96102,1.537,[M-H]-1,low-select
102.9846__6.867,103.99188,102.9846,6.867,[M-H]-1,low-select
252.00068__4.74,253.00796,252.00068,4.74,[M-H]-1,low-select
188.87942__8.864,189.8867,188.87942,8.864,[M-H]-1,low-select
285.1136__7.561,286.12087,285.1136,7.561,[M-H]-1,low-select
329.10359__7.561,330.11087,329.10359,7.561,[M-H]-1,low-select
434.86414__1.18,435.87149,434.86414,1.18,[M-H]-1,low-select
