mz__rtMin,BPS_high_wk40_bps_d1_A,BPS_high_wk40_bps_d1_B,BPS_high_wk40_bps_d1_C,BPS_high_wk40_bps_d1_D,BPS_high_wk40_bps_d1_E,BPS_high_wk40_bps_d1_F,BPS_high_wk40_bps_d1_G,BPS_high_wk40_bps_d2_A,BPS_high_wk40_bps_d2_B,BPS_high_wk40_bps_d2_C,BPS_high_wk40_bps_d2_D,BPS_high_wk40_bps_d2_E,BPS_high_wk40_bps_d2_F,BPS_high_wk40_bps_d2_G,BPS_high_wk40_bps_d7_A,BPS_high_wk40_bps_d7_B,BPS_high_wk40_bps_d7_C,BPS_high_wk40_bps_d7_D,BPS_high_wk40_bps_d7_E,BPS_high_wk40_bps_d7_F,BPS_high_wk40_bps_d7_G,BPS_high_wk40_inoculum_d0_A,BPS_high_wk40_inoculum_d0_C,BPS_high_wk40_inoculum_d0_D,BPS_high_wk40_inoculum_d0_E,BPS_high_wk40_inoculum_d0_F,BPS_high_wk40_inoculum_d0_G,BPS_high_wk40_inoculum_d0_B,BPS_high_wk40_control_d1_A,BPS_high_wk40_control_d1_B,BPS_high_wk40_control_d1_C,BPS_high_wk40_control_d1_D,BPS_high_wk40_control_d1_E,BPS_high_wk40_control_d1_F,BPS_high_wk40_control_d1_G,BPS_high_wk40_control_d2_A,BPS_high_wk40_control_d2_B,BPS_high_wk40_control_d2_C,BPS_high_wk40_control_d2_D,BPS_high_wk40_control_d2_E,BPS_high_wk40_control_d2_F,BPS_high_wk40_control_d2_G,BPS_high_wk40_control_d7_A,BPS_high_wk40_control_d7_B,BPS_high_wk40_control_d7_C,BPS_high_wk40_control_d7_D,BPS_high_wk40_control_d7_E,BPS_high_wk40_control_d7_F,BPS_high_wk40_control_d7_G,DINP_high_wk40_inoculum_d0_A,DINP_high_wk40_inoculum_d0_B,DINP_high_wk40_inoculum_d0_C,DINP_high_wk40_inoculum_d0_D,DINP_high_wk40_inoculum_d0_E,DINP_high_wk40_inoculum_d0_F,DINP_high_wk40_inoculum_d0_G,DINP_high_wk40_control_d1_A,DINP_high_wk40_control_d1_B,DINP_high_wk40_control_d1_C,DINP_high_wk40_control_d1_D,DINP_high_wk40_control_d1_E,DINP_high_wk40_control_d1_F,DINP_high_wk40_control_d1_G,DINP_high_wk40_control_d2_A,DINP_high_wk40_control_d2_B,DINP_high_wk40_control_d2_C,DINP_high_wk40_control_d2_D,DINP_high_wk40_control_d2_E,DINP_high_wk40_control_d2_F,DINP_high_wk40_control_d2_G,DINP_high_wk40_control_d7_A,DINP_high_wk40_control_d7_B,DINP_high_wk40_control_d7_C,DINP_high_wk40_control_d7_D,DINP_high_wk40_control_d7_E,DINP_high_wk40_control_d7_F,DINP_high_wk40_control_d7_G,DINP_high_wk40_dinp_d1_A,DINP_high_wk40_dinp_d1_B,DINP_high_wk40_dinp_d1_C,DINP_high_wk40_dinp_d1_D,DINP_high_wk40_dinp_d1_E,DINP_high_wk40_dinp_d1_F,DINP_high_wk40_dinp_d1_G,DINP_high_wk40_dinp_d2_A,DINP_high_wk40_dinp_d2_B,DINP_high_wk40_dinp_d2_C,DINP_high_wk40_dinp_d2_D,DINP_high_wk40_dinp_d2_E,DINP_high_wk40_dinp_d2_F,DINP_high_wk40_dinp_d2_G,DINP_high_wk40_dinp_d7_A,DINP_high_wk40_dinp_d7_B,DINP_high_wk40_dinp_d7_C,DINP_high_wk40_dinp_d7_D,DINP_high_wk40_dinp_d7_E,DINP_high_wk40_dinp_d7_F,DINP_high_wk40_dinp_d7_G
130.08607__1.018,22283544.63,50582516.1,32134526.82,31514378.99,44755973.1,32249901.73,43733456.43,42082168.62,10607815.64,29221094.27,30779429.22,41992788.65,29240493.49,29260363.15,64278035.88,48391745.94,9141723.373,6448999.774,8477057.726,3631275.183,36637453.34,16847135.58,17853617.82,19426047.58,25051147.38,25215743.53,20767365.66,18375971.83,30284744.98,62808627.56,36109277.45,34748899.23,48379593.3,35639789.92,32266769.65,39085442.23,68026576.69,24622447.61,26704619.95,46882893.91,31822697.42,27916861.94,28920454.73,70970738.87,13400559.54,5610771.771,9048607.306,3938930.417,40017907.17,3495262.778,3859183.501,3316481.25,2714436.055,3174941.446,2955048.408,3047983.836,2629133.853,2277986.478,2515177.279,2290890.631,1824105.258,2146012.259,2365278.27,2261160.953,2076320.531,2533213.043,1990456.047,2335908.745,2310634.489,613962.738,1789156.529,1680190.044,2258940.277,1884248.22,1864736.906,1849292.71,2096457.754,34847746.34,33342705.57,60728775.97,32174095.97,30419674.86,42531849.62,36523623.37,24838878.01,22031145.08,64695822.25,30309132.15,20039087.92,45028883,32700119.67,5247812.453,32710323.55,35247280.53,10532304.35,8953329.14,41584609.61,4913713.252
391.28583__2.748,87009520.09,69203903.74,51633475.61,68489406,116071090.1,79697055.83,217517375.5,148891263.5,93098804.28,76762770.66,90102987.37,137309974.7,90018609.65,93555255.46,16218577.1,108290378.9,3590679.038,251318047.6,113834062.3,107701995.3,138059114.5,143152525.5,79827184.18,36142020.74,98936097.63,72153163.93,184587783.4,76887233.02,137075859.1,103316227.3,65661968.73,69261634.01,152809470.5,125798862.6,151881019.9,128230894.8,103676574.7,51261156.87,52904641.8,160139657,43205685.28,82074679.19,129787277.6,91607310.8,84982863.31,98152821.19,126043147.7,73322363.7,67397257.33,164482.342,169946.7719,190451.5253,163033.7933,179254.1172,153145.133,177899.7092,163510.6837,145524.8854,175256.9661,184201.6258,147210.6496,201660.1354,232417.4831,173999.8594,142937.861,1536251.591,154893.8919,183335.1488,177190.1888,176141.2154,1086007.555,155578.1,165031.3699,147994.8669,769357.9732,153915.4008,201687.9723,189721081.3,141273495.5,112437786.3,73009429.89,146239261.3,61013673.04,109505955.6,92375058.83,70112028.34,58437837.16,45123286.76,189816795.3,84192271.1,100635219,130637135.4,7321431.822,164193221.2,25888098.39,133903004.6,60685831.32,269261.8596
253.05061__2.519,4540487.179,14552438.74,14018560.01,71643989.87,1173154.425,2407321.368,828697.6044,8190603.047,14813541.12,19477258.07,13018667.15,1498481.738,5630307.957,3543357.229,9277299.78,12788972.74,4726569.466,19918272.98,6078341.876,13760351.2,4407072.297,4739300.462,22973942.22,96413677.19,2865296.756,24339549.24,9559540.807,4861436.418,2059465.486,3223368.497,18131914.37,42266058.72,234718.7067,723864.2394,809428.718,6550008.098,7366308.096,6212390.958,28053261.07,211392.4703,950848.8273,1545746.559,12218975.17,12075524.34,24390085.94,13254269.7,2754388.41,1599558.071,2217215.37,183662.6561,210174.5322,209671.0355,209008.2179,202550.3261,173576.7146,199603.9352,160222.7256,184312.1667,182969.2949,209249.6019,173264.1526,203188.9602,182511.1987,194639.7477,167448.6197,199539.3859,178665.7291,185119.7915,192514.0073,189194.6106,183328.6201,155094.9236,188308.4966,185149.8659,181868.642,173635.8908,173705.3558,22230598.03,15098615.78,13607716.34,1687717.924,2695778.556,825317.7399,2314742.008,20989651.44,8047126.881,6200096.742,446707.0475,1276069.532,520688.2626,388871.5053,44648646.2,25442982.68,25697274.49,705827.3244,393928.4355,1307348.672,160901.9205
437.29113__2.646,7112292.732,11788973.03,4203557.1,3060695.302,1796177.826,3161492.306,12027474.22,11882447.57,14163415.97,6252842.085,5214426.522,10617819.39,4577522.353,7196071.845,5181394.635,15268490.89,3089144.625,11261648.64,4066375.715,2685324.563,4754736.99,11062603.74,6242977.771,5913927.709,7324477.26,1217780.961,11808540.3,9140768.788,3905950.739,5608162.581,4644258.543,4553545.931,9813119.63,5571352.221,3597336.387,9483508.894,15543800.88,3287244.508,2663226.645,10939425.09,2126335.423,3550757.961,11256017.54,12066806.51,6266399.777,3952270.397,7909465.57,4019554.587,5215609.833,206152.6671,220673.2468,219984.2254,219448.6724,233548.0722,200433.8155,223025.968,183369.1474,191280.1166,213356.6665,219449.5029,183958.3807,233308.1946,215922.0178,213602.9259,176233.8279,209424.2753,211584.3996,205313.9332,216809.1212,214899.88,241950.6152,232207.4389,199105.7737,170641.4039,211746.0963,172666.0063,175532.9259,5221101.575,12509786.91,13824063.38,1571600.761,12103076.2,2580317.654,2902295.027,5359891.778,5695115.996,20733886.64,1682147.528,14562287.05,7216439.542,7639771.612,10814824.44,2146245.905,19455349.39,1780992.854,10609797.66,2314678.011,186645.645
120.92325__2.299,1766105.293,8219825.311,6594349.109,1178923.952,4108567.972,3593166.892,5400080.745,8794077.551,8966989.1,14366532.05,3655352.331,8030667.434,10219356.35,11116985.35,3384150.274,680581.695,1575684.857,758118.761,443634.8848,596252.4768,6537446.458,68866.00037,69820.45191,79829.80551,56822.62632,74092.35841,88641.3765,73184.68926,5092848.807,2678136.136,3917598.203,1571292.378,3840330.771,937311.9611,3716854.458,5515499.497,2456632.062,2150933.487,4749795.718,4064058.485,2568770.731,6829573.404,210089.8766,69204.25211,90289.56816,96164.92853,2495903.295,82332.65346,3940853.395,115316.9079,98469.26657,103894.2037,92006.58969,104088.9354,118369.5072,96795.22765,83602.29836,96530.42439,96512.75759,101315.2111,94793.84102,109547.4461,85704.4134,80550.48545,91042.44493,95710.08732,90366.68873,76955.69663,95745.39615,80927.41343,93069.50774,97495.50223,87906.14071,103356.6239,96803.66171,93581.64605,96787.31901,6717641.081,5266694.964,8200299.805,4985717.221,4337401.293,5962357.036,4799994.861,9496483.592,5713643.081,7441712.591,7698904.902,6799632.508,8694693.587,2136023.245,132838.1606,4765670.971,125287.0009,1056762.269,575242.1928,2821433.595,87052.58186
332.92193__1.037,13632088.88,14526333.16,14654033.79,13711442.28,13873831.39,13600665.85,12846041.08,17930501.8,14008188.96,14453676.14,13910335.12,13993925.54,14759693.84,14180311.62,15251756.83,14483614.01,14020422.41,14146601.25,8465542.265,14249825.59,14001078.39,13891166.22,14008995.08,12496501.18,14996054.7,4228316.905,13457359.95,14477699.89,15678897.7,14217982.03,15160091.3,13230838.3,13924020.9,15522680.23,6817121.535,16458562.08,16355524.41,15119459.11,16515981.83,16128364.23,15619480.97,15829235.78,15248183.32,15316755.6,14685154.34,15624623.09,13985380.58,14673553.51,3002600.595,64398.24856,42463.15443,43826.18529,46258.86809,42114.51457,38830.50013,41035.74737,49916.84359,124678.0619,37322.2496,41727.48604,84191.16845,52769.34943,37767.43385,46181.03113,76688.25061,105858.5897,69237.62371,37600.31794,37085.00839,116977.2831,63955.35593,157816.7905,105156.6027,144741.3055,83711.55127,51837.51121,83783.07903,15212628.12,13942917.6,14906332.32,15255954.95,6791390.866,14467941.77,15649534.72,14684162.81,13632520.6,13672579.83,15490596.14,14281907,14277271.83,13605665.11,13769116.92,15036292.13,12793136.04,15223997.85,14154097.42,14812796.67,50137.3777
157.01079__1.121,3439706.262,3324926.44,12230865.48,19460222.33,4524173.549,5358126.665,3243866.849,3090590.774,2953346.829,11960312.05,4255868.204,1955486.344,1905947.443,1366721.2,1198388.443,4105236.933,6655531.601,471046.8364,409586.6995,447387.3325,389986.6331,7173925.047,7844335.675,8831239.042,8580717.493,23972922.82,7646018.613,2120035.92,2813278.326,3966710.441,7854761.327,29564704.63,5101145.145,5703666.449,2905702.314,2199560.104,2488364.321,8397562.936,1569005.269,660680.3984,1438304.837,1783012.615,382172.4046,1056062.81,1573681.392,362408.858,1340306.177,296010.4155,437373.4214,49085.69049,45081.16535,46528.23211,48064.06577,44768.99626,43741.17662,36963.10032,50513.25099,63922.39122,41440.35847,43429.19452,46254.95568,39616.15133,38295.84401,41739.58685,48233.82044,52669.07193,38328.90887,36690.19803,38451.13528,46553.77933,43085.0491,57907.93365,42373.85316,60332.70909,40114.95283,43323.87216,42975.16289,5992215.571,7701432.865,2794635.017,1614495.569,3457784.15,1842944.114,3549486.906,771060.5252,4891968.728,2408525.008,954782.2131,1941395.999,1574016.456,734165.1549,461333.3351,3549532.506,2485029.4,352509.9054,834145.4716,522063.4666,53124.6648
194.97814__0.676,1007954.755,2585758.305,1681815.149,1961266.667,2309350.653,712495.2893,1837181.474,8309434.267,6818125.727,6876431.8,3659233.85,2577146.387,4504573.236,8914416.383,5837441.65,6420742.25,2584121.866,7572772.805,5576649.172,8532643.378,15807097.81,544187.4462,417906.4649,516277.2032,487000.1604,530750.537,484729.018,577527.0374,562372.8832,1067089.253,2602668.165,1458813.814,2935874.991,2347043.783,1066361.96,3815570.698,3941816.088,1388746.751,4245102.109,3850613.299,4752773.724,6069148.819,15725741.31,9780627.141,6547083.869,5304916.614,21410998.65,5037536.389,25687173.55,87216.57126,33150.68776,26199.69969,25512.48494,26959.10874,20847.87057,50298.93089,75612.82702,103874.1734,30670.06806,58366.86716,89974.42607,92322.75125,31888.5903,76651.55005,121948.0645,131145.8636,96260.40022,61795.16919,42166.18463,109877.3053,116978.6456,159610.8152,112862.596,163256.1398,101130.2485,102098.2783,112712.5753,4032258.527,4092555.825,4223149.728,7256785.4,5265738.206,7357354.079,5604276.109,7547160.85,3035083.658,6119822.671,10449545.98,9666742.811,7832162.332,5751149.771,6796002.837,19959226.43,7877726.747,5940803.766,6457930.815,17069893.72,40636.10906
248.07985__2.468,3425333.193,4121521.817,2839125.941,4056243.335,4426293.739,2331537.959,3051050.839,4326883.707,3499270.96,2855018.701,2503617.105,1483640.45,3704496.975,3444775.726,4157472.872,2038416.45,3948237.949,5737593.044,5010271.424,1447076.958,3148801.47,5805003.595,7384831.394,6420208.809,7258624.097,5631616.808,6746738.655,6185969.647,5898368.786,4677402.547,5540475.287,4297942.24,2228681.147,4802100.337,5037215.303,4527077.301,5718551.791,5579132.361,4481530.288,5206092.729,4746475.204,5060971.796,9504730.168,4985961.943,10004397.92,9753903.783,7605507.36,7163833.577,8371905.03,5120539.015,4336338.049,3104828.367,1954034.576,3237372.3,2489618.375,3585530.093,2592274.387,2903800.418,2606189.646,2725861.399,2017518.286,2023760.91,2452769.53,2330363.847,1522322.396,3533794.075,1943035.706,1946577.087,2040185.691,1805061.949,3439446.407,4514726.446,2429189.874,2790883.984,2236786.11,2262158.656,2156499.546,6251995.675,6309600.305,6949235.826,8043632.354,5975153.506,7398447.069,5407142.81,6918196.433,6486315.258,4113840.212,8799013.709,7402512.226,5782508.071,2454330.376,15374120.82,7529558.821,13265348.34,3149485.598,3396625.972,2517290.681,3975427.483
248.01397__2.327,4665648.859,3324827.669,5005708.454,4139645.651,3727901.297,3459677.479,4613953.572,2309667.435,2965786.984,1612715.71,1161403.232,3267693.861,4713921.636,1234948.372,3596418.549,5288206.5,5291148.849,5642385.755,1893745.62,2681686.516,3253369.087,60780.87298,60229.06352,71567.04817,61634.02088,73897.9627,96241.52884,64763.51671,112928.4064,99671.98201,90201.52132,64382.93363,83376.53557,72966.66858,82368.78992,93264.36117,80048.84391,74987.09881,83030.57946,92972.80119,94648.91525,120846.0517,75340.82365,62706.99287,86813.47563,92708.40565,97035.73511,74750.71549,99845.39404,103542.5773,106043.4284,99670.18183,84363.75685,98808.20259,87966.54217,93390.84573,85435.85475,88572.41475,96921.87606,98329.00165,94862.61141,107888.1603,86546.87073,87681.5906,78604.86454,102909.0012,90733.34061,73615.64897,94838.37836,90453.05438,90115.45263,88544.16464,78649.28893,101530.9832,94122.94051,87160.59971,94987.6801,196221.9874,137591.0166,198574.2568,137624.782,125508.4686,152648.526,135013.3527,214313.2625,165544.9701,241896.6298,211395.4372,210189.4252,221931.338,107865.7191,120725.0069,163788.3777,117255.329,91518.27593,113554.4206,126937.6139,81970.31735
121.06459__1.344,271353.8939,284034.1207,1137579.494,7181929.407,1850326.989,5286037.29,11543627.59,1162232.265,924482.2362,1905676.146,6227549.747,1794166.99,4676309.237,6896036.568,2580017.902,1121336.548,1908331.702,3167298.213,350739.1029,7310299.78,4961379.288,327601.4981,483786.5187,283905.559,523180.288,554588.9133,674348.4229,309621.4371,342863.493,353839.7257,1431443.93,5199581.919,1501926.17,4508260.073,4902051.989,1227684.44,821196.4877,927125.1282,4982590.769,1608720.898,4185895.657,3204353.505,4210132.721,845983.018,3473362.46,305496.2201,2244148.666,465180.4025,4440625.587,426920.589,336365.6544,111045.0306,328609.2076,341710.0762,298056.864,112072.9257,280509.8839,103656.7273,363518.7876,325939.0908,187769.1822,344353.1554,351454.1679,303449.4965,282392.8614,281472.7116,347378.0496,310164.0788,292907.9886,179230.0956,318933.4984,345719.4199,182861.3913,281327.9098,296266.2256,302127.6135,208137.3873,1254298.104,1867804.915,410240.1726,7945004.493,4141003.325,2105744.631,6554945.305,1387781.144,1040649.616,1325924.596,5909436.309,3331437.016,3064838.207,4085037.813,2157275.605,2486357.142,1326202.432,4308907.921,2689342.491,2597696.239,502084.5168
154.90394__0.566,252413.4503,208964.423,249009.3912,210126.5904,293063.0757,247659.6288,157246.4869,218637.2586,229936.7984,287120.768,205258.2788,247768.724,267833.9475,222172.4651,294826.6145,288310.6086,367189.7236,467466.7099,492692.3399,344439.8121,314373.1852,276792.1811,359521.2841,211816.4909,301433.1393,68875.75734,277136.7583,159991.7409,288576.0748,108276.2667,321968.133,142204.3731,235698.3065,390226.2105,299575.1422,128963.7236,299864.2202,375846.2196,334958.2296,189453.3923,73906.21553,327540.4639,307174.1969,377834.6419,389647.9563,177996.037,298849.7878,441613.7653,454969.603,166867.8185,105730.4188,58762.16892,51460.86826,59613.39941,50788.55545,115239.3379,150549.6392,189467.0666,95626.28261,138779.6856,166109.1588,189634.0494,66813.43409,171090.1007,174863.271,201635.469,174589.9164,129678.22,106940.0875,207193.1,183658.8642,235283.9243,206830.7053,213980.2461,179491.7633,197250.2997,187792.7236,133433.3333,202560.7856,249419.4624,254483.3874,219966.262,232488.9856,242089.3885,213029.7402,284465.0082,226741.9887,58645.09231,204247.8889,252565.4039,155292.7388,164381.5614,183652.3348,254362.0348,199310.6768,67368.09995,222066.4011,1509236.355
453.28607__2.557,58594444.93,112518733.8,43008485.5,71043516.53,90501896.91,39481805.29,112885051.3,181281777.9,115289043.5,51925216.8,65733825.34,102004795.8,56967748.42,80174829.03,107915426.7,134982408.8,24691869.02,138744070.3,101992959.4,59375239.76,76057455.43,194314602,48853279.08,32496616.8,55896918.63,26796308.78,95640143.24,115495243.5,145076649.5,107172622.7,39081502.46,52965170.12,62695034.8,51429369.95,77967206.67,142156232.6,122253076.1,23227121.91,40876172.13,91257273.81,5337431.334,52952862.26,145488536.5,98238173.17,49560716.43,83636374.3,61896945.27,42660378.68,44718068.43,242603.3908,175226.4038,237219.904,118614.9831,278317.0873,122781.8684,301938.3485,208815.6352,321869.0024,294204.6304,277020.7066,163289.2518,239705.4873,147189.219,159653.8777,313281.3262,1082916.609,128056.6552,272007.9857,222434.2327,416845.7908,739793.7099,602785.6964,531284.6605,336746.7156,551724.4036,191191.8986,430922.7967,161400251.8,122253316.8,111143846.5,37942585.5,87870989.01,36122840.5,59998530.82,89657749.02,39386977.9,105627242.9,22179999.37,102132893.1,48515559.73,42026911.73,148547659.8,34794258.92,137101362.9,18520207.53,50620011.35,26215913.01,170005.9238
293.21224__2.686,694330.8466,767195.2209,640990.8677,895792.8246,182887.8359,757088.3992,629896.6402,1019361.379,810217.2096,1352486.2,1479632.396,569156.0196,527967.9937,244173.5122,1126128.011,423668.0396,673882.7418,2154714.044,2312471.415,1644030.322,1643936.622,913943.5188,2307745.916,1219283.918,1276117.508,932508.4633,1298613.884,902159.7908,925243.1337,944477.7865,1112818.617,966523.5521,1293826.299,1023792.939,1316626.966,794597.5755,945146.9994,431393.326,821413.5655,688640.1726,519548.6387,842237.2357,629215.7789,550603.8662,929228.012,1328703.963,2103099.381,429642.6274,1079166.985,125335.5147,195083.9275,179879.0445,117451.8656,180024.7098,122353.091,142942.2784,182099.9337,134569.3441,153851.2149,213530.4907,121344.4434,182433.4958,181986.1392,146575.9859,115023.1438,173673.816,124874.3497,218971.2545,241243.221,225911.6357,164687.2894,183905.8058,140019.0406,180875.2,150673.4421,108371.9373,250260.7094,767558.3229,1197811.666,1255723.227,1176627.407,840388.209,1063348.641,1278893.107,721627.3013,732282.788,935533.3635,518224.3736,1055392.793,1395090.75,818817.8779,871709.2603,2176811.764,837036.4179,564844.9998,1074429.456,1146822.795,121718.9475
293.17599__2.486,11591018.47,9282161.909,9762134.18,14189351.11,11411577.49,7235123.558,9557391.061,6849190.489,9702853.67,9722034.335,14645592.45,13595356.93,1509541.373,9095435.795,9217931.935,8144876.695,11676766.72,15345920.66,13984355.13,6705870.604,15675489.56,18111299.51,25567473.44,28276225.57,21647497.44,27317527.16,26618382.64,16383194.03,17106444.68,12736174.39,11310082.53,11643733.49,22912060.11,17911342.97,19955890.53,13806894.33,15931595.35,15496494.92,35951862.16,9007317.487,14791666.62,15981595.76,17790113.85,22295015.06,33402774.07,29633461.09,25256949.79,31922286.45,23227983.1,17243585.61,15538479.13,13568754.12,11386212.74,12864220.67,8935059.224,16168408.88,10897019.55,13607946.18,10672394.65,13566532.8,9285556.111,11207347.6,12056633.74,9847249.009,7637417.748,13539372.75,10806507.73,10092503.45,9778878.276,10177710.03,13099900.11,14049621.81,12639969.44,11523034.52,11761486.7,10968895.93,7855180.732,26167629.25,26670915.28,28864043.19,24882213.76,15914654.24,30699494.34,22859001.38,21439417.71,22139056.75,16516880.72,25349409.43,28822876.91,19438432.43,11372961.46,57391080.6,15304506.28,53221923.02,11494354.76,15553348.69,10136936.6,16096475.58
495.10883__3.563,8565542.688,8970771.053,11240922.75,11129938.72,14276281.9,13591463.95,14420618.63,14872173.84,14942605.41,14681670.73,14136950.42,14547230.18,13479070.16,11374229.78,11428932.12,13915023.99,14707649.67,14569765.32,13778072.26,12591389.27,10428145.11,14413701.44,14281608.43,13478109.37,13006737.39,12291667.13,11588685.73,12147353.74,12208445.46,8131384.876,12914022.57,11982661.24,12970310.08,14155500.22,5975960.488,14127972.96,12410215.9,10661194.34,13971961.72,13526598.14,12247963.12,9951907.844,14128771.82,14551268.03,13817922.97,14039858.5,12721479.45,13324136.75,14095254.81,12948778.52,12878640.55,15441206.03,13705523.08,13368839.35,13451549.63,12639128.65,9218076.501,13660122.88,14130639.18,13392198.87,14300967.92,6833542.838,13390742.98,13592817.53,13704025.85,14192766.56,6392134.085,12445624.79,12807390.71,14622206.05,13710256.42,13354969.83,13650411.28,13070511.23,13694217.2,11955053.42,10529643.3,13902773.5,13068990.52,13349866.04,13100109.79,4067235.616,12399706.2,12799866.79,13405754.23,13258778.55,13868102.23,13240070.22,13964829.73,13039532.74,13659372.42,13853695.36,12563405.02,12868758.51,6901347.941,12925430.61,12803200.37,14967412.54
