mz__rtMin,BPS_high_wk40_bps_d1_A,BPS_high_wk40_bps_d1_B,BPS_high_wk40_bps_d1_C,BPS_high_wk40_bps_d1_D,BPS_high_wk40_bps_d1_E,BPS_high_wk40_bps_d1_F,BPS_high_wk40_bps_d1_G,BPS_high_wk40_bps_d2_A,BPS_high_wk40_bps_d2_B,BPS_high_wk40_bps_d2_C,BPS_high_wk40_bps_d2_D,BPS_high_wk40_bps_d2_E,BPS_high_wk40_bps_d2_F,BPS_high_wk40_bps_d2_G,BPS_high_wk40_bps_d7_A,BPS_high_wk40_bps_d7_B,BPS_high_wk40_bps_d7_C,BPS_high_wk40_bps_d7_D,BPS_high_wk40_bps_d7_E,BPS_high_wk40_bps_d7_F,BPS_high_wk40_bps_d7_G,BPS_high_wk40_inoculum_d0_A,BPS_high_wk40_inoculum_d0_C,BPS_high_wk40_inoculum_d0_D,BPS_high_wk40_inoculum_d0_E,BPS_high_wk40_inoculum_d0_F,BPS_high_wk40_inoculum_d0_G,BPS_high_wk40_inoculum_d0_B,BPS_high_wk40_control_d1_A,BPS_high_wk40_control_d1_B,BPS_high_wk40_control_d1_C,BPS_high_wk40_control_d1_D,BPS_high_wk40_control_d1_E,BPS_high_wk40_control_d1_F,BPS_high_wk40_control_d1_G,BPS_high_wk40_control_d2_A,BPS_high_wk40_control_d2_B,BPS_high_wk40_control_d2_C,BPS_high_wk40_control_d2_D,BPS_high_wk40_control_d2_E,BPS_high_wk40_control_d2_F,BPS_high_wk40_control_d2_G,BPS_high_wk40_control_d7_A,BPS_high_wk40_control_d7_B,BPS_high_wk40_control_d7_C,BPS_high_wk40_control_d7_D,BPS_high_wk40_control_d7_E,BPS_high_wk40_control_d7_F,BPS_high_wk40_control_d7_G,DINP_high_wk40_inoculum_d0_A,DINP_high_wk40_inoculum_d0_B,DINP_high_wk40_inoculum_d0_C,DINP_high_wk40_inoculum_d0_D,DINP_high_wk40_inoculum_d0_E,DINP_high_wk40_inoculum_d0_F,DINP_high_wk40_inoculum_d0_G,DINP_high_wk40_control_d1_A,DINP_high_wk40_control_d1_B,DINP_high_wk40_control_d1_C,DINP_high_wk40_control_d1_D,DINP_high_wk40_control_d1_E,DINP_high_wk40_control_d1_F,DINP_high_wk40_control_d1_G,DINP_high_wk40_control_d2_A,DINP_high_wk40_control_d2_B,DINP_high_wk40_control_d2_C,DINP_high_wk40_control_d2_D,DINP_high_wk40_control_d2_E,DINP_high_wk40_control_d2_F,DINP_high_wk40_control_d2_G,DINP_high_wk40_control_d7_A,DINP_high_wk40_control_d7_B,DINP_high_wk40_control_d7_C,DINP_high_wk40_control_d7_D,DINP_high_wk40_control_d7_E,DINP_high_wk40_control_d7_F,DINP_high_wk40_control_d7_G,DINP_high_wk40_dinp_d1_A,DINP_high_wk40_dinp_d1_B,DINP_high_wk40_dinp_d1_C,DINP_high_wk40_dinp_d1_D,DINP_high_wk40_dinp_d1_E,DINP_high_wk40_dinp_d1_F,DINP_high_wk40_dinp_d1_G,DINP_high_wk40_dinp_d2_A,DINP_high_wk40_dinp_d2_B,DINP_high_wk40_dinp_d2_C,DINP_high_wk40_dinp_d2_D,DINP_high_wk40_dinp_d2_E,DINP_high_wk40_dinp_d2_F,DINP_high_wk40_dinp_d2_G,DINP_high_wk40_dinp_d7_A,DINP_high_wk40_dinp_d7_B,DINP_high_wk40_dinp_d7_C,DINP_high_wk40_dinp_d7_D,DINP_high_wk40_dinp_d7_E,DINP_high_wk40_dinp_d7_F,DINP_high_wk40_dinp_d7_G
224.93508__0.653,403107.5494,570147.4137,546695.2474,411889.9976,592648.3903,476951.402,331338.7147,594412.1388,482979.8567,414297.2753,527384.906,1218716.933,497521.3059,568565.9816,487200.7083,4711934.658,1506076.864,9890682.276,4228876.884,1977622.47,591081.0658,691096.0461,525027.1186,561900.6655,586670.662,637584.8794,565683.3313,535221.0276,535654.8454,495205.3162,599460.6594,562836.723,520084.191,604911.4019,514786.6463,536680.3193,2755527.848,645880.1208,586091.4169,3500343.277,653964.9222,583746.5098,1323859.06,1841837.55,5780393.029,7211844.182,709432.5179,7066837.071,648982.7013,96708.80559,45053.02138,35153.68687,31129.50529,33519.90369,30837.94018,62781.97867,94568.70511,124368.8942,53570.28185,80374.03728,104609.8007,111070.2062,39904.30857,100962.8498,141784.319,158668.7674,115252.8982,69572.30446,52809.6538,120225.4797,137240.937,186236.9506,124325.8338,178950.4233,111401.8543,113858.5344,131264.5411,620242.1346,462435.9956,606892.4224,518158.9536,615287.2254,622888.7773,657147.6317,773487.9522,548726.8285,1307038.813,2130485.994,988301.4787,2085716.12,5561056.042,10552275.19,772445.4658,7358660.337,6788977.748,4390564.868,1543352.24,49241.91739
346.81713__0.801,9275766.101,9948858.589,9011799.553,10910715.74,12091804.92,11383350.16,11480748.98,11727094.94,8023796.107,10140605.6,12731260.74,10485076.6,2719813.465,10260759.02,11032771.76,9872525.203,11032887.95,12715067.5,10574855.35,11175371.66,7640423.019,10137467.01,10163603.57,8912748.842,10220069.79,8399638.648,9686770.236,10268522.98,11313505.54,12430623.92,12922163.49,9924745.676,10331847.71,13204729.55,9850441.285,13894844.22,13042205.05,13928153.5,11327163.84,4624073.383,9007193.018,10936446.92,10211962.56,11845956.44,14547347.15,15653116.02,12352402.64,10867917.91,12729679.86,173923.8492,60597.6417,52678.11041,50896.61011,51808.28567,40393.97014,84965.91474,134934.1922,264104.1386,53624.50405,95873.58463,193458.0314,184079.7416,58691.1559,148947.2605,237141.7163,274496.8176,193616.4899,94039.39157,68857.44265,273880.7849,258543.4456,359911.3359,224744.408,332143.7299,228994.0312,209678.4607,226127.9344,15220701.41,17536313.1,14804574.54,17409793.07,13560133.66,14682605.18,15498010.13,14523725.5,18437624.67,11344871.28,18135876.67,14155809.26,16868540.15,19798429.32,18809644.43,12980219.6,18296393.83,21437051.44,20101240.12,12359818.5,80760.21318
174.94599__0.672,6734698.837,4268162.152,4635744.987,4343696.417,5920102.841,3472379.024,2938529.889,4172237.276,3387767.182,2938393.246,3237641.505,5659953.032,4302321.561,4679791.844,2548654.942,4789794.621,6399038.773,5403199.335,5473824.858,3322564.698,2216520.932,4661604.083,3721616.251,4301664.748,4944722.622,3090748.507,4035335.269,6265892.101,5640370.861,5530710.691,4279810.091,3737756.636,6800761.308,1124133.918,2305784.982,5750543.999,5741144.088,5292570.397,5691509.695,3420608.598,4393181.867,5299840.1,5051069.401,3864506.932,3927027.426,4876555.446,3732912.799,4688499.333,1910362.214,81357.7684,30977.07947,24385.34945,23256.17234,25169.45846,19395.08288,47100.18631,69654.04086,95265.60308,29220.7916,55735.10678,84503.30359,85034.25792,30468.61248,71951.27328,112835.2392,121716.8761,90207.40902,58338.88852,39424.82818,105276.9864,111488.4802,147353.648,107529.4124,151474.3815,96518.97808,94314.17992,106550.3235,5208626.598,5374828.799,5006599.941,4484515.931,4388223.919,5748996.801,5219598.904,3605146.51,4288699.293,5211725.275,5985304.413,4490692.223,4718294.083,5141939.815,6155477.517,4769864.556,5916754.787,6458946.084,5374629.573,3860030.069,37849.56769
510.88147__0.959,15267551.39,14384188.82,14277620.25,12651221.81,13591567.9,14255527.1,11249429.41,18203710.66,11707750.08,13661796.93,10228433.88,14911000.66,14903455.39,12562946.35,16349502.67,12245326.32,5154818.956,12042961.77,14888384.29,16341169.69,15259252.21,14430408.63,14881825.34,13827733.34,19669943.41,16057876.52,14949347.52,14121222.24,17456379.82,14982832.09,17307861.52,14692595.78,13761054.39,17761032.55,15439641.6,18631448.67,18836263.58,18296041.57,21108818.47,16358512.72,17705230.54,20074964.66,11620598,19279742.45,17917883.61,17137044.19,18752602.65,17056987.45,19294347.28,57364.25395,44756.6941,41907.77571,40176.33775,38250.47359,35907.16029,36553.55675,76538.36232,111982.7646,38042.41416,51755.38875,74947.19959,47005.53865,40308.52606,41136.83922,68268.08239,94296.02755,62187.52842,33493.36721,39953.83449,104200.2651,56969.73693,141111.6983,93610.68433,95712.17276,74568.03241,46145.88882,49813.30726,17036399.81,16795138.71,16536801.24,15235312.23,18976749.21,16532793.53,15948503.34,21245163.71,16876951.87,16403140.79,18628156.5,17654361.67,15849741.74,15856913.66,16513836.55,21881555.4,15786714.58,17300617.49,16644940.11,21603431.49,50274.56679
388.76001__0.744,8098515.526,8449445.546,8563822.949,5693648.403,9652693.657,7774070.456,8082738.556,7219855.667,6634112.782,7314204.73,9619912.578,6848017.482,7804333.036,9480788.476,6313155.761,8646366.98,8042806.102,11254809.64,8564653.459,8085291.517,7160846.503,8470422.484,7388460.246,7807353.524,8046013.657,6927570.015,7169290.637,6878416.136,9476227.429,5944724.203,10682357.29,7223045.756,7293566.65,9351110.139,9028452.091,7622004.915,9217854.362,10853768.75,8064405.033,9545252.097,10111530.4,7241181.053,9044347.262,8427320.253,9195034.732,9328491.979,9521817.817,8504912.74,9410956.102,96619.58895,42440.41414,33541.56973,32661.77867,34513.78589,26690.0122,47200.95488,96801.60229,146717.2756,39264.65717,74722.85438,107471.3765,102261.4728,40824.64256,82744.39163,131738.8918,152490.701,107559.4046,52241.5264,53982.29898,152148.4775,143628.1543,199940.8678,124851.8384,184515.1818,127212.6237,116482.2811,125620.4263,9946457.646,8846233.995,8394971.911,9709636.13,9265200.474,10626220.75,9806048.496,10782290.47,9469641.553,7249629.6,10756289.53,8203477.238,9594209.99,11075870.06,10886297.12,10665878.96,10821772.01,9880926.728,11732942.6,9560650.98,52023.45453
380.87253__0.908,18170573.85,17019974.9,17274592.3,15860490.02,15931957.37,18334208.24,16173361.25,21470589.09,15985963.21,17326862.26,9755171.346,18796568.7,17956912.95,14923990.08,11363740.97,18261957.66,18083923.12,18181354.26,19036354.85,5297129.263,19391727.25,10401737.64,18782046.68,17344274.21,22135632.89,3892854.37,18336949.52,17226109.63,19341225.52,17163843.97,22608421.51,10947987.81,17665680.71,22235849.61,18306161.41,22324211.06,21335536.61,13751503.65,20437083.9,22217167.59,3041873.705,21756544.34,19459020.35,22679568.64,15414623.66,20403836.86,15513500.2,22214630.51,22225407.4,160224.0876,73305.01089,68638.8934,65845.24672,62648.75991,58810.75064,76654.6109,125358.8004,296715.1606,62307.98857,84767.8635,228462.4838,153668.639,66019.55309,132053.856,258959.0902,352554.3892,225639.4417,75233.12877,65438.61944,313407.6492,241925.8423,428407.789,287743.4263,348298.1686,239702.4684,192133.1147,209105.3449,22110904.51,21773536.36,21606275.62,23753360.82,25736476.57,24672678.29,21456253.03,26260181.31,27552032.21,24834445.77,23597906.59,24132140.76,25232853.36,24728759.15,23563063.3,25969812.58,24362066.56,24866320.27,27262104.4,27701494.77,82395.29631
256.87642__0.711,8305422.525,6879159.232,7183801.453,4237154.497,7659536.958,5281271.336,6272228.466,5874404.05,6157791.268,6142754.288,8543383.295,6625139.271,7012635.981,9075261.207,4685309.081,8234123.3,9160714.581,8343359.36,8127568.608,5974504.435,6325104.92,7797266.117,8418170.283,8148522.136,6786112.552,5903591.969,6151146.776,5905756.087,6806192.374,5075163.339,8912371.33,6756405.086,6906574.956,8753301.76,7449127.11,7366404.429,5692270.565,9154489.488,6578300.417,6842001.74,462976.6487,6285372.227,8342527.863,6800470.984,8618443.679,7648708.063,7349260.854,7231646.027,7829652.814,66442.66283,25254.60401,19891.57643,19491.1596,20734.48283,16052.09643,38401.13862,58219.1062,82956.75501,23364.83723,44464.60139,71856.03675,70484.57504,24293.12254,58196.09325,93166.5102,99569.76604,73685.31831,46916.69544,32013.79765,90537.51307,88813.60081,121940.2924,85980.1217,119521.3571,77042.27428,78611.93321,86051.35638,7142843.748,5888350.105,9483317.486,6301403.651,8731567.265,8850635.224,7139953.845,8224481.729,8104119.577,6482318.444,7196020.826,8850889.337,7236764.844,7576658.633,6829002.862,8287717.816,7770535.091,7007210.351,9758186.388,11004496.11,31393.92311
560.5911__0.746,3967497.11,5112034.354,4429759.519,2712479.714,5728992.23,3585078.478,3434634.885,3629727.469,4228861.516,4103215.227,3692714.481,3407602.765,3951133.764,5491685.295,2967469.073,4964586.701,4101722.194,5902830.569,5158686.014,2670611.884,3388035.275,4280852.118,3213377.548,3230905.888,3941191.74,2337644.438,3127744.075,4520506.373,5917156.681,4518041.683,4878689.391,3104891.347,3638209.548,5109477.248,3924585.295,4879042.899,4709565.027,5458652.132,5524964.028,5294579.119,4404293.859,5391500.676,4929295.243,5815863.582,4209206.442,7122717.239,5854944.027,4660382.638,5365252.241,55963.61114,24825.93712,19589.97537,19386.08872,20363.62409,15820.02343,27875.18154,57360.12916,88986.04817,23200.34288,44035.37755,63753.02925,60557.31724,24107.37312,48932.70287,78065.60189,90106.40724,64569.39281,30924.3478,31418.8212,89906.91163,87273.17529,117491.5499,73549.66373,109052.7186,74783.93195,69098.38242,85741.17145,5840335.838,5095221.973,5912750.524,4925272.392,4476198.585,5355436.513,7404828.553,4080410.715,4988254.288,5407526.683,5511679.063,5572005.197,6187076.72,6079377.538,7939629.643,6136674.607,6314088.211,6362564.266,3470781.086,5344263.883,30142.26657
336.78845__0.778,6340244.573,7179379.623,7273280.708,6709361.352,8279496.239,7640566.543,6873803.897,7563774.444,7445655.673,6868391.224,8496312.853,6947887.077,6756556.682,6574865.349,6537535.953,6706545.852,7138206.713,9777390.006,8298313.991,1957823.264,6062587.736,6310097.928,5595883.549,5722641.634,7310272.728,5080878.934,5451665.537,6900848.564,7941190.547,9310057.836,7493026.305,6322179.503,7056615.385,10087966.19,6575436.371,8667666.061,8594164.434,9773445.051,8133696.888,8736048.798,7918440.24,6274172.551,7478286.832,7960904.764,8479138.296,10173611.62,9166004.732,7287640.164,7295581.37,122970.1429,42844.61675,37245.23576,35985.65378,36630.23976,28559.92611,60073.82386,95403.11453,186730.709,37914.36861,67785.92161,136781.4816,130150.7082,41496.66573,105310.8358,167667.3492,194078.6905,136893.5172,66489.08404,48684.58009,193643.1342,182799.1079,254469.6925,158902.0258,234837.0401,161906.6556,148249.8829,159880.2266,9549422.805,9822812.111,9324092.596,9505871.388,6815706.235,8106324.055,8754629.529,8627477.386,8989883.835,10645480.8,11566648.3,6936938.696,10894942.38,12384146.94,9895548.927,7237415.659,11840573.37,10814247.73,10257650.95,9360301.827,57100.24822
356.84596__0.846,14677892.11,13285750.05,9521049.407,14987440.14,11146327.72,10947086.54,10878094.64,15265983.13,8294938.816,8275219.274,14293553.55,14836994.11,7808119.626,12766551.57,14880928.13,13397470.5,8225513.496,8503243.389,13693132.82,14634640.91,7382229.896,8196356.037,14272867.12,10862793.41,14955632.99,8290572.827,13565024.89,9752516.882,16604619.08,11267348.91,15113010.87,9820366.967,5255740.644,8149627.56,13526826.31,16363935.37,15810343.11,14845935.06,15183419.57,9153031.297,15761080.94,14874154.19,10736432.82,10480224.25,11001754.57,15974782.82,16357475.25,14022426.12,15820504.31,125335.5034,69198.91191,60155.277,58120.90935,59161.98875,46127.51756,59963.17025,154086.8426,232105.8249,61236.00239,109481.946,178715.0786,120207.495,67021.81824,103299.3026,202571.0891,275786.1349,176506.7502,58851.21398,78631.11459,245163.546,295241.277,335122.5567,225087.6739,272456.7007,187507.5714,150296.3818,258224.6862,16895820.28,18687691.92,16970954.41,18802474.96,17505995.19,17545562.96,17062427.8,17969628.94,18292810.69,21641911.96,20847991.37,16654858.36,19550800.25,19690367.99,19476276.8,17707579.48,19767092.82,20802224.93,19727950.41,17281503.9,92223.37242
500.85291__0.924,11671502.42,10407321.59,7233512.895,8886195.384,8578358.685,10237793.46,8450721.068,13818783.38,12765303.58,10829108.93,8473698.517,11968053.82,3056100.44,9210712.529,11659180.9,10101316.98,8632184.405,11319171.85,11533245.71,11404105.73,11371039.85,10158346.24,11252291.89,10406157.61,13391075.17,9354131.249,11211432.14,12133946.55,14361874.63,11175417.07,13321690.57,11909116.01,10672974.78,12760035.99,11942182.32,13746138.87,14049369.65,12640184.03,14440393.05,12529582.54,10219316.47,14234222.45,12927445.27,13444742.57,13017038.87,13168283.76,14657940.82,13207704.1,14511068.84,152071.4857,57760.59578,54083.93408,51882.68351,49364.01555,46339.86073,60399.90911,98776.31708,233796.3564,49095.50518,66792.73681,180016.7412,127940.3863,52020.02801,104051.6781,204046.5059,277794.8099,177792.3286,132489.6022,53868.27369,134475.2895,190625.1785,337563.4057,226727.0891,274441.1259,188873.2737,151391.0582,164764.3068,13948425.64,12949066.11,14267306.22,13270397.59,14380469.27,14221047.77,13353577.25,15270077.14,13206772.12,12311294.54,13600456.44,13771634.3,12767781.21,14038338.59,13691229.16,19794990.94,13232687.49,15036464.54,12842215.53,15856434.15,64923.27532
390.90154__0.987,22670079.26,22969042.54,23025571.89,21504585.7,18405151.81,7671913.755,19951668.76,25307788.95,3291040.907,19515463.31,20622479.57,19226979.47,20869455.69,19998421.84,22172396.51,20941494.11,22657262.83,22489899.78,23267650.63,25043943.32,23102452.83,21971268.54,20243751.7,20821832.09,25229791,18001534.87,20910181.5,20404437.31,13134842.39,19597617.49,26900813.46,20587238.71,20248981.15,25431195.68,14251584.31,25606193.47,25181715.14,26935348.24,23860436.74,13125209.15,16326204.12,24517443.58,7714139.61,25303361.96,26970233.11,24319263.81,26092037.1,24165491.45,3312270.533,71165.85625,55524.96963,51990.61326,49874.56219,47453.37937,44546.27458,78189.01473,94953.17581,137780.4712,47195.2617,64207.52128,93038.81278,58314.87688,50006.59076,51034.19264,84747.41381,430599.3264,76513.80102,41551.73287,49566.56186,129270.4181,70676.42006,175174.8558,116207.5032,118816.2729,92508.79267,57285.11184,61837.81374,23880495.26,22962631.6,24129791.3,24104319.45,24525427.21,23427792.44,22664661.69,25967785.28,26321678.5,24496023.4,23691779.98,24969527.85,24990777.01,23535265.43,24937222.53,26739236.17,23579461.74,21875963.46,23278595.97,26768305.14,62410.41737
120.94108__0.662,358769.9591,1237222.592,505601.9829,409472.3763,543685.5604,559399.1002,314832.2357,5198869.095,6106298.454,2823448.731,473635.8168,12557876.6,1848381.634,1868375.765,2479465.841,443360.683,5460070.14,1565371.948,1069599.498,3947935.349,2097587.598,669118.4429,520294.1657,596899.2122,609572.98,631593.3413,565674.5488,546635.5945,545126.4677,721313.1781,605035.2302,534354.7921,497818.0532,586740.7551,559730.1283,5597192.046,13853425.72,643311.0727,836623.553,14500626.15,320035.138,1955993.507,3601161.019,3371996.051,10750665.54,6352415.803,1950404.453,4834647.435,3228777.532,95536.57858,36636.65215,28818.12229,28044.86802,29793.99692,25429.99261,55622.71214,89903.82054,113572.3884,42829.4055,76025.08572,99022.78178,100942.4674,35263.76898,84412.35672,134044.8704,145064.9439,105247.7551,68051.79885,46600.17463,120776.7357,129534.0398,175214.1381,124058.1564,179215.8244,111162.0026,112226.0574,123893.2542,524878.6924,530930.3184,539864.6525,653001.8185,617487.1509,651167.5315,708490.9462,2733296.254,571949.6694,8419724.406,6485665.119,10147604.39,14906488.92,17252470.54,3637399.126,4668653.085,2400465.323,22169863.02,17379916.46,11460901.29,44432.40873
156.99414__2.325,10412142.14,10090377.96,12351257.59,13576319.47,12782676.89,11977269.38,16784100.24,10754887.61,11240282.07,14831815.85,14661432.48,10509576.08,7598273.147,12897134.46,13000920.58,17195322.8,12915443.58,18151991.78,11487326.27,12493345.69,12543245.22,54389.09131,53751.10187,64295.63886,46857.95085,59050.14391,76956.74121,57523.29642,101524.8484,88534.6156,73533.74598,53531.04125,73140.50122,61266.85549,73020.36167,82764.32493,73479.10636,67596.05952,72197.94359,84590.35515,79166.29333,104876.8361,65132.08297,57340.06965,71701.96396,80540.59674,79205.61829,64115.66857,82915.72296,91605.9701,91969.49345,88933.36911,75795.37275,87354.48399,76821.84861,82992.21885,77612.65682,81814.82498,86491.10479,85416.20633,79648.64216,92254.26947,71017.8841,77036.5613,72032.91036,84689.43445,77010.04319,64591.26368,80275.6542,67727.15663,77749.13562,77531.74443,69564.34019,87101.98146,79045.16662,79862.38051,82290.09689,160522.4466,116471.1614,159945.4628,119644.7854,106837.379,126343.64,109091.8782,183309.0562,137619.0444,216101.9594,186058.1871,181582.1618,199955.953,93569.56756,106144.3423,133820.9494,102123.7769,78751.33788,99251.24147,106213.909,70046.57962
237.98465__0.656,300400.9662,423151.8582,585817.5123,885136.1599,566799.2377,719082.2585,573787.1181,346143.8368,300376.4354,969581.0644,767456.2555,265089.685,1442673.953,1918443.612,2808055.227,271766.1931,296086.9681,1213044.155,383311.1949,634592.6706,6186698.537,525034.452,336397.4962,363245.8363,391028.7953,349481.3285,432384.0102,335263.4943,325918.3582,344500.0741,328441.8895,396130.4757,932260.7179,598082.8239,459521.1384,278162.6722,259933.2423,361189.0917,1796823.968,979107.6044,1830463.206,2480271.382,376127.921,360077.4216,267745.5067,677669.6409,9970789.549,379245.7184,8332669.402,63744.17601,27649.5082,21489.18779,16733.27082,21379.26064,16995.90687,35260.12121,60346.41992,78506.31499,27460.33238,48602.23177,65817.85883,69537.11655,23086.67329,56643.03041,88376.10767,101616.2529,73121.07922,44796.9077,34162.11511,81769.21635,86151.68914,113364.9376,79732.68006,114732.5925,68385.16415,72161.77253,80055.06427,458587.8075,1458527.949,845302.0966,1221005.938,1079530.8,829497.0126,448341.9322,1184469.743,387599.7609,295634.3274,3109060.26,2600333.75,1829877.774,2437388.776,315796.8607,7145251.209,298392.1423,1707420.052,1171883.476,2203205.675,34496.56279
111.95601__0.803,4046971.189,5175962.895,5343382.092,5613438.612,4687306.595,9240358.073,3288439.974,8027145.625,3785173.646,4183974.776,11883828.88,485558.1881,2186267.53,7595429.527,18509603.47,446633.5896,589727.9483,871902.4733,619870.7029,11487830.31,9877451.756,463685.5935,444054.7707,477091.6926,590489.7554,508712.8449,491674.9652,498316.94,1910690.958,2874463.339,11557559.38,6383073.99,1724935.617,3905440.971,10015755.08,1527951.572,586818.4747,2099009.33,19676183.53,716368.5754,10228468.91,6354488.467,10107710.3,6015314.589,788482.3226,678524.2889,15396994.14,606291.6114,13460058.52,90011.29941,32648.60246,28381.74286,27421.91186,27913.10149,21763.33329,45777.66221,69832.87245,136404.0005,28891.63779,49617.72623,100120.8797,95073.15298,31621.43217,77085.09517,122478.5002,141771.5915,99998.67449,48668.47113,54181.25671,157102.3041,133532.0245,185886.3186,116075.5621,171544.9586,118270.3994,648573.8577,116790.1232,6745827.068,5502370.408,8875635.241,4433267.997,9215315.475,9022126.68,7508571.304,13572996.98,3416047.866,1741113.3,5387018.785,11733885.79,3218984.631,944718.0186,816197.8454,12846491.44,807526.7988,1319640.945,663055.6442,11097589.53,43511.72786
343.0097__0.67,2894640.403,1432434.201,3850162.016,4121656.4,4413198.752,3232381.84,1367658.109,436894.6178,336500.9302,320465.1043,501669.0262,378241.7497,357434.7635,411680.6724,365993.3631,354072.7714,372780.2478,335641.8033,354398.9943,433776.0375,454677.9264,6938626.282,8815341.796,7721058.812,6471730.785,7933439.857,7507207.597,7237398.802,1890312.442,1583613.229,5244968.297,4447474.301,2904539.661,5707305.238,3537672.312,354759.133,296399.4933,3049851.156,1330216.029,354165.7815,1757266.596,404680.3745,466811.2513,398149.0987,402718.0904,364350.5102,545480.0313,332751.3108,469339.0179,55596.7449,22459.89033,16928.4481,16484.41708,18270.76828,14124.62058,34077.97991,48855.82022,66215.2368,20801.93554,37330.65209,57546.41563,59652.62661,20604.21883,48862.00652,77736.55091,83463.02223,62216.22047,39927.79791,28576.93095,70041.97052,74568.76398,102958.6019,71944.96259,103898.4415,67287.48845,64976.74147,71971.13407,1865849.26,3369380.12,1459984.291,3061485.604,4307769.083,2443008.777,1513586.253,610997.985,1000306.616,342839.6878,398355.3977,445392.9716,360232.6825,385791.356,440207.563,575537.2285,330917.9763,370529.3295,435084.6774,528974.312,26256.2652
468.89666__1.025,9725904.964,10487999.63,10462908.56,9758249.599,10075087.58,6882596.148,8769753.048,10340456.84,9430657.166,10072574.92,9346944.776,10273555.28,10309411.01,8931873.121,9182577.56,9273004.672,7792593.39,9933468.466,10937953.25,9845845.246,9179150.635,9906299.23,9105351.746,8203727.526,10819656.48,10211759.2,9101862.14,10242154.21,10858224.36,8074119.471,10508837.11,9362511.642,8793412.732,10117000.29,4614870.224,11715873.84,11602567.04,10636858.53,11072755.16,11482180.78,11545211.52,9982391.547,10167542.8,10973591.81,10625270.89,11501184.46,10410235.13,10848950.86,9718378.91,80579.31189,52609.01498,54297.71927,57311.65093,52177.07346,48108.39869,50840.55288,61843.6385,154467.7996,46239.77693,51697.57093,104307.24,65377.70291,46791.3305,57215.21613,95011.62548,131151.7292,85780.7959,46584.28504,45945.8509,144927.0484,79236.41857,196391.2177,130282.0142,133206.746,103713.0264,64223.21753,69327.32146,10736944.39,10914547.71,9432984.441,5988906.507,10271623.8,10121865.11,9819840.267,9797089.915,10148163.89,8528341.236,9471127.162,9021681.187,9001721.501,9437867.258,9090137.937,9244047.012,9907225.811,8674935.112,8600012.575,10029474.12,62116.86555
295.1893__2.87,3468718.496,1619344.958,1809069.103,1877706.048,1443718.335,1628982.151,1391468.163,1992656.644,2330789.788,2452915.615,2391728.52,2470124.09,1500863.101,690605.7269,1366982.944,2696918.981,2122785.809,17084967.79,3003003.869,3226329.556,2414535.203,2584414.117,2411126.583,2422544.395,1746521.598,734531.3107,2242965.014,3552495.891,2291125.765,3079089.952,2088575.307,1772881.926,2492610.435,2384127.93,6908048.661,2417665.885,1446367.468,2264867.773,1743460.27,2181772.623,2874836.011,1580446.936,2561402.862,1791930.445,3290113.506,2312434.206,1986220.388,1447529.796,1869936.775,144279.022,155160.986,176030.8933,147106.3779,163428.0575,151890.2522,141292.8368,137582.7613,125258.5515,173712.1126,155021.5377,124260.6424,158997.541,155531.9143,150049.8806,137730.8469,160151.4508,134119.8383,165536.4383,140904.1544,169832.9449,157011.7583,145383.6602,159447.5556,125911.2124,158303.8927,136872.6145,137013.0561,2424760.002,2061707.336,2148058.885,1880501.652,1700435.225,1570765.299,2481419.062,2392364.622,2310125.454,2037792.846,1756517.455,2046511.578,1146134.364,1826497.667,2574508.575,1813952.02,2103269.892,1503015.964,1960541.089,1472377.115,125058.9553
398.01573__0.661,1338470.558,2247158.3,6257939.732,7689394.489,6317416.826,4889469.787,5490904.147,554144.0276,473821.9696,1191255.386,2247691.192,527469.2592,1522027.25,3313270.521,514515.1201,483049.4104,532289.2058,439024.3886,521454.2165,615583.6911,615013.8295,10055280.58,13237388.98,12232393.17,10130027.48,13195131.13,11367967.43,11522174.8,2578805.495,3655418.185,6918013.34,7332632.063,5556849.857,7218504.273,5128060.264,464104.8603,395773.6747,4642604.458,3801714.02,499755.0917,5241256.975,2413363.541,650819.6409,582855.5181,555677.7249,517349.4525,757511.8867,477793.0054,678917.9726,96554.31698,36699.92948,29004.74156,28243.95092,29845.45589,25473.91425,55684.13029,90434.63648,114995.3469,42903.3787,76473.95793,99607.43847,102207.1845,35302.70694,84858.16346,135004.2991,147073.838,106566.4135,68411.20063,46680.66054,121641.1975,130461.1821,176699.3705,124946.105,180734.9778,111957.6467,113029.3175,124780.0225,3039267.645,3812434.547,2260130.025,6367335.492,12283639.72,7573695.114,7387414.356,1102521.267,1905232.442,419336.8819,1990877.684,1111663.97,457829.1456,540807.3734,648767.5063,777139.5044,452890.8735,516834.1143,574992.5861,706541.1705,44986.76913
