mz__rtMin,BPS_low_wk07_inoculum_d0_A,BPS_low_wk07_inoculum_d0_B,BPS_low_wk07_inoculum_d0_C,BPS_low_wk07_inoculum_d0_D,BPS_low_wk07_inoculum_d0_E,BPS_low_wk07_inoculum_d0_F,BPS_low_wk07_inoculum_d0_G,BPS_low_wk07_control_d2_A,BPS_low_wk07_control_d2_B,BPS_low_wk07_control_d2_C,BPS_low_wk07_control_d2_D,BPS_low_wk07_control_d2_E,BPS_low_wk07_control_d2_F,BPS_low_wk07_control_d2_G,BPS_low_wk07_bps_d2_A,BPS_low_wk07_bps_d2_B,BPS_low_wk07_bps_d2_C,BPS_low_wk07_bps_d2_D,BPS_low_wk07_bps_d2_E,BPS_low_wk07_bps_d2_F,BPS_low_wk07_bps_d2_G,BPS_low_wk07_control_d7_A,BPS_low_wk07_control_d7_B,BPS_low_wk07_control_d7_C,BPS_low_wk07_control_d7_D,BPS_low_wk07_control_d7_E,BPS_low_wk07_control_d7_F,BPS_low_wk07_control_d7_G,BPS_low_wk07_bps_d7_A,BPS_low_wk07_bps_d7_B,BPS_low_wk07_bps_d7_C,BPS_low_wk07_bps_d7_D,BPS_low_wk07_bps_d7_E,BPS_low_wk07_bps_d7_F,BPS_low_wk07_bps_d7_G,BPS_low_wk12_inoculum_d0_A,BPS_low_wk12_inoculum_d0_B,BPS_low_wk12_inoculum_d0_C,BPS_low_wk12_inoculum_d0_D,BPS_low_wk12_inoculum_d0_E,BPS_low_wk12_inoculum_d0_F,BPS_low_wk12_inoculum_d0_G,BPS_low_wk12_control_d2_A,BPS_low_wk12_control_d2_B,BPS_low_wk12_control_d2_C,BPS_low_wk12_control_d2_D,BPS_low_wk12_control_d2_E,BPS_low_wk12_control_d2_F,BPS_low_wk12_control_d2_G,BPS_low_wk12_bps_d2_A,BPS_low_wk12_bps_d2_B,BPS_low_wk12_bps_d2_C,BPS_low_wk12_bps_d2_D,BPS_low_wk12_bps_d2_E,BPS_low_wk12_bps_d2_F,BPS_low_wk12_bps_d2_G,BPS_low_wk12_control_d7_A,BPS_low_wk12_control_d7_B,BPS_low_wk12_control_d7_C,BPS_low_wk12_control_d7_D,BPS_low_wk12_control_d7_E,BPS_low_wk12_control_d7_F,BPS_low_wk12_control_d7_G,BPS_low_wk12_bps_d7_A,BPS_low_wk12_bps_d7_B,BPS_low_wk12_bps_d7_C,BPS_low_wk12_bps_d7_D,BPS_low_wk12_bps_d7_E,BPS_low_wk12_bps_d7_F,BPS_low_wk12_bps_d7_G,BPS_low_wk22_inoculum_d0_A,BPS_low_wk22_inoculum_d0_B,BPS_low_wk22_inoculum_d0_C,BPS_low_wk22_inoculum_d0_D,BPS_low_wk22_inoculum_d0_E,BPS_low_wk22_inoculum_d0_F,BPS_low_wk22_inoculum_d0_G,BPS_low_wk22_control_d2_A,BPS_low_wk22_control_d2_B,BPS_low_wk22_control_d2_C,BPS_low_wk22_control_d2_D,BPS_low_wk22_control_d2_E,BPS_low_wk22_control_d2_F,BPS_low_wk22_control_d2_G,BPS_low_wk22_bps_d2_A,BPS_low_wk22_bps_d2_B,BPS_low_wk22_bps_d2_C,BPS_low_wk22_bps_d2_D,BPS_low_wk22_bps_d2_E,BPS_low_wk22_bps_d2_F,BPS_low_wk22_bps_d2_G,BPS_low_wk22_control_d7_A,BPS_low_wk22_control_d7_B,BPS_low_wk22_control_d7_C,BPS_low_wk22_control_d7_D,BPS_low_wk22_control_d7_E,BPS_low_wk22_control_d7_F,BPS_low_wk22_control_d7_G,BPS_low_wk22_bps_d7_A,BPS_low_wk22_bps_d7_B,BPS_low_wk22_bps_d7_C,BPS_low_wk22_bps_d7_D,BPS_low_wk22_bps_d7_E,BPS_low_wk22_bps_d7_F,BPS_low_wk22_bps_d7_G,DINP_low_wk22_inoculum_d0_A,DINP_low_wk22_inoculum_d0_B,DINP_low_wk22_inoculum_d0_C,DINP_low_wk22_inoculum_d0_D,DINP_low_wk22_inoculum_d0_E,DINP_low_wk22_inoculum_d0_F,DINP_low_wk22_inoculum_d0_G,DINP_low_wk22_control_d2_A,DINP_low_wk22_control_d2_B,DINP_low_wk22_control_d2_C,DINP_low_wk22_control_d2_D,DINP_low_wk22_control_d2_E,DINP_low_wk22_control_d2_F,DINP_low_wk22_control_d2_G,DINP_low_wk22_dinp_d2_A,DINP_low_wk22_dinp_d2_B,DINP_low_wk22_dinp_d2_C,DINP_low_wk22_dinp_d2_D,DINP_low_wk22_dinp_d2_E,DINP_low_wk22_dinp_d2_F,DINP_low_wk22_dinp_d2_G,DINP_low_wk22_control_d7_A,DINP_low_wk22_control_d7_B,DINP_low_wk22_control_d7_C,DINP_low_wk22_control_d7_D,DINP_low_wk22_control_d7_E,DINP_low_wk22_control_d7_F,DINP_low_wk22_control_d7_G,DINP_low_wk22_dinp_d7_A,DINP_low_wk22_dinp_d7_B,DINP_low_wk22_dinp_d7_C,DINP_low_wk22_dinp_d7_D,DINP_low_wk22_dinp_d7_E,DINP_low_wk22_dinp_d7_F,DINP_low_wk22_dinp_d7_G,DINP_low_wk40_inoculum_d0_A,DINP_low_wk40_inoculum_d0_B,DINP_low_wk40_inoculum_d0_C,DINP_low_wk40_inoculum_d0_D,DINP_low_wk40_inoculum_d0_E,DINP_low_wk40_inoculum_d0_F,DINP_low_wk40_inoculum_d0_G,DINP_low_wk40_control_d2_A,DINP_low_wk40_control_d2_B,DINP_low_wk40_control_d2_C,DINP_low_wk40_control_d2_D,DINP_low_wk40_control_d2_E,DINP_low_wk40_control_d2_F,DINP_low_wk40_control_d2_G,DINP_low_wk40_dinp_d2_A,DINP_low_wk40_dinp_d2_B,DINP_low_wk40_dinp_d2_C,DINP_low_wk40_dinp_d2_D,DINP_low_wk40_dinp_d2_E,DINP_low_wk40_dinp_d2_F,DINP_low_wk40_dinp_d2_G,DINP_low_wk40_control_d7_A,DINP_low_wk40_control_d7_B,DINP_low_wk40_control_d7_C,DINP_low_wk40_control_d7_D,DINP_low_wk40_control_d7_E,DINP_low_wk40_control_d7_F,DINP_low_wk40_control_d7_G,DINP_low_wk40_dinp_d7_A,DINP_low_wk40_dinp_d7_B,DINP_low_wk40_dinp_d7_C,DINP_low_wk40_dinp_d7_D,DINP_low_wk40_dinp_d7_E,DINP_low_wk40_dinp_d7_F,DINP_low_wk40_dinp_d7_G
112.93594__1.456,58974907.26,77211364.07,66246123.04,51759965.16,102110415,95334339.1,39639756.54,98024086.82,192855391.2,57991658.54,43313373.19,57642402.46,152164321.6,76421942.82,90563715.16,92161254.98,36917074.82,122362326.9,61992494.43,123099823,265593637.5,59741877.7,140101339.6,1103219884,4909939.223,12910016.02,1663792.761,1181195.095,145653078.4,10465661.45,51922910.5,5518527.779,6215664.946,13669118.35,356777.0172,54909558.75,40868836.59,50422348.08,50931542.37,30670843.5,32230067.5,33684962.55,350367865.7,50898673.03,428790592,260897416.3,293734836.6,582389018.8,253327419.9,140069315,401555631.4,23366433.67,143800098.8,48143536.54,265914663.3,26230687.01,621099673.7,792080.713,272771.9712,598803606.4,16751408.93,344260250.7,4580031.946,559741696.9,226617.0253,587861196.7,556730893,817805610.8,466785185.3,52226.37988,51050567.61,18749732.06,24702365.23,86032372.63,42899924.47,24455298.31,42367439.35,238570009,350436665.3,351421262.6,8769067.412,652917015,461356826.7,51061237.07,342107869.7,347553543.2,131142535.5,27540557.1,54056102.01,10964449.14,11401948.27,1174437.301,3889830.313,70891406.12,918282376.2,273068.1231,713111512,756891623.4,7984933.127,3713577.704,784334377.4,3374785.883,1922781.108,58523149.8,6295550.33,56550963.2,89623009.7,48769798.8,85917637.46,48164150.89,94402968.49,74654505.65,354265007.4,101245539.9,159147925,489030243.5,548344173.4,116672373.2,52801.81709,36246631.44,47850875.11,618260021.9,106577946.9,39039043.2,584234754.1,60153408.94,893305636.1,801261138.2,834538752.9,973061814,269163524.4,10457761.72,112215292.6,310883244.1,743522091.5,188078847.2,10167620.44,591106985,256390780.1,48240.57351,39024599.46,28606901.61,52914264.67,105445371.6,122914595.6,92315412.81,136169642.6,39352573.37,403078450.2,92502298.1,93606598.57,60750568.46,477246145,435413590.1,15900154.38,220112384.6,151574375.3,28155008.32,565111567.9,25073437.55,360216146.1,230806304.4,282843.2544,236909112,214936.2542,45328125.2,541816902.9,12687832.77,19085316.84,640705447.3,670396951.6,472991538.7,375667106.3,621795977.3,172957346.4
186.88363__8.866,260708.6522,291395.2622,283567.811,294869.1154,318273.9056,267033.4363,275203.7559,8334466.069,7311250.068,1697232.452,4655761.831,7334532.905,10155258.46,3628725.628,7449801.041,6020252.855,974556.3453,9347614.549,9721117.026,6791183.308,8101059.631,264679.9675,279687.5496,7735881.664,287123.2652,2986913.666,282208.1035,257966.1445,2104472.42,1988426.918,3044148.381,333452.7867,260708.6111,381853.8263,267000.8489,264412.2623,250923.8576,253592.2039,274557.0566,244592.259,240342.389,258489.7188,8737362.345,10429216.16,10888236.34,15140895.1,14481890.01,12987169.42,9950477.276,9300516.42,6443832.591,5097453.157,12334879.61,5952301.017,5360366.175,4465836.987,1810295.286,2170665.194,264086.035,6260696.731,248933.2104,263924.1646,539377.3918,2749986.1,1097942.486,1901467.185,8069748.682,4470121.24,1400504.694,265357.11,226324.1792,257210.8448,220980.6912,237027.0026,285332.7677,251695.8893,238385.3213,82417278.08,95569342.24,116027678.2,15160376.76,42481918.95,41926043.25,53572696.98,102990277.5,227998364.8,78555518.69,67761154.74,13893883.88,15414488.97,12981112.82,256008.7435,744430.5152,4897490.314,23531789.07,362173.145,76621631.92,22857777.14,4143659.643,855645.4478,5660296.757,818563.8807,567162.4145,2401021.32,4278786.632,255769.2469,267445.7613,266610.3018,275976.3429,259094.763,272514.572,247837.6179,33097294.92,53680287.97,20418049.45,51491124.93,52161502.1,58546938.3,273016.3167,22741975.75,25526863.04,50197693.47,47629279.95,51653865.44,60136370.61,50450975.9,13955364.85,27326483.73,12578084.83,6425214.272,866238.6054,2915480.236,277644.156,3865855.501,10969716.04,263918.199,748626.0371,1264318.352,2336544.72,279044.926,259576.1114,264210.1415,242793.4261,266947.1189,254059.5682,237298.784,251764.8696,25438480.31,33197561.2,41589326.48,18487798.25,37970580.57,45056719.09,48224377.27,17225735.03,13964958.85,26265598.99,10114869.1,53136293.49,40454840.4,27901295.41,744009.932,225245.7027,499333.0693,260802.4719,907136.0157,25364402.97,245450.2382,1566809.063,29378229.1,13896158.33,20778954.4,29600103.53,32677394.1,20171673.32
208.02795__1.219,338386.5491,414834.4463,358550.0198,2182184.639,1210304.133,368614.8519,699189.8832,16345847.67,2372474.621,8336475.702,29899136.94,26971916.73,21671706.12,16136223.34,12896028.15,8177259.395,9647663.287,30262652.35,28241997.9,13149698.64,19419643.54,4190180.683,4139043.393,1769183.112,18370366.32,15765168.65,7314940.672,16972379.41,6257941.953,5221935.052,10941517.92,19144494.89,11714345.44,3444121.436,6215934.429,515502.4307,1564301.763,1295367.309,852222.8511,1840056.746,2120943.097,2182208.145,4561237.601,17620129.3,3268485.382,4396473.245,3522838.818,5432116.932,6183820.251,6935227.271,3529978.232,5885500.057,4297829.892,3844998.305,3226930.116,4108231.28,969419.4593,9930397.336,7159936.187,334119.5398,2025831.578,1681501.152,5127164.721,2995744.859,7938033.377,1648252.204,274866.5522,348736.2304,2060658.592,24140.35504,535880.7268,574569.771,1007077.603,1724460.166,2306583.009,552255.4923,1110206.681,304284.373,268717.8286,551688.0238,553726.249,892667.562,1162472.131,5416976.944,310435.742,525248.0906,555695.8242,3141979.616,665295.2079,6194605.671,4594572.207,393676.578,507498.2606,814143.5503,318036.466,1191708.428,501695.6879,316721.1081,383550.6164,348765.8265,409017.8161,2697324.946,6598329.18,868550.6525,2773717.354,416372.8359,438513.6745,333046.5023,998844.0093,551163.3883,966527.6506,996672.7785,303247.5781,328943.2565,289187.0934,1338840.389,1152573.272,2030912.412,24683.0509,297697.9128,291671.4363,289062.6067,2948591.221,2693106.75,1715954.48,2551748.889,286106.8409,319096.1672,357842.584,319001.6817,564348.196,1699553.638,399260.0747,298284.839,281216.395,326279.2298,2508575.451,331046.189,338416.0559,23748.12961,324152.427,436530.273,402572.3584,825553.2544,1167181.949,3524158.978,497588.9321,1642076.359,253519.0967,1381408.568,499840.6241,1893307.497,611366.5053,572039.8966,2311818.496,378275.2269,482171.9376,2368894.914,299164.2862,1069600.144,323685.4753,374519.2035,410579.0577,264474.5705,524501.2298,722528.5549,298268.2535,1134261.816,1323360.715,361610.4506,298113.7399,362003.97,289017.2775,379003.8374,369667.1278
231.94113__1.228,52552939.66,46487024.65,40602214.01,29541258.98,29952442.38,29336275.92,51083801.77,30481937.62,25646942.15,23452709.61,1084357.209,3784162.12,80047035.25,17123778.87,21107664.74,37515837.74,3544512.075,9339441.119,7372865.039,41250226.75,55725062.88,132672.3994,654289.1042,6613755.767,137906.2545,142497.2429,151445.7772,169121.6202,317424.5808,150483.6962,258655.9637,147016.1776,157276.3172,140905.8956,235145.9383,20107684.8,22813473.73,42730115.41,62735823.69,45392730.09,40395621.47,51736229.65,63697015.4,1125291.79,106627374.5,145620931.1,170735911.8,50114448.97,55897287.81,2519201.166,58330196.45,367102.7683,56763756.58,52515528.44,14654834.04,13718228.44,953846.3426,134363.964,129875.5973,10073624.67,164177.794,455894.0706,128241.1644,1003215.647,178710.3477,4366849.647,7705241.468,2440441.928,932564.7788,11307.47026,33570865.48,15243485.84,23515206.4,70717659.09,29966746.29,20049133.95,56061790.19,94540080.72,43731394.17,15668993.82,547661.2775,12590049.14,57885906.85,1567293.699,64219509.47,81660848.78,5860993.866,2794452.152,286037.7636,2653918.428,169229.3597,152579.5342,189367.3162,195950.9982,3422378.566,186452.6454,29585620.73,1690773.325,212356.9488,200331.2755,1097871.096,191312.7761,214583.846,201917.8267,173339.8896,22027519.27,39216176,67189517.92,67390861.48,45007328.52,41682557.53,53278351.17,83015637.65,7614856.938,1399396.539,70071552.54,50412709.75,29895330.89,11162.43225,7446782.149,2834491.524,44289053.77,2088505.642,4237842.163,123096587.9,1990442.385,5702877.429,8392070.462,2893928.294,1803668.207,259750.1617,185148.495,159135.223,153346.7604,1704193.713,128764.9035,160321.347,2163166.844,749620.6054,10889.01057,36392802.19,102130080.7,75517340.65,84040812.5,104468925.1,121640308.5,111264408.4,16095508.5,144368482.8,8918296.157,7892634.056,1098380.037,89554956.14,98753466.02,3624822.001,11098900.1,1527437.068,2031447.5,57093807.15,579267.6942,167609671.3,159164.0123,134473.5675,757967.908,136059.5848,175731.0011,16695424.41,190167.6265,134924.7366,29396205.52,253135.6622,887808.4423,34175148.95,3620054.154,406713.3394
97.9112__8.865,303199.5766,338926.6062,329822.3693,342967.1018,370189.5969,310590.9671,320093.9997,31959495.32,29388113.51,7790180.364,19210237.79,28479394.38,39205826.55,15304361.43,29805460.19,23202226.07,5189300.815,34316335.04,33139501.66,25786404.25,29875279.46,307853.6089,870955.1456,27907307.38,333919.307,11146316.23,328240.8712,300044.6514,7499484.618,7452116.323,11777519.78,2490328.106,1576508.759,3137250.561,310553.0642,307542.2366,291853.652,294957.2493,319341.8132,284597.9964,279620.8513,300653.6291,31231808.96,37439810.86,39764229.56,49453586.92,50050431.36,44709795.11,35969986.58,33224478.87,23530092.69,19359111.75,41285757.06,22947078.96,20557782.07,16869935.75,6840365.169,8323915.998,307162.7963,22353360.42,289648.9578,306904.0722,2795886.177,10403191.72,3788736.054,7899652.925,30198431.44,17252167.61,6503694.588,308641.2045,263341.9724,299166.1499,257094.9272,275795.3596,2200347.426,292751.6147,1582809.014,177454874.6,189909400.7,206744570.9,48683946.72,115824174.3,117171931.8,132317553.1,194214817.4,290528613.2,170214547.7,152570712.8,46610275.6,50902953.58,42091245.45,502727.9336,3112444.06,15496756.1,75520096.66,1113159.001,163138360.6,75784950.46,12511636.2,2990196.27,19423650.78,2206047.341,4509511.347,7798527.305,12956783.22,1386660.12,661695.1079,1486590.087,585166.4124,960883.2748,510208.3549,795931.9585,98906704.97,133122720,68047627.72,132370034,128123221.3,142050195.2,317549.7534,73678410.79,79968512.91,128917334.5,126300479.9,130733735,145459989.6,130973096.1,48504611.61,87195094.15,44155796.69,23677052.86,3846318.727,10700765.74,322932.4691,14784458.93,36665831.58,1017427.525,2663486.605,5391056.791,9605790.913,324524.3405,301882.4516,307271.7471,282472.4544,310490.57,295500.8484,276111.5938,292831.8469,80782305.14,99430424.86,117933753.5,63708794.05,109771920,121688829.5,128676391.5,59531343.85,48812654.84,81749009.37,36958428.4,135947902.1,112788587.6,87435007.69,4041154.17,262056.9572,2835747.034,303308.6873,3676905.041,80907974.3,285563.4616,5590678.388,93758306.67,47492076.3,68067723.33,90130989.6,98192732.33,68136709.92
240.96678__7.693,151127.4269,147414.7802,157252.3609,150326.1394,152285.4277,151940.4301,158723.3361,5429021.946,2250232.968,147089.8073,16608286.17,21748958.92,19328086.98,9468492.537,2784011.721,2217432.092,141960.0858,52869248.03,31839634.71,14305983.38,25200864.1,581718.9283,1639791.591,25881139.13,1900322.964,18759875.55,1559196.97,2080594.454,3446009.695,3236355.465,5147946.934,8955304.301,7411423.791,8076209.543,354806.385,158106.3674,155069.0591,149786.2531,155527.8586,152046.8193,150441.2447,168239.1084,1968499.451,23003346.07,2065234.33,24483650.21,14519004.31,50128987.93,18402275.69,12226530.63,2404513.935,5893083.474,29047866.13,9747822.217,13689497.1,5882110.928,2224613.312,8527221.217,2500806.894,36667378.16,4621546.016,9304554.6,8266379.964,6085627.935,3377882.578,5707940.565,45903139.07,3456740.266,33567194.01,149323.5862,149792.7267,145647,153390.2113,153530.8922,154959.2334,146421.6081,145484.9122,26389136.92,88639672.76,94222226.23,25522883.41,47461904.15,13231881.33,88006163.87,24319426.97,150449162.2,149588438,92353156.92,21762153.04,26274880.47,37629338.31,2049803.486,3945225.893,46796833.12,41149411.46,5415806.315,110659264.3,39967460.95,40286994.22,11233522.06,56605233.8,23895769.28,29694544.47,15153748.37,69616539.46,154721.8566,150939.9375,146778.5658,148998.8074,160517.2327,153877.3337,168018.1779,13036292.8,133111153.7,88264186.23,34477092.12,48398124.03,43849716.65,160021.8508,41640804.6,53435628.43,30612725.27,73015974.32,68847063.15,18296829.32,94773165.8,29032033.78,39544343.04,23570572.12,22363160.47,3618478.409,15480493.66,7798408.259,26683086.26,25106133.89,4725117.343,55781354.73,35987381.32,59459827.3,153725.0406,149218.9935,152026.5786,159868.0851,151366.0622,155674.6457,147914.2585,152036.9179,20194497.74,7619054.645,47157780.75,32059112.24,108886980.1,28899446.92,33638958.52,4419564.097,2199073.251,12652865.24,8957313.17,40738290.02,80364992.58,9057516.906,7969234.385,531176.6221,11931397.19,1233114.944,26494675.75,53428145.53,4923682.596,3917266.257,57145900.88,30155424.72,38602407.17,55190831.47,57752344.52,87471059.3
95.91541__8.867,432167.1144,1982019.13,818257.166,875112.0037,389866.1794,327099.7206,337107.8651,240510030.4,227109567.6,61843198.32,151552536,218007197.1,306582623.8,116542129.8,228417151.8,180664272.6,42639353.13,267852554.9,264086435.9,204015025.4,234293486.2,784887.0729,13215820.37,210412111,573207.7801,87209277.28,345687.765,315992.8395,59456341.07,59233652.21,93493717.56,20421736.97,15175507.05,22422322.72,327059.803,323888.9418,555110.477,2792583.983,518364.4846,2401931.505,3039211.429,1489913.289,246188513.1,290098704.8,302239476.7,388770642,383554544.8,350318614.3,275808988.5,258049450,185296730.1,148422233,328834019.4,174999041.3,162009349,133246012.2,54279653.94,65384043.56,2601994.287,180406551.8,2718575.931,3655530.638,24857306.06,82326399.6,31211894.25,61011742.88,238075400.8,132537684.4,53461871.59,325046.3228,704382.181,1039969.971,3069142.675,1912263.096,4670233.445,637746.9528,12875530.45,1354146650,1452920197,1573437208,377168509.6,895635447.9,904504951.8,1012150230,1492032839,2166261450,1304352047,1166174523,364819686.3,388849993.3,331246878,3240461.493,26658181.67,120043594,592142053.5,9942532.628,1258983743,569407570.3,95693916.72,24494875.42,156481569.3,20781129.53,10787732.41,60615859.15,98149107.95,2342022.668,8148211.685,13164740.38,6591524.399,5653580.741,3136799.459,7996724.604,769873297,1029633709,526861109.2,1000753035,981492766.2,1093741500,453044.9164,582836411.8,633361573.3,990221950,979028071.2,1025085579,1093781723,999370663.4,378933887.3,673270560.5,346594767.2,184927337.9,28082537.36,89248719.33,2340360.723,114562066.8,294566444.9,9641265.56,22380249.23,44363199.62,79423073.83,342003.717,1310080.844,323821.8726,297647.0205,657563.3568,311207.5211,290748.7367,308396.6548,632157097.6,784365447.6,888358736,493418048.7,841662969.9,941758477.3,971383368.7,470714677.6,386897571.4,645665510,287173488.5,1043465407,876532698.9,707819106.1,32085254.01,414954.065,24567842.46,319645.3563,27523677.05,632423915.3,1139526.781,45614634.53,718880407.9,367249437.1,525214201.4,706924679.4,761631435.5,525749889.8
154.92721__1.141,248865552.4,118912681.3,122112913.3,122331524.4,306991258.6,273951574.7,244357886.5,242084865.6,348954739.5,201182521.2,248277682.8,298835747.9,176383156.8,286410608.3,138566344.3,290130093.8,173747560.1,118864535.3,327367319.1,286442143.7,152844179.7,163819961.7,131038187,254769444,104171528.2,295999880.4,282650498.6,378143962.7,222391849.6,114193099.5,243294110.8,124326941.5,257690127.8,243349991.8,12748291.81,171129845.7,88052149.36,204006664.2,122319740.7,103173973.6,111322867.3,94632346.83,113501776.2,194833391.7,188518533.6,111962028.5,99742037.11,190814508.8,17000945.75,88918981.93,13441161.61,74725058.89,81437864.18,109520804.3,48905188.03,49929814.39,77304479.5,171458140.3,45231697,82915541.43,213563435.9,164607712.6,75212566.93,132299854.9,57622008.22,53371708.29,177986192.1,96098994.25,133554820.4,28200.04697,175785885.2,62799443.03,34240619.89,218266805.9,78799599.49,70464458.97,98139705.65,188033317.4,186393172.2,208111145.3,101922407.7,91056034.69,57369334.21,129882967.5,92661266.76,132433908.7,87486154.31,311039681.3,25327470.88,267867106,219811673.4,82761778.23,60383979.27,137752535.6,205217840.5,67109796.94,175266643.2,208959306.8,134380132.4,108304784.3,284275523.3,168080444.4,411904986.3,271096651.2,133537492.9,70097541.55,91554743.29,91957402.88,88143790.63,168775803.9,96535271.43,89801038.9,191627932.4,109691929.5,80728269.58,79570943.72,100719936,196485385.2,71426.11013,80293264.37,189753905.9,77321389.95,190745129.6,208637567.8,196963719.7,93095075.4,177387945.5,199355599.5,169374353.8,187798402.6,482089.2164,247660584.9,107569848.4,188883290.6,87907612.33,97554613.76,216170318.7,225830799.6,102958449.7,130289.8632,84625716.79,80890951.55,156978221.8,178912096.2,84853478.05,82780331.99,94155879.98,34142334.8,78220909.75,84992234.87,69881256.28,63408161.61,92080815.82,85032499.81,68672502.09,128173766.4,68445946.66,200521848.8,210641340.9,103672952.3,81726144.78,30337377.98,89501298.05,95735743.62,50869240.43,105860039.7,63463763.38,255255998.5,180949796.3,118946019.6,201972336.2,249936643,72409811.5,217340027.6,295538466
272.93927__8.04,151642.0284,184682.3076,213534.0824,184598.8575,193216.4332,186157.2063,184403.1139,4039659.231,1243036.003,181962.4685,18078731.2,20220878.7,9516358.392,3752339.684,2570002.538,1777891.486,187819.0669,83361067.22,37199461.84,12357824.72,21946287.2,174561.019,545431.4276,10756285.4,295180.2547,16640915.71,173543.2985,186989.1361,3236421.251,2049451.176,3523739.57,5726754.955,3603755.131,4972518.237,192320.8826,170896.0517,182384.6396,192499.8612,191019.7732,188227.3994,180706.2474,188855.1687,2123661.775,40248869.69,1294032.229,16288425.28,6593760.243,50505818.6,19500487.2,30636531.38,1038626.74,22533527.29,19114036.92,1411922.989,13447880.58,3476706.029,1571510.855,8573764.37,1007030.706,12097013.62,1355206.953,3144386.333,3861509.585,3415974.54,3002564.07,2956188.023,12230227.9,18525139,24634341.14,204110.1311,165656.0951,182991.003,187032.0735,178886.8841,187931.6966,192096.1006,175006.4843,9921510.682,41285411.96,75148903.61,27137928.6,44442807.75,9636959.283,106620334.7,10960496.33,64481393.26,76587633.88,99292515.36,22178135.01,14225406.74,31466328.9,943963.1474,2189753.016,41314288.07,10117812.31,2299053.494,26582469.36,13562449.26,26479670.6,6129215.165,43911870.9,7736524.229,14315874.43,7870270.224,41146067.69,171643.6034,184300.3409,197637.9837,175393.98,179631.6416,192848.9409,189351.607,5620251.038,102135297.5,71251306.04,27708574.93,47481659.78,18219372.95,177113.5472,26009780.64,49736845.69,42972355.95,74046834.43,75107682.62,9408475.63,79911288.04,12800289.76,14406772.66,12002763.42,18222835.68,2513323.569,8323699.812,1983938.992,27820798.01,14629484.27,2168284.874,32475687.4,21811009.97,43479670.37,204018.7555,186492.9372,185597.9072,180759.1447,181385.6928,184949.8884,183591.6297,175117.5335,15747937.89,5074464.923,54469254.01,19135571.77,115578919.5,23072026.92,31587215.65,6157176.894,2656153.7,44480453.6,5790730.032,56428632.83,115679548.7,3513348.249,8011324.172,624464.0404,9487621.101,814764.5793,13699424.36,15168155.49,607705.9909,3231720.236,12887012.25,13583686.01,48757142.79,18586221.68,31258609.21,103146825.4
124.93481__8.866,296980.5797,332135.1796,323213.3738,336094.7115,362771.7211,304367.3313,313679.9417,21353106.32,19339408.57,4734159.784,12541166.76,18448177.2,25698332.07,9569076.709,19595143.79,15804590.29,3219223.19,22498821.22,22076660.16,17053765.53,19719258.03,301684.8245,825444.2226,17799658.59,327070.2105,7366673.247,321663.5659,294032.3431,4799316.518,4815406.472,7573514.144,1528492.447,1011384.13,1720612.931,304330.1879,301379.6914,286005.4754,289046.8827,312942.8275,278788.6572,273780.7948,294629.1182,21083792.12,25326304.08,25966627.38,33960060.54,33068623.27,29475942.28,23433857.91,22256151.22,15399600.18,12660435.78,27667831.29,15092740.4,14349130.22,11680560.02,4564021.633,5242574.185,301007.8543,15197329.61,283736.5161,300963.6478,1823401.166,6892305.945,2313896.978,5004551.089,20369825.36,11073118.47,4281074.731,302456.6381,257966.5205,293171.4451,251725.3387,270165.7037,325225.0888,286885.4447,834117.9201,121531301.1,130179730.2,144426009.8,32098156.05,77306753.98,78170163.92,89678628.45,135212616.9,209852211.8,114800721.2,100319906,30783719.91,33507667.65,29132556.72,291801.2782,2064607.872,10729949.99,49170013.42,662151.0805,109828541.1,49496046.53,8672438.886,1802271.688,13172443.87,1674359.656,1173586.027,5164715.421,8671021.616,291353.9638,598716.1682,922534.3537,314372.4369,295318.7535,310429.036,282318.8215,66058772.5,91581862.05,46284612.63,88268470.41,89071265.3,95467089.27,311186.6771,49485416.81,52688816.55,87595394.5,83248411.39,90393202,95266681.5,88490369.24,32551126.73,56547139.13,29292973.52,15568269.42,2485305.878,7323668.3,316461.5338,9670503.841,24359924.3,468243.842,1893024.501,3536334.939,6499745.815,317867.9464,295690.4705,300969.2249,276572.8403,304268.9459,289579.5891,270475.4828,286964.0691,54261176.45,65227290.63,75964963.88,41560549.46,72744111.03,82386980.26,85294037.28,40289731.71,32296090.88,52785498.35,23924607.39,89279343.68,74018896.47,58914566.61,2444339.878,256583.7336,2029572.393,297087.4524,2279097.264,55668796.52,279599.2899,3411335.253,62513451.18,31032057.16,43051114.72,58666154.78,63835201.21,44641501.03
