mz__rtMin,BPS_low_wk07_inoculum_d0_A,BPS_low_wk07_inoculum_d0_B,BPS_low_wk07_inoculum_d0_C,BPS_low_wk07_inoculum_d0_D,BPS_low_wk07_inoculum_d0_E,BPS_low_wk07_inoculum_d0_F,BPS_low_wk07_inoculum_d0_G,BPS_low_wk07_control_d2_A,BPS_low_wk07_control_d2_B,BPS_low_wk07_control_d2_C,BPS_low_wk07_control_d2_D,BPS_low_wk07_control_d2_E,BPS_low_wk07_control_d2_F,BPS_low_wk07_control_d2_G,BPS_low_wk07_bps_d2_A,BPS_low_wk07_bps_d2_B,BPS_low_wk07_bps_d2_C,BPS_low_wk07_bps_d2_D,BPS_low_wk07_bps_d2_E,BPS_low_wk07_bps_d2_F,BPS_low_wk07_bps_d2_G,BPS_low_wk07_control_d7_A,BPS_low_wk07_control_d7_B,BPS_low_wk07_control_d7_C,BPS_low_wk07_control_d7_D,BPS_low_wk07_control_d7_E,BPS_low_wk07_control_d7_F,BPS_low_wk07_control_d7_G,BPS_low_wk07_bps_d7_A,BPS_low_wk07_bps_d7_B,BPS_low_wk07_bps_d7_C,BPS_low_wk07_bps_d7_D,BPS_low_wk07_bps_d7_E,BPS_low_wk07_bps_d7_F,BPS_low_wk07_bps_d7_G,BPS_low_wk12_inoculum_d0_A,BPS_low_wk12_inoculum_d0_B,BPS_low_wk12_inoculum_d0_C,BPS_low_wk12_inoculum_d0_D,BPS_low_wk12_inoculum_d0_E,BPS_low_wk12_inoculum_d0_F,BPS_low_wk12_inoculum_d0_G,BPS_low_wk12_control_d2_A,BPS_low_wk12_control_d2_B,BPS_low_wk12_control_d2_C,BPS_low_wk12_control_d2_D,BPS_low_wk12_control_d2_E,BPS_low_wk12_control_d2_F,BPS_low_wk12_control_d2_G,BPS_low_wk12_bps_d2_A,BPS_low_wk12_bps_d2_B,BPS_low_wk12_bps_d2_C,BPS_low_wk12_bps_d2_D,BPS_low_wk12_bps_d2_E,BPS_low_wk12_bps_d2_F,BPS_low_wk12_bps_d2_G,BPS_low_wk12_control_d7_A,BPS_low_wk12_control_d7_B,BPS_low_wk12_control_d7_C,BPS_low_wk12_control_d7_D,BPS_low_wk12_control_d7_E,BPS_low_wk12_control_d7_F,BPS_low_wk12_control_d7_G,BPS_low_wk12_bps_d7_A,BPS_low_wk12_bps_d7_B,BPS_low_wk12_bps_d7_C,BPS_low_wk12_bps_d7_D,BPS_low_wk12_bps_d7_E,BPS_low_wk12_bps_d7_F,BPS_low_wk12_bps_d7_G,BPS_low_wk22_inoculum_d0_A,BPS_low_wk22_inoculum_d0_B,BPS_low_wk22_inoculum_d0_C,BPS_low_wk22_inoculum_d0_D,BPS_low_wk22_inoculum_d0_E,BPS_low_wk22_inoculum_d0_F,BPS_low_wk22_inoculum_d0_G,BPS_low_wk22_control_d2_A,BPS_low_wk22_control_d2_B,BPS_low_wk22_control_d2_C,BPS_low_wk22_control_d2_D,BPS_low_wk22_control_d2_E,BPS_low_wk22_control_d2_F,BPS_low_wk22_control_d2_G,BPS_low_wk22_bps_d2_A,BPS_low_wk22_bps_d2_B,BPS_low_wk22_bps_d2_C,BPS_low_wk22_bps_d2_D,BPS_low_wk22_bps_d2_E,BPS_low_wk22_bps_d2_F,BPS_low_wk22_bps_d2_G,BPS_low_wk22_control_d7_A,BPS_low_wk22_control_d7_B,BPS_low_wk22_control_d7_C,BPS_low_wk22_control_d7_D,BPS_low_wk22_control_d7_E,BPS_low_wk22_control_d7_F,BPS_low_wk22_control_d7_G,BPS_low_wk22_bps_d7_A,BPS_low_wk22_bps_d7_B,BPS_low_wk22_bps_d7_C,BPS_low_wk22_bps_d7_D,BPS_low_wk22_bps_d7_E,BPS_low_wk22_bps_d7_F,BPS_low_wk22_bps_d7_G,DINP_low_wk22_inoculum_d0_A,DINP_low_wk22_inoculum_d0_B,DINP_low_wk22_inoculum_d0_C,DINP_low_wk22_inoculum_d0_D,DINP_low_wk22_inoculum_d0_E,DINP_low_wk22_inoculum_d0_F,DINP_low_wk22_inoculum_d0_G,DINP_low_wk22_control_d2_A,DINP_low_wk22_control_d2_B,DINP_low_wk22_control_d2_C,DINP_low_wk22_control_d2_D,DINP_low_wk22_control_d2_E,DINP_low_wk22_control_d2_F,DINP_low_wk22_control_d2_G,DINP_low_wk22_dinp_d2_A,DINP_low_wk22_dinp_d2_B,DINP_low_wk22_dinp_d2_C,DINP_low_wk22_dinp_d2_D,DINP_low_wk22_dinp_d2_E,DINP_low_wk22_dinp_d2_F,DINP_low_wk22_dinp_d2_G,DINP_low_wk22_control_d7_A,DINP_low_wk22_control_d7_B,DINP_low_wk22_control_d7_C,DINP_low_wk22_control_d7_D,DINP_low_wk22_control_d7_E,DINP_low_wk22_control_d7_F,DINP_low_wk22_control_d7_G,DINP_low_wk22_dinp_d7_A,DINP_low_wk22_dinp_d7_B,DINP_low_wk22_dinp_d7_C,DINP_low_wk22_dinp_d7_D,DINP_low_wk22_dinp_d7_E,DINP_low_wk22_dinp_d7_F,DINP_low_wk22_dinp_d7_G,DINP_low_wk40_inoculum_d0_A,DINP_low_wk40_inoculum_d0_B,DINP_low_wk40_inoculum_d0_C,DINP_low_wk40_inoculum_d0_D,DINP_low_wk40_inoculum_d0_E,DINP_low_wk40_inoculum_d0_F,DINP_low_wk40_inoculum_d0_G,DINP_low_wk40_control_d2_A,DINP_low_wk40_control_d2_B,DINP_low_wk40_control_d2_C,DINP_low_wk40_control_d2_D,DINP_low_wk40_control_d2_E,DINP_low_wk40_control_d2_F,DINP_low_wk40_control_d2_G,DINP_low_wk40_dinp_d2_A,DINP_low_wk40_dinp_d2_B,DINP_low_wk40_dinp_d2_C,DINP_low_wk40_dinp_d2_D,DINP_low_wk40_dinp_d2_E,DINP_low_wk40_dinp_d2_F,DINP_low_wk40_dinp_d2_G,DINP_low_wk40_control_d7_A,DINP_low_wk40_control_d7_B,DINP_low_wk40_control_d7_C,DINP_low_wk40_control_d7_D,DINP_low_wk40_control_d7_E,DINP_low_wk40_control_d7_F,DINP_low_wk40_control_d7_G,DINP_low_wk40_dinp_d7_A,DINP_low_wk40_dinp_d7_B,DINP_low_wk40_dinp_d7_C,DINP_low_wk40_dinp_d7_D,DINP_low_wk40_dinp_d7_E,DINP_low_wk40_dinp_d7_F,DINP_low_wk40_dinp_d7_G
407.9535__1.233,1090929.121,1559383.46,1349453.517,1368273.277,1477193.108,1100409.599,1305703.392,1551018.953,1786823.922,1062158.275,1399772.725,2062064.931,2204810.483,1915562.354,1380633.791,1160599.248,581004.7256,1889673.204,1735106.499,1394000.917,1953168.864,609231.2418,1428856.776,1328051.062,1172131.121,1505152.235,1626242.716,2354859.867,1442402.874,1569692.134,1746801.542,1529615.03,1656478.813,1388577.288,615894.4683,1261969.966,1844903.104,2842220.573,2163279.16,2462956.38,2400360.176,2083889.935,2240094.51,1892103.838,1443861.189,1993215.852,1777443.67,1589148.516,1073159.83,1646831.521,1239807.412,1046260.868,1556262.883,2222832.876,432946.6836,457918.0375,593386.6284,1440041.019,1416876.656,1341108.611,2383040.81,1490228.85,1205411.415,1875919.793,840766.2434,661853.4634,1745202.07,2057888.5,2799332.257,23132.64212,1504321.836,619741.3462,890918.6508,1805632.225,1486878.005,982818.5032,1540233.921,1771055.782,1726738.314,2094914.735,1705372.413,1491311.947,874649.7233,2905750.652,1435563.371,2990275.807,1604706.18,2278583.837,1017289.981,2126377.99,1876406.907,511152.8765,683072.1633,2994765.552,1373806.009,1371310.181,3018107.627,1317311.118,2900831.222,2320345.119,2527947.352,3123470.486,3793114.617,2437827.498,2118823.544,963795.1243,1582668.084,1444772.109,1364225.133,1249671.331,1099304.104,1297574.209,1474793.946,1743794.401,1569849.908,1347767.591,1196372.062,1322568.147,23857.24145,1365581.641,2056798.701,1207242.743,1326789.379,1440189.443,1750018.455,1661243.205,1457536.01,1353904.753,1304265.234,1706326.108,536446.6929,2197776.446,1918709.477,1888986.259,1589717.691,1114509.724,1473060.644,1806741.634,1748383.826,22833.47286,548232.1979,1122404.509,605827.7387,1726457.741,1662585.563,1250617.379,1511249.364,585709.5089,565686.6028,735962.5165,1434498.192,1268607.765,1538237.682,1431975.781,891887.815,585459.7929,764499.1307,1898328.823,1843321.246,1589790.626,1429484.823,814574.8285,1005105.29,1189772.874,1297114.901,2126161.532,1175308.117,2137186.906,1021108.679,1192888.532,1024309.794,2225086.216,1181100.69,1856857.318,2373920.991
79.96183__1.274,3370046.341,5382912.254,2223169.871,2866117.941,2218811.512,1296584.631,2348894.15,4298840.953,7067626.249,3478418.261,6986381.741,6853629.095,11648984.49,3371077.031,5909183.808,8967348.387,2188311.295,8777646.622,3180595.469,5198902.649,14511906.43,2759262.714,18162276.89,20656876.82,2837289.113,2660110.931,1630774.693,1542591.359,6152992.184,2425915.039,4565355.712,2030124.992,1478198.717,1379998.065,576249.9961,3197417.443,3851947.373,4188672.304,4805576.179,4386178.457,3872897.829,3269035.835,15227598.91,5969563.718,15124285.05,14264121.94,12870296.38,15998753.66,12624438.93,10993884.31,8952940.914,10922284.23,11253797.22,6099858.437,7477069.041,5732466.859,14337529.08,1394969.016,1365235.366,31106173.32,2134672.229,19212422.25,2436578.644,17082669.76,1858447.728,13635869.34,25257992.57,32350119.6,14633574.12,390434.3747,3912879.749,3403443.277,3873764.713,5665122.465,4617771.67,4320634.294,5346682.466,12426200.17,16803402.39,14672763.83,1710051.123,28549512.62,11908272.46,4739685.57,14544264.74,12520046.99,9048204.163,2519199.293,5363470.431,4219414.562,2393080.57,3758811.792,4718970.141,4579389.992,24701862.7,1436794.203,19213342.78,29886489.81,2874513.856,1817006.738,33672696.39,1291087.268,2887890.118,6083691.955,1918576.319,4196756.114,5012506.554,5118708.657,4049726.322,2442584.301,4809198.47,4308159.977,12331069.24,6552275.962,10209278.59,22625244.64,28695605.17,8350400.422,39423.27847,4998807.568,4134024.999,18476906.72,8223843.164,6535211.085,23317246.51,4719801.568,31533833.58,33609817.02,30405033.97,22698849.81,12418813.34,1202661.441,4984412.876,11868735.03,29816193.36,12282507.71,1546927.565,30849606.5,19118657.02,31581.67357,3281630.913,4449614.191,4016948.609,8926495.677,9337213.737,7801790.473,8881490.914,12937584.75,16479910.23,7171203.509,7646849.41,7040398.267,18691788.69,18205789.98,3721465.984,9908023.882,12957882.09,6584955.853,19349445.16,3657985.137,13964561.57,20636086.05,826290.6465,12381429.54,411656.2052,3434965.876,18509300.16,1526649.998,3097939.695,20638616.37,30249728.74,15288360.8,24024910.03,30337277.43,6213579.438
64.95108__7.38,179462.5264,194496.1821,171401.2706,176886.3286,186872.6862,177127.5038,175456.2901,567595.3172,411628.2256,174422.463,172210.3241,733787.6292,188925.0313,340051.8272,237005.1483,236636.5651,206635.0941,1956300.103,1017526.256,244592.2249,242272.4828,187915.3002,186212.4477,1523182.802,183120.9994,187088.0402,173347.9277,176348.0811,543217.0731,265988.6969,361935.3293,207353.9857,227333.0742,258093.8964,205045.0165,180832.24,182460.4434,170962.4532,183391.1633,178119.954,206294.6175,178727.7984,253299.4195,1605022.586,425244.3258,543828.1,327193.6522,345189.8643,180061.9505,219945.4521,231267.9417,564056.1949,231453.92,248735.1363,210856.0644,184785.6325,188212.3108,380632.487,177771.7183,2275775.722,277515.7668,848999.159,200378.4389,700942.7039,185825.872,198964.0253,1691737.028,1685917.256,1675263.666,181061.3553,184428.9893,191789.5527,185062.8887,186414.0942,185281.4297,183835.0863,181763.1891,999039.9806,261311.5343,355398.7724,2437557.642,4456292.295,183817.9124,6787773.144,819121.7928,5037893.247,3921316.138,419956.725,1563793.914,2603230.993,325537.905,655288.7032,713758.6918,571148.1766,2184748.248,1221490.276,8306478.619,2561713.646,4303413.168,1984090.566,5314989.86,2893427.246,5572491.968,3119320.986,2497782.526,173868.4649,173644.494,181910.8615,186914.0231,173857.1317,167142.4578,176440.8619,170967.1,4894856.291,4316971.816,243526.5473,3898052.287,311110.5907,174201.1567,2373349.622,2636009.112,1802348.626,3033523.594,3145839.247,178334.3176,4931556.523,2528918.521,270123.0018,230047.2889,3051409.802,178418.3007,2704512.758,2166690.567,3570564.555,2423008.371,1428833.655,3741350.6,842050.3344,681204.8589,170924.7046,171475.2313,197520.347,167920.5175,165144.7891,166980.3711,178325.3227,190176.1617,548481.8109,306429.4562,1767063.26,198577.2711,212183.6172,254833.201,196516.8462,187447.0685,177110.6776,328640.777,770832.8044,381077.5887,2059327.745,382943.3916,229724.1793,1628830.957,638289.0331,1146926.356,1669700.741,2261814.345,3326121.581,1127634.974,337725.2323,290395.5624,1175822.736,2959084.223,3131485.77,5696109.883
319.81157__1.4,608079.7162,571097.6513,3217094.081,968871.866,1129204.076,3914539.444,4184501.951,1678025.384,1596227.929,3438250.094,3666865.744,1172993.707,1468588.841,2053540.843,1787759.641,1262953.75,2253335.522,1491079.828,1017974.698,217388.3938,602458.278,1019411.729,1824814.135,183858.7402,2045586.44,728299.6877,2202606.009,3989928.317,1418974.033,1890702.704,1318870.986,812978.6064,3706130.608,2658353.594,1406529.39,1432623.934,1168495.296,2545321.5,2908082.786,2248123.401,2027778.906,3202683.149,761826.4643,1508680.294,359252.1302,348000.8375,943801.9114,2111844.618,1226241.695,1680587.482,643736.7954,3055320.19,1288243.694,1541566.273,842345.5494,1776288.4,1101112.451,1906834.419,1732499.31,676307.1859,2388527.781,1170726.565,2153372.347,1312351.007,1549998.849,442714.9528,581536.6994,527313.8558,214177.3018,18866.67908,1666273.7,3249580.583,1609401.128,1693937.522,1779148.488,1234479.325,1884209.855,1069035.095,1091183.592,951557.3544,2076012.345,892010.7757,842989.7938,1153978.388,1022761.718,205461.5127,1857312.169,2385462.229,2045405.548,1636384.811,2279465.486,1870926.412,1767575.922,781472.6367,1222647.05,2403508.615,522881.5173,729009.8981,2030421.67,2703129.796,1047056.39,2642618.486,1734991.899,1758423.719,3898970.511,1959922.723,2569414.136,1897800.261,2496428.842,1401477.068,1625934.662,2175709.776,805031.238,1767344.55,1613059.533,462382.4011,1533996.822,1949893.516,19843.87472,2522047.184,3566386.492,842791.1541,1362331.044,1675649.61,915419.1428,845868.9244,317601.4324,373637.9282,435586.4416,324874.1725,1265162.717,2200499.795,1333649.795,861451.1755,293436.7488,1621975.522,2123722.886,388539.6164,548170.4126,16805.39747,1277616.281,1785786.987,1245224.179,1174867.609,3086950.422,3483699.757,3145386.182,1494846.619,854602.7595,1545104.944,1427916.762,1224103.14,938986.8431,176228.8147,2348228.286,1934085.809,1841691.423,2045122.562,433495.8238,1482815.97,1087969.433,1553609.659,2308344.921,1295961.123,2643944.526,2194668.344,762312.3253,1977033.004,1663468.443,509775.4845,706473.7876,1213443.677,1313708.926,397007.253,1634430.975
253.97939__1.244,3826180.214,4302514.939,3450257.447,4734773.621,4758620.736,4286542.283,3485395.895,2688542.831,3463329.971,2713338.276,4045195.531,3680093.096,3465661.479,4021981.572,2679206.122,2462607.302,2376499.471,3935561.054,3119366.601,3713806.457,2506334.635,2790842.782,2861718.982,1509642.046,2949368.806,2978288.322,4425620.792,4433623.529,2328826.185,3246754.896,3769397.057,3142170.868,3781968.667,2559127.074,2037986.408,3910891.52,2523992.096,2651170.026,7306845.453,3043169.56,3236104.2,4557553.356,3571475.493,2096718.359,2105751.214,3864690.249,2207985.764,3057943.111,2764002.381,2597282.331,1836202.507,1154149.497,5224048.248,3351294.203,299961.5503,943626.1867,237949.737,4111475.423,2522233.495,2316913.482,3300644.145,2942738.735,3324713.825,2822971.182,1562906.892,769670.0034,4654946.724,2381306.626,2887974.512,18155.95721,785540.716,825998.1436,879699.2744,236060.2074,223197.1424,335403.0098,205751.2045,933963.8914,645485.6576,574804.925,232222.9983,197630.3659,160177.7433,198077.4215,350567.7152,230627.8142,425551.0673,202806.475,186485.1186,488434.4914,354790.4066,470761.4868,792577.0679,582063.0591,221138.7257,633223.1998,953957.2438,194025.7135,3506365.121,4190978.709,1123486.989,449881.0111,1426159.674,702190.5815,215855.4485,221790.3078,817095.5727,613195.7998,229325.239,223014.5696,240772.3847,224231.2137,235805.3462,782291.9102,573730.4747,209184.3647,226443.1836,234021.4774,18660.60045,188962.8388,552498.8711,225959.9743,195742.4965,241643.9078,222387.0215,244357.0439,234889.9711,234472.2965,202933.0367,257883.6041,417235.0291,230463.37,220942.6946,229630.1592,211740.6767,232679.0646,223113.8551,251659.4268,242720.7472,17910.53047,191318.996,221144.3059,212771.2694,230677.9241,191390.8477,217466.8824,216001.0977,163550.9704,200123.8235,178733.9665,178076.845,183227.5902,228244.1305,230292.7778,222544.2214,211604.9107,190111.9814,184430.4797,219653.3918,205726.3159,243869.9772,185506.5732,193070.2553,185442.4651,163715.9318,216232.9321,204567.4123,213389.682,200161.9116,244164.9534,203856.1509,248167.4938,190601.4544,218362.9042,249275.3253
261.8051__1.395,1111437.638,1240102.87,1661339.132,1432320.814,1683199.421,1719305.621,2042742.022,1609729.756,1716127.915,1786991.521,1401237.086,1524023.301,1491530.82,1504107.649,1540892.423,1695619.113,1696662.56,1902870.002,1507590.41,2240055.739,1252239.426,1422959.853,2010872.273,1207917.37,1538526.53,1150505.921,1153735.731,1362039.226,1366041.568,1684266.992,1644550.162,1316544.35,1448743.658,1175369.164,1102156.411,1946445.031,1486948.647,1869046.751,1535154.17,2114263.394,1826691.812,1852868.637,1486331.248,1101501.446,1016530.616,1377251.157,1634349.248,898891.682,734378.2595,1461960.063,1270419.129,2343373.746,1337165.165,1465964.062,1060643.01,1525377.359,1157580.294,1365216.443,1472447.57,556530.6026,1522437.131,1314755.042,1448040.739,1166266.201,1479893.828,1240226.75,1183130.827,1428115.377,814252.032,33849.2907,1662135.43,1482935.315,1620207.809,2089538.75,1602783.196,1443616.206,1415091.656,1092080.062,1252865.534,953328.086,1778047.065,1415143.41,1464002.933,1963165.174,1134648.752,1384946.047,1423015.642,1847521.464,1944193.367,1539822.715,2523756.469,1327386.527,1441227.169,1488469.188,1710104.438,1610684.261,1848540.515,1885609.866,2043857.79,1955884.213,1392549.703,2126693.444,2368898.873,1955979.516,2618608.931,2607733.837,2194302.296,2730560.331,1966747.715,1714957.947,2051650.41,2440912.815,1484662.585,1749457.722,1494158.212,1675162.093,1654664.307,1685510.127,34094.29516,1578238.531,2096917.251,1451021.458,1325486.243,1596559.768,1252048.351,1377535.646,466535.0738,724663.0005,1051717.896,347380.9699,4087621.962,1511330.067,1717171.105,1092798.413,1124506.471,1779086.743,1667174.87,1051955.307,1405926.98,33503.39288,1422979.628,1363850.045,1470873.354,1644938.224,1869745.425,1517722.555,1667994.9,1615670.485,1249384.68,1096981.834,1441247.783,1406955.982,1322220.924,1177859.359,1840416.696,1412303.57,1466144.297,1690876.227,1591264.77,1723649.353,2025887.881,1601260.322,2013329.422,1550831.988,2988968.416,1467985.668,1056038.266,1298164.631,1290189.973,1357706.985,811951.1125,1062058.006,2330832.153,1310066.579,1431449.33
329.10339__6.768,1108254.751,1149810.741,818714.7426,97629.23535,100140.2557,513187.7683,145448.9742,1621835.975,1452556.496,616478.6188,101171.7018,95673.37976,431093.4525,411967.6092,1420388.379,1882424.753,855493.6625,98849.1972,95194.8084,423764.0101,646267.7972,404593.4986,1422364.355,1242897.219,93676.56813,104748.513,151204.2453,574844.1905,1204577.417,1297692.115,1796914.838,92085.81784,94256.4162,101254.3362,93882.65695,1464961.741,1044611.184,1725955.037,88861.29052,88096.83227,94896.17934,123024.0753,1951117.973,1540732.309,1693188.688,104263.4132,96643.19642,96154.60416,165240.4496,1780383.917,486775.6824,969020.3618,99105.31644,102069.2435,92722.91533,85411.68827,453171.6416,802745.6454,1951627.499,116169.4364,94787.11152,100145.6665,111885.8415,1665964,694186.455,233740.6429,97394.47025,111914.934,107877.6783,80288.07836,710781.0474,557265.5,787022.1458,953726.2597,254061.5049,162736.0011,408163.7201,752950.7392,1564841.05,1589144.847,1018392.058,126813.1261,495711.3096,515886.0512,666592.0538,2187461.227,1154052.287,1103603.79,96176.55612,2079475.118,376985.1017,151530.4932,466326.4173,1895544.741,537557.1823,105599.9946,2036348.633,169430.9797,1863006.886,1598867.852,1720885.947,1547700.03,566665.7536,1873973.183,307314.7785,642538.9704,1059890.108,1177283.987,981590.1301,1104050.681,1488054.864,2336388.289,843063.8553,1595764.076,1032027.085,223423.7584,1264103.992,935101.3812,83732.90445,896823.1459,1538685.172,1285254.192,565542.3203,1156696.052,1450639.063,2044817.627,880025.0857,1230492.79,566581.3371,547453.5797,229769.1588,1478005.256,2425915.242,905224.9891,1257469.539,675212.7474,444658.6627,1628605.52,1567001.098,81283.26034,1177368.287,877876.8172,976580.6065,87552.67617,2435885.18,623979.0943,1813349.756,1338394.951,958246.0516,1166175.111,100125.0253,2339402.286,1023411.885,2053571.373,1675251.4,663945.3639,1019192.848,433888.8961,2884888.683,733344.8308,1069133.309,1451416.78,1075969.967,1375607.246,113915.2421,4904322.048,621932.7282,2751961.153,1839355.771,1308347.688,1501954.691,187691.0186,2515671.568,1205468.025,2450218.9
107.04894__5.577,1216353.869,1557171.25,1402893.718,1804872.879,186875.2984,1645439.097,224137.576,1175820.254,1584694.237,1454648.82,2530506.672,2290321.659,2783578.335,285445.061,1189940.339,1279980.466,1216522.727,2344042.635,2176198.777,2433035.082,1883843.907,1330771.928,1799061.393,2240977.194,2472894.128,2492856.415,259656.0525,177760.8256,1312318.99,1614981.281,1654456.935,233710.9116,2121351.644,1659746.855,1264406.188,1087984.089,153206.1375,1206423.552,1302915.431,157747.4767,1337389.176,219300.8623,1450537.456,1507599.984,1377319.701,1681276.404,1978591.59,1968146.326,2457440.817,1076686.098,1345793.425,1139913.773,2156741.383,1187954.501,1367379.28,652359.847,1934346.867,821891.324,280147.301,2001124.859,1564530.157,799980.2714,2345123.348,2291058.415,2001608.253,1241476.952,2155768.403,1896501.732,3050775.889,935915.48,372489.0477,141351.569,1295613.585,892735.2443,1151160.196,883993.5405,1196382.574,351837.9604,1742883.879,2085717.212,2076295.181,2576035.987,2189340.721,1591412.048,144042.7461,2057503.095,1436097.703,1056266.66,542665.3524,1938424.213,819106.0648,1151585.183,1283481.598,2295102.376,3915200.615,1488448.968,7887191.303,3719225.658,247832.7632,2632419.809,3939451.082,890754.4815,1796835.283,2147982.251,837841.8037,946387.669,1116691.312,1057774.337,1143294.139,1066693.263,895739.0033,759415.1894,1174347.299,1109789.171,1257409.914,1558205.737,2596099.3,1261350.095,191959.5724,1557013.789,1311363.006,1584647.765,1718232.64,1707663.763,817320.2859,618567.7374,2492592.091,4345943.595,3260275.462,3999468.555,951473.3297,2565991.51,1050143.051,1428354.229,3430312.269,2552006.565,2254050.147,4644284.25,3019467.14,554919.5945,1261867.727,1608713.381,1134531.364,671696.8854,555204.7563,1127116.041,1632978.779,1439018.345,1808082.402,1838878.432,2316248.125,1462205.395,3289775.413,2454340.482,1378828.892,1717614.928,1012247.613,479096.3707,2151863.422,1207527.453,1414962.195,2345320.088,2033832.804,4228050.66,951215.7144,950006.1149,3393649.494,3033651.385,2012329.341,3660270.729,5352839.869,2731132.001,4152948.924,5553133.593,3148626.612
297.20747__8.276,352150.3874,3284673.312,2620137.944,1914951.652,2620761.345,2629360.244,2287694.057,379198.9302,385249.9138,4311815.279,2821254.317,2736152.711,2829517.777,9219263.826,2644713.587,2885875.21,2383610.26,2208500.406,2746974.466,2714592.796,395725.0429,2388891.834,2860823.274,2147674.816,6279440.991,3429401.751,2609043.029,9103153.942,2592978.549,2710193.303,2556667.859,5943002.337,7129653.574,2536649.551,9482351.215,2571276.857,2787836.637,2628749.337,2566051.296,2598636.76,2650038.265,2660138.856,2798797.161,4988310.84,2911787.68,370145.7787,2716630.916,3153965.045,4874339.989,359577.4572,3926642.053,2787968.648,2431963.938,3142688.523,2068873.667,535625.1518,3098343.238,2433622.15,2464323.463,2364781.134,3587349.451,9284369.151,2608197.598,351572.7438,3088590.42,2384455.014,3094046.469,2620954.368,2999218.385,2646034.818,501986.3862,3016033.02,4252586.5,430826.267,2716493.129,3203502.871,3713982.886,2414942.486,2897328.227,8742453.923,3727340.961,7884488.012,8764040.212,4061271.241,2292051.2,367431.3517,2825689.766,2386444.703,4619705.009,3467230.457,2244914.001,3510716.641,2585174.128,2549566.616,2896509.421,2654096.329,2466709.857,3080837.46,387379.8033,2499253.26,2631938.266,3641993.587,2211312.92,2760946.905,2530728.944,2199551.319,2446710.168,2589517.287,2699620.609,2413250.938,2580591.176,389375.763,2462774.03,2493977.836,399375.4377,2104267.065,2967063.738,2312641.206,3030399.1,2411389.808,2219921.152,7954364.924,2401807.676,2726075.598,2620632.7,2392196.175,3957734.458,3389160.235,1770208.34,2404980.235,3046101.368,7104036.882,2444275.633,2357946.865,2580601.06,3268166.392,2210418.226,2047879.467,2439472.028,2607470.584,2893031.49,2705047.92,2897878.235,2616775.762,8763558.898,2726277.201,2396787.461,2805258.441,3391384.546,3418073.465,2769757.258,2776525.837,2557071.3,3103113.041,2844110.337,369352.0806,2525116.893,3099703.577,2623922.214,2601218.631,2787988.332,3122848.385,3082797.036,7777608.969,2828905.179,2670803.054,3004366.009,2321141.597,2620424.315,2596395.207,2108138.754,3485438.491,2700875.093,2505879.045,2240120.424
385.09318__7.02,87944.04567,82720.65689,81410.5032,923166.5527,863105.5527,689935.4794,197911.4558,80196.31631,90579.42696,75501.12197,1699495.768,1880411.679,3206142.21,1213076.777,73536.43823,118155.3246,74213.81068,1879382.776,1975183.451,2133325.118,1234546.745,75458.294,672828.0958,575307.3882,2327219.498,2577546.965,2140616.948,3061171.449,176035.6214,400089.6079,512264.4035,1722510.886,1812408.152,1109502.523,619248.8015,71725.81006,82701.47865,77495.26255,77512.27846,79900.51717,80992.29739,114941.4731,515153.1361,135259.8584,436673.257,238333.6179,376859.561,82333.65335,355566.5612,480097.0335,82095.45044,151523.4044,143738.236,91307.52882,76492.34163,75738.5335,76480.55027,367817.8122,230363.8953,261480.1531,525986.689,80275.3958,416053.364,656409.8806,201229.9088,198751.2622,185657.8028,382596.979,349747.7114,80876.8523,73335.82671,72579.07848,72174.27647,75923.94589,79507.38888,74898.84603,75285.17567,74457.72879,147888.2197,76149.56532,207577.9162,81871.82804,236265.8436,230860.2706,73326.74251,278154.1038,77836.33604,331734.6515,71023.64708,848832.9899,337154.7835,78181.72672,77323.31153,188433.745,246789.6942,84215.50261,1598346.947,130054.6399,235402.697,309092.9677,193603.7259,519605.4007,577736.66,1135137.625,95347.14263,75997.08921,82857.87113,84048.82855,78368.65633,79291.44864,80160.44141,77440.36394,77327.07772,210766.0045,79551.72138,79177.30551,277468.3726,185161.5759,70919.21041,78790.69167,215705.0956,87631.79025,129710.5316,260959.3146,300013.6348,388826.61,136001.1785,335734.8601,83418.68395,97472.53646,77523.79837,635434.9256,394852.6528,161469.9078,130144.6846,80721.21852,115771.8182,325573.2939,687216.593,71114.96591,79702.81346,76916.14828,78233.78309,71706.59192,76974.27528,76866.68408,77036.08817,83160.76218,140469.8065,170893.6815,346271.0689,399492.9928,365518.8946,534106.7834,98959.75647,80092.35959,205074.4897,1308153.972,356842.6551,212396.856,366358.731,350655.1895,517217.5599,499123.7725,541495.6899,792656.2271,302889.5949,1005128.275,497801.6451,475083.8775,646560.8313,1468120.642,330963.69,577943.0733,863652.0122
