mz__rtMin	putative_mw	exact_mass	kegg_id	name	formula	pathways	annotation
147.06517__1.255	148.07245	148.0736	C04104	2,3-Dihydroxy-3-methylpentanoate; 2,3-Dihydroxy-3-methylvalerate; Muconolactone; 5-Oxo-2,5-dihydrofuran-2-acetate; 4-Carboxymethyl-4-hydroxyisocrotonolactone; 20-Hydroxy-3-oxopregn-4-en-21-al	C6H12O4	Metabolic pathways;ABC transporters;Microbial metabolism in diverse environments;Vitamin B6 metabolism;Benzoate degradation;Degradation of aromatic compounds;Toluene degradation	putative_multi
147.06517__1.255	148.07245	148.0736	C06471	Abequose; 3,6-Dideoxy-D-galactose; 3,6-Dideoxy-D-xylo-hexose; 3-Deoxy-D-fucose; L-Iduronic acid	C6H12O4	Metabolic pathways;Microbial metabolism in diverse environments;Selenocompound metabolism;Pentose phosphate pathway;Aminoacyl-tRNA biosynthesis	putative_multi
147.06526__2.488	148.07254	148.0736	C04104	2,3-Dihydroxy-3-methylpentanoate; 2,3-Dihydroxy-3-methylvalerate; Muconolactone; 5-Oxo-2,5-dihydrofuran-2-acetate; 4-Carboxymethyl-4-hydroxyisocrotonolactone; 20-Hydroxy-3-oxopregn-4-en-21-al	C6H12O4	Metabolic pathways;ABC transporters;Microbial metabolism in diverse environments;Vitamin B6 metabolism;Benzoate degradation;Degradation of aromatic compounds;Toluene degradation	putative_multi
147.06526__2.488	148.07254	148.0736	C06471	Abequose; 3,6-Dideoxy-D-galactose; 3,6-Dideoxy-D-xylo-hexose; 3-Deoxy-D-fucose; L-Iduronic acid	C6H12O4	Metabolic pathways;Microbial metabolism in diverse environments;Selenocompound metabolism;Pentose phosphate pathway;Aminoacyl-tRNA biosynthesis	putative_multi
149.00803__0.964	150.01547	150.0164	C00551	beta-D-Glucan; beta-Glucan; Benzenemethanol; Phenylmethanol; Phenylcarbinol; Hydroxymethylbenzene; (+)-Neomenthol	C4H6O6	Metabolic pathways;Purine metabolism;Biosynthesis of secondary metabolites;Nucleotide metabolism;Glyoxylate and dicarboxylate metabolism;ABC transporters;Microbial metabolism in diverse environments;Arginine and proline metabolism;Cyanoamino acid metabolism;Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;Degradation of aromatic compounds;beta-Alanine metabolism;Inositol phosphate metabolism;Neutrophil extracellular trap formation;Toluene degradation;Monoterpenoid biosynthesis	putative_single
149.00804__0.917	150.01552	150.0164	C00551	beta-D-Glucan; beta-Glucan; Benzenemethanol; Phenylmethanol; Phenylcarbinol; Hydroxymethylbenzene; (+)-Neomenthol	C4H6O6	Metabolic pathways;Purine metabolism;Biosynthesis of secondary metabolites;Nucleotide metabolism;Glyoxylate and dicarboxylate metabolism;ABC transporters;Microbial metabolism in diverse environments;Arginine and proline metabolism;Cyanoamino acid metabolism;Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;Degradation of aromatic compounds;beta-Alanine metabolism;Inositol phosphate metabolism;Neutrophil extracellular trap formation;Toluene degradation;Monoterpenoid biosynthesis	putative_single
149.00811__0.449	150.01539	150.0164	C00551	beta-D-Glucan; beta-Glucan; Benzenemethanol; Phenylmethanol; Phenylcarbinol; Hydroxymethylbenzene; (+)-Neomenthol	C4H6O6	Metabolic pathways;Purine metabolism;Biosynthesis of secondary metabolites;Nucleotide metabolism;Glyoxylate and dicarboxylate metabolism;ABC transporters;Microbial metabolism in diverse environments;Arginine and proline metabolism;Cyanoamino acid metabolism;Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;Degradation of aromatic compounds;beta-Alanine metabolism;Inositol phosphate metabolism;Neutrophil extracellular trap formation;Toluene degradation;Monoterpenoid biosynthesis	putative_single
149.00842__2.603	150.01569	150.0164	C00551	beta-D-Glucan; beta-Glucan; Benzenemethanol; Phenylmethanol; Phenylcarbinol; Hydroxymethylbenzene; (+)-Neomenthol	C4H6O6	Metabolic pathways;Purine metabolism;Biosynthesis of secondary metabolites;Nucleotide metabolism;Glyoxylate and dicarboxylate metabolism;ABC transporters;Microbial metabolism in diverse environments;Arginine and proline metabolism;Cyanoamino acid metabolism;Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;Degradation of aromatic compounds;beta-Alanine metabolism;Inositol phosphate metabolism;Neutrophil extracellular trap formation;Toluene degradation;Monoterpenoid biosynthesis	putative_single
149.00847__3.563	150.01575	150.0164	C00551	beta-D-Glucan; beta-Glucan; Benzenemethanol; Phenylmethanol; Phenylcarbinol; Hydroxymethylbenzene; (+)-Neomenthol	C4H6O6	Metabolic pathways;Purine metabolism;Biosynthesis of secondary metabolites;Nucleotide metabolism;Glyoxylate and dicarboxylate metabolism;ABC transporters;Microbial metabolism in diverse environments;Arginine and proline metabolism;Cyanoamino acid metabolism;Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;Degradation of aromatic compounds;beta-Alanine metabolism;Inositol phosphate metabolism;Neutrophil extracellular trap formation;Toluene degradation;Monoterpenoid biosynthesis	putative_single
149.0085__1.923	150.0158	150.0164	C00551	beta-D-Glucan; beta-Glucan; Benzenemethanol; Phenylmethanol; Phenylcarbinol; Hydroxymethylbenzene; (+)-Neomenthol	C4H6O6	Metabolic pathways;Purine metabolism;Biosynthesis of secondary metabolites;Nucleotide metabolism;Glyoxylate and dicarboxylate metabolism;ABC transporters;Microbial metabolism in diverse environments;Arginine and proline metabolism;Cyanoamino acid metabolism;Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;Degradation of aromatic compounds;beta-Alanine metabolism;Inositol phosphate metabolism;Neutrophil extracellular trap formation;Toluene degradation;Monoterpenoid biosynthesis	putative_single
149.04446__1.047	150.05185	150.0528	C00215	D-Arabinose; D-Arabinopyranose; D-Glutaminic acid; D-2-Aminoglutaric acid; 5Z,8Z,11Z,14Z-Eicosatetraenoic acid; (5Z,8Z,11Z,14Z)-Icosa-5,8,11,14-tetraenoic acid; Nucleotide	C5H10O5	Metabolic pathways;Purine metabolism;Biosynthesis of secondary metabolites;Necroptosis;Platelet activation;Inflammatory mediator regulation of TRP channels;Aldosterone synthesis and secretion;Ferroptosis;Chloroalkane and chloroalkene degradation;Methane metabolism;Other carbon fixation pathways;Microbial metabolism in diverse environments;Carbon metabolism;Arginine and proline metabolism;Pyrimidine metabolism;Monobactam biosynthesis;Biosynthesis of various plant secondary metabolites;Regulation of lipolysis in adipocytes;Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;D-Amino acid metabolism;Biosynthesis of phenylpropanoids;Degradation of aromatic compounds;beta-Alanine metabolism;Inositol phosphate metabolism;Propanoate metabolism;Biosynthesis of various alkaloids;Retrograde endocannabinoid signaling;Long-term depression;Amoebiasis;Amino sugar and nucleotide sugar metabolism;Biosynthesis of nucleotide sugars;Sulfur metabolism;Sulfur cycle;Vascular smooth muscle contraction;Fc epsilon RI signaling pathway;Fc gamma R-mediated phagocytosis;Serotonergic synapse;Phototransduction - fly;GnRH signaling pathway;Oxytocin signaling pathway;Leishmaniasis;Phenylpropanoid biosynthesis;Ubiquinone and other terpenoid-quinone biosynthesis;Biosynthesis of unsaturated fatty acids;Arachidonic acid metabolism;Linoleic acid metabolism;Ovarian steroidogenesis;Eicosanoids;Flavonoid biosynthesis;Stilbenoid, diarylheptanoid and gingerol biosynthesis	putative_multi
149.04446__1.047	150.05185	150.0528	C00508	L-Ribulose; L-erythro-Pentulose; L-Arabinoketose; L-Arabinulose; L-Riboketose; CDP-glycerol	C5H10O5	Metabolic pathways;Biosynthesis of secondary metabolites;Fatty acid degradation;Microbial metabolism in diverse environments;Pentose and glucuronate interconversions;Phenylalanine metabolism;Benzoate degradation;D-Amino acid metabolism;Biosynthesis of phenylpropanoids;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Degradation of aromatic compounds;Propanoate metabolism;Ethylbenzene degradation;Fatty acid metabolism;Biosynthesis of various siderophores;Sulfur metabolism;Degradation of flavonoids;Glycerophospholipid metabolism;Teichoic acid biosynthesis;Sulfur cycle;Aminobenzoate degradation;Toluene degradation;Styrene degradation;Biosynthesis of unsaturated fatty acids;Flavonoid biosynthesis;Isoflavonoid biosynthesis	putative_multi
149.04446__1.047	150.05185	150.0528	C01508	L-Xylose; L-Xylofuranose; 3-[N6-(4-Hydroxyisopentenyl)adeninyl]-L-alanine; (S)-2-Amino-3-{[(E)-4-hydroxy-3-methylbut-2-enylamino]purin-9-yl}propanoic acid; L-Lyxose	C5H10O5	Metabolic pathways;Zeatin biosynthesis;Biosynthesis of secondary metabolites;Neuroactive ligand-receptor interaction;Pentose and glucuronate interconversions;Biosynthesis of alkaloids derived from shikimate pathway;Degradation of flavonoids;Isoquinoline alkaloid biosynthesis;Flavonoid biosynthesis;Monoterpenoid biosynthesis;Flavone and flavonol biosynthesis;Drug metabolism - cytochrome P450	putative_multi
149.04446__1.047	150.05185	150.0528	C02603	alpha-L-Arabinopyranose; alpha-L-Arabinose; (R)-Citramalate; (R)-Citramalic acid; (R)-alpha-Hydroxypyrotartaric acid; D-Citramalate; D-Citramalic acid; alpha-D-Mannoside; D-alpha-Hydroxypyrotartaric acid; (2R)-2-Hydroxy-2-methylbutanedioate; (S)-2-Hydroxy-2-methylsuccinic acid	C6H11O6R	Metabolic pathways;Biosynthesis of amino acids;Valine, leucine and isoleucine biosynthesis;C5-Branched dibasic acid metabolism;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;2-Oxocarboxylic acid metabolism;Metabolism of xenobiotics by cytochrome P450	putative_multi
149.04446__1.047	150.05185	150.0528	C21382	R-THMF; (2R,4S)-2-Methyl-2,3,3,4-tetrahydroxytetrahydrofuran; 3-Deoxy-D-glycero-D-galacto-non-2-ulosonate 9-phosphate; KDN 9-phosphate; 11a-Hydroxytetracycline	C5H10O5	Metabolic pathways;Quorum sensing;Microbial metabolism in diverse environments;Butanoate metabolism;Degradation of aromatic compounds;Biosynthesis of various nucleotide sugars;Biosynthesis of nucleotide sugars;Biofilm formation - Escherichia coli;Tetracycline biosynthesis	putative_multi
149.04451__0.435	150.05181	150.0528	C00215	D-Arabinose; D-Arabinopyranose; D-Glutaminic acid; D-2-Aminoglutaric acid; 5Z,8Z,11Z,14Z-Eicosatetraenoic acid; (5Z,8Z,11Z,14Z)-Icosa-5,8,11,14-tetraenoic acid; Nucleotide	C5H10O5	Metabolic pathways;Purine metabolism;Biosynthesis of secondary metabolites;Necroptosis;Platelet activation;Inflammatory mediator regulation of TRP channels;Aldosterone synthesis and secretion;Ferroptosis;Chloroalkane and chloroalkene degradation;Methane metabolism;Other carbon fixation pathways;Microbial metabolism in diverse environments;Carbon metabolism;Arginine and proline metabolism;Pyrimidine metabolism;Monobactam biosynthesis;Biosynthesis of various plant secondary metabolites;Regulation of lipolysis in adipocytes;Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;D-Amino acid metabolism;Biosynthesis of phenylpropanoids;Degradation of aromatic compounds;beta-Alanine metabolism;Inositol phosphate metabolism;Propanoate metabolism;Biosynthesis of various alkaloids;Retrograde endocannabinoid signaling;Long-term depression;Amoebiasis;Amino sugar and nucleotide sugar metabolism;Biosynthesis of nucleotide sugars;Sulfur metabolism;Sulfur cycle;Vascular smooth muscle contraction;Fc epsilon RI signaling pathway;Fc gamma R-mediated phagocytosis;Serotonergic synapse;Phototransduction - fly;GnRH signaling pathway;Oxytocin signaling pathway;Leishmaniasis;Phenylpropanoid biosynthesis;Ubiquinone and other terpenoid-quinone biosynthesis;Biosynthesis of unsaturated fatty acids;Arachidonic acid metabolism;Linoleic acid metabolism;Ovarian steroidogenesis;Eicosanoids;Flavonoid biosynthesis;Stilbenoid, diarylheptanoid and gingerol biosynthesis	putative_multi
149.04451__0.435	150.05181	150.0528	C00508	L-Ribulose; L-erythro-Pentulose; L-Arabinoketose; L-Arabinulose; L-Riboketose; CDP-glycerol	C5H10O5	Metabolic pathways;Biosynthesis of secondary metabolites;Fatty acid degradation;Microbial metabolism in diverse environments;Pentose and glucuronate interconversions;Phenylalanine metabolism;Benzoate degradation;D-Amino acid metabolism;Biosynthesis of phenylpropanoids;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Degradation of aromatic compounds;Propanoate metabolism;Ethylbenzene degradation;Fatty acid metabolism;Biosynthesis of various siderophores;Sulfur metabolism;Degradation of flavonoids;Glycerophospholipid metabolism;Teichoic acid biosynthesis;Sulfur cycle;Aminobenzoate degradation;Toluene degradation;Styrene degradation;Biosynthesis of unsaturated fatty acids;Flavonoid biosynthesis;Isoflavonoid biosynthesis	putative_multi
149.04451__0.435	150.05181	150.0528	C01508	L-Xylose; L-Xylofuranose; 3-[N6-(4-Hydroxyisopentenyl)adeninyl]-L-alanine; (S)-2-Amino-3-{[(E)-4-hydroxy-3-methylbut-2-enylamino]purin-9-yl}propanoic acid; L-Lyxose	C5H10O5	Metabolic pathways;Zeatin biosynthesis;Biosynthesis of secondary metabolites;Neuroactive ligand-receptor interaction;Pentose and glucuronate interconversions;Biosynthesis of alkaloids derived from shikimate pathway;Degradation of flavonoids;Isoquinoline alkaloid biosynthesis;Flavonoid biosynthesis;Monoterpenoid biosynthesis;Flavone and flavonol biosynthesis;Drug metabolism - cytochrome P450	putative_multi
149.04451__0.435	150.05181	150.0528	C02603	alpha-L-Arabinopyranose; alpha-L-Arabinose; (R)-Citramalate; (R)-Citramalic acid; (R)-alpha-Hydroxypyrotartaric acid; D-Citramalate; D-Citramalic acid; alpha-D-Mannoside; D-alpha-Hydroxypyrotartaric acid; (2R)-2-Hydroxy-2-methylbutanedioate; (S)-2-Hydroxy-2-methylsuccinic acid	C6H11O6R	Metabolic pathways;Biosynthesis of amino acids;Valine, leucine and isoleucine biosynthesis;C5-Branched dibasic acid metabolism;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;2-Oxocarboxylic acid metabolism;Metabolism of xenobiotics by cytochrome P450	putative_multi
149.04451__0.435	150.05181	150.0528	C21382	R-THMF; (2R,4S)-2-Methyl-2,3,3,4-tetrahydroxytetrahydrofuran; 3-Deoxy-D-glycero-D-galacto-non-2-ulosonate 9-phosphate; KDN 9-phosphate; 11a-Hydroxytetracycline	C5H10O5	Metabolic pathways;Quorum sensing;Microbial metabolism in diverse environments;Butanoate metabolism;Degradation of aromatic compounds;Biosynthesis of various nucleotide sugars;Biosynthesis of nucleotide sugars;Biofilm formation - Escherichia coli;Tetracycline biosynthesis	putative_multi
149.0446__0.865	150.05187	150.0528	C00215	D-Arabinose; D-Arabinopyranose; D-Glutaminic acid; D-2-Aminoglutaric acid; 5Z,8Z,11Z,14Z-Eicosatetraenoic acid; (5Z,8Z,11Z,14Z)-Icosa-5,8,11,14-tetraenoic acid; Nucleotide	C5H10O5	Metabolic pathways;Purine metabolism;Biosynthesis of secondary metabolites;Necroptosis;Platelet activation;Inflammatory mediator regulation of TRP channels;Aldosterone synthesis and secretion;Ferroptosis;Chloroalkane and chloroalkene degradation;Methane metabolism;Other carbon fixation pathways;Microbial metabolism in diverse environments;Carbon metabolism;Arginine and proline metabolism;Pyrimidine metabolism;Monobactam biosynthesis;Biosynthesis of various plant secondary metabolites;Regulation of lipolysis in adipocytes;Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;D-Amino acid metabolism;Biosynthesis of phenylpropanoids;Degradation of aromatic compounds;beta-Alanine metabolism;Inositol phosphate metabolism;Propanoate metabolism;Biosynthesis of various alkaloids;Retrograde endocannabinoid signaling;Long-term depression;Amoebiasis;Amino sugar and nucleotide sugar metabolism;Biosynthesis of nucleotide sugars;Sulfur metabolism;Sulfur cycle;Vascular smooth muscle contraction;Fc epsilon RI signaling pathway;Fc gamma R-mediated phagocytosis;Serotonergic synapse;Phototransduction - fly;GnRH signaling pathway;Oxytocin signaling pathway;Leishmaniasis;Phenylpropanoid biosynthesis;Ubiquinone and other terpenoid-quinone biosynthesis;Biosynthesis of unsaturated fatty acids;Arachidonic acid metabolism;Linoleic acid metabolism;Ovarian steroidogenesis;Eicosanoids;Flavonoid biosynthesis;Stilbenoid, diarylheptanoid and gingerol biosynthesis	putative_multi
149.0446__0.865	150.05187	150.0528	C00508	L-Ribulose; L-erythro-Pentulose; L-Arabinoketose; L-Arabinulose; L-Riboketose; CDP-glycerol	C5H10O5	Metabolic pathways;Biosynthesis of secondary metabolites;Fatty acid degradation;Microbial metabolism in diverse environments;Pentose and glucuronate interconversions;Phenylalanine metabolism;Benzoate degradation;D-Amino acid metabolism;Biosynthesis of phenylpropanoids;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Degradation of aromatic compounds;Propanoate metabolism;Ethylbenzene degradation;Fatty acid metabolism;Biosynthesis of various siderophores;Sulfur metabolism;Degradation of flavonoids;Glycerophospholipid metabolism;Teichoic acid biosynthesis;Sulfur cycle;Aminobenzoate degradation;Toluene degradation;Styrene degradation;Biosynthesis of unsaturated fatty acids;Flavonoid biosynthesis;Isoflavonoid biosynthesis	putative_multi
149.0446__0.865	150.05187	150.0528	C01508	L-Xylose; L-Xylofuranose; 3-[N6-(4-Hydroxyisopentenyl)adeninyl]-L-alanine; (S)-2-Amino-3-{[(E)-4-hydroxy-3-methylbut-2-enylamino]purin-9-yl}propanoic acid; L-Lyxose	C5H10O5	Metabolic pathways;Zeatin biosynthesis;Biosynthesis of secondary metabolites;Neuroactive ligand-receptor interaction;Pentose and glucuronate interconversions;Biosynthesis of alkaloids derived from shikimate pathway;Degradation of flavonoids;Isoquinoline alkaloid biosynthesis;Flavonoid biosynthesis;Monoterpenoid biosynthesis;Flavone and flavonol biosynthesis;Drug metabolism - cytochrome P450	putative_multi
149.0446__0.865	150.05187	150.0528	C02603	alpha-L-Arabinopyranose; alpha-L-Arabinose; (R)-Citramalate; (R)-Citramalic acid; (R)-alpha-Hydroxypyrotartaric acid; D-Citramalate; D-Citramalic acid; alpha-D-Mannoside; D-alpha-Hydroxypyrotartaric acid; (2R)-2-Hydroxy-2-methylbutanedioate; (S)-2-Hydroxy-2-methylsuccinic acid	C6H11O6R	Metabolic pathways;Biosynthesis of amino acids;Valine, leucine and isoleucine biosynthesis;C5-Branched dibasic acid metabolism;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;2-Oxocarboxylic acid metabolism;Metabolism of xenobiotics by cytochrome P450	putative_multi
149.0446__0.865	150.05187	150.0528	C21382	R-THMF; (2R,4S)-2-Methyl-2,3,3,4-tetrahydroxytetrahydrofuran; 3-Deoxy-D-glycero-D-galacto-non-2-ulosonate 9-phosphate; KDN 9-phosphate; 11a-Hydroxytetracycline	C5H10O5	Metabolic pathways;Quorum sensing;Microbial metabolism in diverse environments;Butanoate metabolism;Degradation of aromatic compounds;Biosynthesis of various nucleotide sugars;Biosynthesis of nucleotide sugars;Biofilm formation - Escherichia coli;Tetracycline biosynthesis	putative_multi
149.04462__4.821	150.05196	150.0528	C00215	D-Arabinose; D-Arabinopyranose; D-Glutaminic acid; D-2-Aminoglutaric acid; 5Z,8Z,11Z,14Z-Eicosatetraenoic acid; (5Z,8Z,11Z,14Z)-Icosa-5,8,11,14-tetraenoic acid; Nucleotide	C5H10O5	Metabolic pathways;Purine metabolism;Biosynthesis of secondary metabolites;Necroptosis;Platelet activation;Inflammatory mediator regulation of TRP channels;Aldosterone synthesis and secretion;Ferroptosis;Chloroalkane and chloroalkene degradation;Methane metabolism;Other carbon fixation pathways;Microbial metabolism in diverse environments;Carbon metabolism;Arginine and proline metabolism;Pyrimidine metabolism;Monobactam biosynthesis;Biosynthesis of various plant secondary metabolites;Regulation of lipolysis in adipocytes;Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;D-Amino acid metabolism;Biosynthesis of phenylpropanoids;Degradation of aromatic compounds;beta-Alanine metabolism;Inositol phosphate metabolism;Propanoate metabolism;Biosynthesis of various alkaloids;Retrograde endocannabinoid signaling;Long-term depression;Amoebiasis;Amino sugar and nucleotide sugar metabolism;Biosynthesis of nucleotide sugars;Sulfur metabolism;Sulfur cycle;Vascular smooth muscle contraction;Fc epsilon RI signaling pathway;Fc gamma R-mediated phagocytosis;Serotonergic synapse;Phototransduction - fly;GnRH signaling pathway;Oxytocin signaling pathway;Leishmaniasis;Phenylpropanoid biosynthesis;Ubiquinone and other terpenoid-quinone biosynthesis;Biosynthesis of unsaturated fatty acids;Arachidonic acid metabolism;Linoleic acid metabolism;Ovarian steroidogenesis;Eicosanoids;Flavonoid biosynthesis;Stilbenoid, diarylheptanoid and gingerol biosynthesis	putative_multi
149.04462__4.821	150.05196	150.0528	C00508	L-Ribulose; L-erythro-Pentulose; L-Arabinoketose; L-Arabinulose; L-Riboketose; CDP-glycerol	C5H10O5	Metabolic pathways;Biosynthesis of secondary metabolites;Fatty acid degradation;Microbial metabolism in diverse environments;Pentose and glucuronate interconversions;Phenylalanine metabolism;Benzoate degradation;D-Amino acid metabolism;Biosynthesis of phenylpropanoids;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Degradation of aromatic compounds;Propanoate metabolism;Ethylbenzene degradation;Fatty acid metabolism;Biosynthesis of various siderophores;Sulfur metabolism;Degradation of flavonoids;Glycerophospholipid metabolism;Teichoic acid biosynthesis;Sulfur cycle;Aminobenzoate degradation;Toluene degradation;Styrene degradation;Biosynthesis of unsaturated fatty acids;Flavonoid biosynthesis;Isoflavonoid biosynthesis	putative_multi
